,Excitatory,Microglia,OD,Inhibitory,Endothelial,Astrocyte
-2749.304398_-601.6695111,0.011345747,0.006039305,0.5245526,0.021153826,0.38953447,0.04737409
-2749.304398_198.3304889,0.3014147,0.04050217,0.48416194,0.022318479,0.012024466,0.13957827
-2749.304398_298.3304889,0.16907196,0.005649219,0.6190346,0.10226394,0.005584805,0.09839552
-2749.304398_398.3304889,0.47976628,0.1426155,0.19611917,0.030281847,0.14629325,0.004923967
-2749.304398_498.3304889,0.29940477,0.01621541,0.5506186,0.009183937,0.08797564,0.03660158
-2749.304398_598.3304889,0.35631177,0.009979185,0.53438914,0.026322387,0.003233421,0.06976417
-2749.304398_698.3304889,0.019460343,0.000460483,0.82880735,0.000234858,0.023266764,0.12777011
-2749.304398_798.3304889,0.013407026,0.002188699,0.97264814,2.71E-05,0.008693815,0.003035241
-2749.304398_898.3304889,0.007756723,0.00109419,0.9386692,0.000166598,0.012871087,0.03944216
-2749.304398_98.3304889,0.22551596,0.004659236,0.6215762,0.076637074,0.022266021,0.049345482
-2849.304398_-1.66951110000002,0.14327802,0.06767364,0.42643252,0.017403776,0.33417892,0.011033075
-2849.304398_-101.6695111,0.092915714,0.004520056,0.706074,0.10663035,0.004247658,0.08561222
-2849.304398_-201.6695111,0.08846342,0.009491723,0.71282256,0.041800424,0.14495353,0.002468256
-2849.304398_-301.6695111,0.19459148,0.007276297,0.6694458,0.079427384,0.010632963,0.038626105
-2849.304398_-401.6695111,0.06836035,0.015003225,0.511653,0.08955944,0.28033468,0.035089295
-2849.304398_-501.6695111,0.088654265,0.028860882,0.5935809,0.13950884,0.09357982,0.0558153
-2849.304398_-601.6695111,0.080583386,0.12583153,0.12885194,0.021351645,0.5435452,0.099836364
-2849.304398_198.3304889,0.06682607,0.054399963,0.5847712,0.06740061,0.20707259,0.019529587
-2849.304398_298.3304889,0.23485143,0.022853049,0.5186796,0.08227486,0.118215874,0.023125134
-2849.304398_398.3304889,0.42862633,0.02026723,0.31804729,0.016768888,0.06946664,0.14682363
-2849.304398_498.3304889,0.41019902,0.020455291,0.51751983,0.013655339,0.008227078,0.029943395
-2849.304398_598.3304889,0.5861649,0.030509077,0.34756798,0.022892497,0.00607705,0.006788532
-2849.304398_698.3304889,0.007951501,0.00806638,0.9469136,2.56E-06,0.023421153,0.013644771
-2849.304398_798.3304889,0.01311146,0.00344301,0.90061253,0.000110292,0.010489058,0.07223364
-2849.304398_898.3304889,0.00863518,0.003133668,0.9163333,2.93E-05,0.06673365,0.00513497
-2849.304398_98.3304889,0.10377655,0.010327324,0.7118814,0.05862698,0.08003989,0.035347868
-2949.304398_-1.66951110000002,0.15521926,0.021842634,0.71929985,0.041396696,0.056388415,0.005853198
-2949.304398_-101.6695111,0.11346701,0.003858746,0.77648264,0.027739834,0.0103716,0.06808027
-2949.304398_-201.6695111,0.14340746,0.003040809,0.63029456,0.036092147,0.10042257,0.086742476
-2949.304398_-301.6695111,0.030898094,0.001569253,0.7088762,0.022555705,0.045751214,0.19034953
-2949.304398_-401.6695111,0.19645078,0.037944652,0.39437202,0.23493606,0.025232272,0.111064225
-2949.304398_-501.6695111,0.072920576,0.03637065,0.46188685,0.22436479,0.01218291,0.19227427
-2949.304398_-601.6695111,0.10054741,0.025209675,0.7332444,0.050459713,0.06670109,0.023837741
-2949.304398_198.3304889,0.27326468,0.061828338,0.5015936,0.05004621,0.057640545,0.05562663
-2949.304398_298.3304889,0.15363216,0.11797714,0.33417514,0.021615013,0.3171484,0.05545216
-2949.304398_398.3304889,0.16246352,0.035587214,0.6090944,0.049325164,0.13253637,0.010993375
-2949.304398_498.3304889,0.27702156,0.048462294,0.43959063,0.016068568,0.19690718,0.021949796
-2949.304398_598.3304889,0.5659462,0.035547398,0.3184072,0.061878536,0.007214593,0.011006055
-2949.304398_698.3304889,0.007048479,0.009007933,0.9496098,0.000538896,0.03001046,0.003784538
-2949.304398_798.3304889,0.007206691,0.005293125,0.8584106,7.96E-05,0.10089613,0.028113883
-2949.304398_898.3304889,0.014763311,0.002490244,0.89539576,2.51E-05,0.014882153,0.07244341
-2949.304398_98.3304889,0.08007559,0.004350891,0.735336,0.054131333,0.06914248,0.056963794
1104.977914_2708.802178,0.24368532,0.03557713,0.46966708,0.21140395,0.031830203,0.007836277
1104.977914_2808.802178,0.022567024,0.029566623,0.69040096,0.16409262,0.07278404,0.020588716
1104.977914_2908.802178,0.039277203,0.008189659,0.6959354,0.09417479,0.085572705,0.07685025
1104.977914_3008.802178,0.04799563,0.002465934,0.7169153,0.10307492,0.043717902,0.08583039
1104.977914_3108.802178,0.14419626,0.009669662,0.6017558,0.009177058,0.007241696,0.22795959
1104.977914_3208.802178,0.28832382,0.05079367,0.50215554,0.048940774,0.031219475,0.07856678
1104.977914_3308.802178,0.2876987,0.032904092,0.42899826,0.054179102,0.011926885,0.18429299
1104.977914_3408.802178,0.1731829,0.07483436,0.09736192,0.0998523,0.5266455,0.028123096
1104.977914_3508.802178,0.2703448,0.05746181,0.2191207,0.013304198,0.43225667,0.007511785
1104.977914_3608.802178,0.37834516,0.00565321,0.44076613,0.07844065,0.07218404,0.024610784
1104.977914_3708.802178,0.44902468,0.150628,0.25662243,0.024666706,0.10669861,0.012359583
1104.977914_3808.802178,0.015162624,0.002474403,0.88646615,7.47E-06,0.08330028,0.01258901
1104.977914_3908.802178,0.02722283,0.002905628,0.8373586,5.52E-05,0.03154143,0.10091638
1104.977914_4008.802178,0.01491534,0.00240108,0.91506183,3.34E-05,0.06229019,0.005298199
1104.977914_4108.802178,0.15051657,0.017271146,0.7551965,0.021525992,0.024126891,0.031362966
1104.977914_4208.802178,0.5525886,0.011767416,0.2701319,0.018896157,0.13945377,0.007162166
1204.977914_2708.802178,0.15508434,0.006967824,0.59657335,0.11229417,0.11999865,0.009081639
1204.977914_2808.802178,0.024879681,0.002676677,0.6585308,0.07068739,0.17263311,0.07059238
1204.977914_2908.802178,0.009203164,0.017695157,0.51252055,0.07818608,0.309915,0.07248007
1204.977914_3008.802178,0.08604364,0.033854067,0.70454067,0.0925522,0.06601067,0.016998732
1204.977914_3108.802178,0.1927086,0.008468811,0.6530347,0.010510632,0.1161422,0.019135112
1204.977914_3208.802178,0.24365407,0.016729204,0.50527567,0.16428383,0.018658625,0.05139859
1204.977914_3308.802178,0.15532376,0.001406134,0.7226912,0.07027212,0.029883083,0.020423718
1204.977914_3408.802178,0.22777428,0.01868991,0.25717753,0.12557124,0.24581386,0.124973215
1204.977914_3508.802178,0.08613291,0.006078773,0.59250385,0.10411709,0.05781213,0.15335523
1204.977914_3608.802178,0.43215182,0.050925076,0.19142206,0.0801082,0.2060289,0.039363906
1204.977914_3708.802178,0.50304735,0.009699071,0.42234278,0.035858925,0.00676168,0.022290185
1204.977914_3808.802178,0.015334852,0.0124006,0.90046835,5.13E-05,0.05913114,0.012613739
1204.977914_3908.802178,0.004914884,0.002791414,0.97364545,1.60E-05,0.007367637,0.011264527
1204.977914_4008.802178,0.009515579,0.005805279,0.7577208,0.000394366,0.16220205,0.0643619
1204.977914_4108.802178,0.014287249,0.002185471,0.88054657,0.000156012,0.032907534,0.069917195
1204.977914_4208.802178,0.27486885,0.057926565,0.59123087,0.030080786,0.025503285,0.020389602
1304.977914_2708.802178,0.048196226,0.002979991,0.633195,0.0907728,0.14664847,0.07820752
1304.977914_2808.802178,0.074301764,0.013333163,0.61485934,0.13358486,0.14814362,0.015777223
1304.977914_2908.802178,0.13410132,0.005968688,0.7371359,0.054754276,0.02995521,0.038084615
1304.977914_3008.802178,0.17384651,0.004892667,0.6585509,0.05534652,0.07820014,0.029163204
1304.977914_3108.802178,0.116993554,0.034175385,0.55973995,0.022680387,0.22884808,0.037562698
1304.977914_3208.802178,0.14410955,0.008454468,0.66459,0.009278503,0.11264929,0.060918227
1304.977914_3308.802178,0.09565401,0.001723666,0.7103744,0.078087814,0.002227782,0.1119323
1304.977914_3408.802178,0.15446861,0.01217676,0.5439263,0.06422487,0.21781674,0.007386686
1304.977914_3508.802178,0.13535243,0.05049044,0.5623582,0.06874035,0.15453869,0.028519927
1304.977914_3608.802178,0.52821666,0.10417654,0.19236206,0.038355753,0.1269619,0.009927081
1304.977914_3708.802178,0.35708648,0.017434642,0.5454989,0.021916645,0.045521308,0.012542015
1304.977914_3808.802178,0.13708642,0.002560335,0.83917683,0.010750554,0.001745997,0.008679853
1304.977914_3908.802178,0.004215358,0.000207094,0.96389425,0.006544882,0.010069073,0.015069339
1304.977914_4008.802178,0.005493824,0.027956694,0.8443424,0.019840728,0.09679826,0.005568073
1304.977914_4108.802178,0.009722499,0.006542222,0.95830005,8.43E-06,0.006075707,0.019351082
1304.977914_4208.802178,0.21823587,0.001004563,0.6970009,0.04188305,0.017329864,0.024545696
1404.977914_2708.802178,0.09553981,0.001733829,0.44929484,0.028537491,0.13740313,0.28749096
1404.977914_2808.802178,0.1409788,0.014944078,0.5515871,0.12048749,0.089951664,0.08205089
1404.977914_2908.802178,0.12813403,0.009073244,0.6848871,0.10718685,0.045650147,0.025068592
1404.977914_3008.802178,0.1462377,0.020775344,0.6803235,0.05482824,0.03306709,0.064768136
1404.977914_3108.802178,0.044137314,0.004203739,0.5777221,0.052517567,0.25109366,0.07032564
1404.977914_3208.802178,0.2143689,0.013458698,0.5627234,0.08353133,0.09356479,0.03235282
1404.977914_3308.802178,0.16385165,0.05322408,0.52982926,0.058496658,0.14205903,0.052539308
1404.977914_3408.802178,0.132139,0.052806802,0.65060824,0.015740996,0.08794564,0.06075939
1404.977914_3508.802178,0.23424642,0.009160605,0.56054723,0.100955784,0.064611934,0.030478079
1404.977914_3608.802178,0.25741965,0.032907665,0.5147476,0.055611778,0.118195616,0.02111768
1404.977914_3708.802178,0.26895753,0.014439226,0.6277467,0.043062255,0.029380584,0.016413681
1404.977914_3808.802178,0.040203363,0.00642951,0.7576804,0.003129822,0.14265503,0.049901817
1404.977914_3908.802178,0.007089248,0.010498148,0.8223044,2.90E-05,0.14388366,0.0161955
1404.977914_4008.802178,0.006152507,0.000493115,0.85522217,1.57E-05,0.043628838,0.094487675
1404.977914_4108.802178,0.010756354,0.001286802,0.83036864,0.000481573,0.021083372,0.13602336
1404.977914_4208.802178,0.10923131,0.001217297,0.8588568,0.017184623,0.008136007,0.005374042
1504.977914_2708.802178,0.011381106,0.02402986,0.6928435,4.21E-05,0.05654375,0.2151597
1504.977914_2808.802178,0.1486636,0.028300704,0.5094455,0.07872479,0.2177304,0.017135069
1504.977914_2908.802178,0.10456226,0.000694044,0.65926063,0.07098455,0.017295664,0.1472029
1504.977914_3008.802178,0.14824574,0.01506421,0.64349616,0.1297487,0.005927695,0.057517566
1504.977914_3108.802178,0.3041396,0.011628266,0.32904097,0.024690343,0.18320653,0.14729433
1504.977914_3208.802178,0.20218684,0.000887544,0.6582773,0.07735486,0.005193049,0.05610047
1504.977914_3308.802178,0.16345362,0.003511076,0.5957745,0.046209052,0.048295505,0.14275625
1504.977914_3408.802178,0.32944638,0.018009737,0.5040598,0.08152592,0.0262246,0.04073357
1504.977914_3508.802178,0.21560107,0.006920723,0.60500556,0.13243483,0.003060852,0.036976952
1504.977914_3608.802178,0.11022919,0.012911904,0.60177726,0.005686753,0.19964334,0.069751434
1504.977914_3708.802178,0.17311646,0.008104274,0.5738327,0.07336017,0.06184595,0.109740496
1504.977914_3808.802178,0.091357574,0.001903912,0.7183132,0.048094943,0.024582507,0.11574779
1504.977914_3908.802178,0.012350817,0.000212543,0.9221334,5.06E-06,0.018142318,0.047155887
1504.977914_4008.802178,0.003695264,0.000479493,0.8175021,0.000112838,0.16052148,0.017688897
1504.977914_4108.802178,0.019646525,0.000705417,0.8670593,7.51E-05,0.01796272,0.09455088
1504.977914_4208.802178,0.009004338,0.009057856,0.8462198,0.000185498,0.078579225,0.056953322
1604.977914_2708.802178,0.018765025,0.054905966,0.5077025,3.51E-06,0.31509,0.10353301
1604.977914_2808.802178,0.3357018,0.010538017,0.40640253,0.012148223,0.021470774,0.21373877
1604.977914_2908.802178,0.13081029,0.02145802,0.5541651,0.04439788,0.20710696,0.042061735
1604.977914_3008.802178,0.2663503,0.006965529,0.5132228,0.025447363,0.15389194,0.03412202
1604.977914_3108.802178,0.2865803,0.009904838,0.21972105,0.00972261,0.13003606,0.34403515
1604.977914_3208.802178,0.20308562,0.001238001,0.30917844,0.033238046,0.00786343,0.4453964
1604.977914_3308.802178,0.14928018,0.002074802,0.66868824,0.045239314,0.07138273,0.06333475
1604.977914_3408.802178,0.22592826,0.02118485,0.46397662,0.03971209,0.19960749,0.049590733
1604.977914_3508.802178,0.35049802,0.013077823,0.26785418,0.1542222,0.16273496,0.05161278
1604.977914_3608.802178,0.20401733,0.004878811,0.65238225,0.05741418,0.06436825,0.016939243
1604.977914_3708.802178,0.26878908,0.004769271,0.6117357,0.06741738,0.009944105,0.037344493
1604.977914_3808.802178,0.24187876,0.093321756,0.24058315,0.107643016,0.14305232,0.17352092
1604.977914_3908.802178,0.014391843,0.004679657,0.93800616,4.98E-06,0.028364683,0.014552618
1604.977914_4008.802178,0.008946079,0.001448677,0.77739555,0.058656536,0.041735966,0.11181726
1604.977914_4108.802178,0.005646911,0.000924248,0.9494194,0.000148296,0.035411023,0.008450178
1604.977914_4208.802178,0.0085356,0.001153169,0.86436766,1.42E-05,0.049311742,0.07661769
1704.977914_2708.802178,0.030710267,0.1781441,0.39375702,3.20E-06,0.3943224,0.003063015
1704.977914_2808.802178,0.12832907,0.3047805,0.25597706,0.002562149,0.1857134,0.12263786
1704.977914_2908.802178,0.19565177,0.018390084,0.38546973,0.016848305,0.30982843,0.07381172
1704.977914_3008.802178,0.31106782,0.004820445,0.49004763,0.005383665,0.034320734,0.15435971
1704.977914_3108.802178,0.32149348,0.017872926,0.37286806,0.026756113,0.016093258,0.24491616
1704.977914_3208.802178,0.07542604,0.003836066,0.6302327,0.060155474,0.15497866,0.07537106
1704.977914_3308.802178,0.1054031,0.035423886,0.3352954,0.002426756,0.50619346,0.01525741
1704.977914_3408.802178,0.32908714,0.020042004,0.48488414,0.033041067,0.057398867,0.07554677
1704.977914_3508.802178,0.27587825,0.011698322,0.5278443,0.02845136,0.004315158,0.15181257
1704.977914_3608.802178,0.42234242,0.001183351,0.32322475,0.04379768,0.005786031,0.20366581
1704.977914_3708.802178,0.43073368,0.032879427,0.30242637,0.1108805,0.05351212,0.0695679
1704.977914_3808.802178,0.17056355,0.019724347,0.6366545,0.018190717,0.10419307,0.05067383
1704.977914_3908.802178,0.037227195,0.000770144,0.8884185,0.00359378,0.013754249,0.05623616
1704.977914_4008.802178,0.016142953,0.000584662,0.91896397,1.04E-05,0.018384779,0.04591323
1704.977914_4108.802178,0.018826604,0.002167368,0.9477884,0.012484692,0.007965571,0.010767427
1704.977914_4208.802178,0.006306655,0.005494026,0.7882538,4.80E-05,0.19334735,0.006550233
1804.977914_2708.802178,0.18043068,0.21816064,0.29197934,6.17E-07,0.30742052,0.002008241
1804.977914_2808.802178,0.018038731,0.07260771,0.33644858,1.25E-05,0.4763002,0.096592255
1804.977914_2908.802178,0.15120372,0.021813493,0.48899892,0.006407566,0.254115,0.07746129
1804.977914_3008.802178,0.3504025,0.019434186,0.515835,0.008143657,0.0378283,0.0683563
1804.977914_3108.802178,0.33894047,0.025606578,0.40569553,0.000950649,0.17608845,0.052718237
1804.977914_3208.802178,0.36289132,0.007464357,0.53226316,0.001667999,0.090635285,0.005077868
1804.977914_3308.802178,0.36050507,0.04436843,0.23932047,0.001583901,0.21711169,0.13711044
1804.977914_3408.802178,0.3551668,0.006168682,0.5515493,0.014374123,0.010281992,0.0624591
1804.977914_3508.802178,0.36977562,0.032592956,0.47960308,0.009132323,0.08847503,0.020420993
1804.977914_3608.802178,0.32438222,0.002511999,0.46964914,0.029233638,0.028545657,0.14567736
1804.977914_3708.802178,0.29424095,0.006072564,0.525224,0.026090253,0.014642363,0.13372985
1804.977914_3808.802178,0.62777805,0.008811319,0.17797342,0.013379078,0.01981823,0.15223996
1804.977914_3908.802178,0.11621601,0.015037831,0.62814265,0.006536569,0.19578692,0.03828011
1804.977914_4008.802178,0.015269485,0.000555929,0.91259086,0.004952206,0.007146986,0.059484605
1804.977914_4108.802178,0.018826755,0.000866649,0.87877953,1.24E-05,0.02331691,0.07819775
1804.977914_4208.802178,0.007204809,0.003947561,0.7797102,0.000241398,0.20035034,0.008545741
1904.977914_2708.802178,0.062340036,0.15143692,0.5330615,8.20E-06,0.2519107,0.001242639
1904.977914_2808.802178,0.096335076,0.12512054,0.4220166,1.65E-06,0.19614153,0.16038454
1904.977914_2908.802178,0.08171296,0.06260087,0.32180363,0.001062287,0.014773433,0.5180468
1904.977914_3008.802178,0.30012336,0.060081843,0.26012388,0.007904909,0.19571976,0.17604622
1904.977914_3108.802178,0.3268017,0.07508558,0.37654066,0.006919354,0.193223,0.021429773
1904.977914_3208.802178,0.43271568,0.028417625,0.42350554,0.000630409,0.011519384,0.10321142
1904.977914_3308.802178,0.39875644,0.017236505,0.55531746,0.013116186,0.006066304,0.009507064
1904.977914_3408.802178,0.21982418,0.03612248,0.58160794,0.002733151,0.12627144,0.033440746
1904.977914_3508.802178,0.38936892,0.03243603,0.522499,0.002580477,0.029393246,0.023722308
1904.977914_3608.802178,0.3422641,0.02777918,0.49426627,0.005208902,0.016913868,0.11356765
1904.977914_3708.802178,0.34758943,0.00781205,0.23014575,0.031451236,0.012090686,0.37091082
1904.977914_3808.802178,0.40519646,0.059164967,0.28417563,0.01049931,0.19810146,0.04286217
1904.977914_3908.802178,0.15838246,0.004433246,0.68040365,0.026662339,0.05658627,0.073532045
1904.977914_4008.802178,0.011669259,0.009673459,0.86104876,2.32E-06,0.09849713,0.019109063
1904.977914_4108.802178,0.014577637,0.008240596,0.823767,3.66E-06,0.1327911,0.020620057
1904.977914_4208.802178,0.008329612,0.000489073,0.9565991,9.10E-05,0.007565975,0.026925206
2004.977914_2708.802178,0.07532449,0.30944574,0.32729462,1.08E-05,0.28657126,0.001353132
2004.977914_2808.802178,0.028780684,0.124825336,0.39591584,3.61E-06,0.370253,0.08022156
2004.977914_2908.802178,0.066489056,0.07987605,0.310875,0.000837314,0.47912145,0.06280117
2004.977914_3008.802178,0.10048819,0.008281586,0.37112743,0.00302857,0.46382383,0.053250458
2004.977914_3108.802178,0.2466771,0.010767584,0.5484083,0.008852123,0.105676726,0.079618126
2004.977914_3208.802178,0.60776997,0.11817052,0.1981665,0.020778392,0.038279515,0.016835084
2004.977914_3308.802178,0.6472934,0.01846592,0.32191712,0.004693536,0.004824868,0.002805178
2004.977914_3408.802178,0.198993,0.012500859,0.5657348,0.028338026,0.06944908,0.12498422
2004.977914_3508.802178,0.25779584,0.06646167,0.5158205,0.009047348,0.14454953,0.006325084
2004.977914_3608.802178,0.19346972,0.010920299,0.46549252,0.02483452,0.26900938,0.03627357
2004.977914_3708.802178,0.20258921,0.00273374,0.44622293,0.011728565,0.004896394,0.33182916
2004.977914_3808.802178,0.3089306,0.01787115,0.48518106,0.032009684,0.090028025,0.0659794
2004.977914_3908.802178,0.07363154,0.002422644,0.86531055,0.00675632,0.005474105,0.0464049
2004.977914_4008.802178,0.003747983,0.011944703,0.759514,7.25E-06,0.20422699,0.020559078
2004.977914_4108.802178,0.009950829,0.009324525,0.8560714,0.000221121,0.11934941,0.005082722
2004.977914_4208.802178,0.009359065,0.001084455,0.81541187,3.65E-05,0.0122018,0.16190644
2104.977914_2708.802178,0.10319052,0.3094225,0.25873652,4.19E-07,0.3263885,0.00226153
2104.977914_2808.802178,0.02791563,0.017651228,0.57192165,4.79E-05,0.04344281,0.33902085
2104.977914_2908.802178,0.15265799,0.013197019,0.61888415,0.019750742,0.09592993,0.0995802
2104.977914_3008.802178,0.44245198,0.004930115,0.41081396,0.026892202,0.09074926,0.024162496
2104.977914_3108.802178,0.26036403,0.023542427,0.55176437,0.015153629,0.024889948,0.12428567
2104.977914_3208.802178,0.108483694,0.000825842,0.66298676,0.037527684,0.006466336,0.18370976
2104.977914_3308.802178,0.37384167,0.046403047,0.3272104,0.03170427,0.14571543,0.07512524
2104.977914_3408.802178,0.3250745,0.007742222,0.33583653,0.17126884,0.01387246,0.14620547
2104.977914_3508.802178,0.2600209,0.002586816,0.48191628,0.10652632,0.087413006,0.06153664
2104.977914_3608.802178,0.21916418,0.022331579,0.57039756,0.02332747,0.15715137,0.007627836
2104.977914_3708.802178,0.18728715,0.010184789,0.3680707,0.02477344,0.31907776,0.090606146
2104.977914_3808.802178,0.15680963,0.003036574,0.6931052,0.06318344,0.06314726,0.020717964
2104.977914_3908.802178,0.09020301,0.000698642,0.83907175,0.020595927,0.007622895,0.041807853
2104.977914_4008.802178,0.004356562,0.000943451,0.8193243,0.000284813,0.16583112,0.009259672
2104.977914_4108.802178,0.006042716,0.003835385,0.7822026,3.43E-05,0.19315316,0.014731902
2104.977914_4208.802178,0.008165317,0.008382145,0.77194655,6.13E-05,0.18903373,0.02241098
2204.977914_2708.802178,0.10983184,0.11742767,0.40186393,3.44E-07,0.3174819,0.053394306
2204.977914_2808.802178,0.21880502,0.001750149,0.6731471,0.02938286,0.013122623,0.063792236
2204.977914_2908.802178,0.3219763,0.039280854,0.3788654,0.024998667,0.16922803,0.06565078
2204.977914_3008.802178,0.36536193,0.00968422,0.43434143,0.040851437,0.09419224,0.05556873
2204.977914_3108.802178,0.12043179,0.03845892,0.5590406,0.003357382,0.26881883,0.009892456
2204.977914_3208.802178,0.28135556,0.013593073,0.529758,0.013939597,0.10367469,0.057679128
2204.977914_3308.802178,0.13334292,0.01398548,0.70641994,0.017112035,0.11268096,0.016458701
2204.977914_3408.802178,0.2862962,0.003390928,0.55885464,0.017409142,0.051410694,0.08263841
2204.977914_3508.802178,0.34456635,0.01630559,0.50038487,0.046884537,0.07641497,0.015443755
2204.977914_3608.802178,0.4012516,0.03173591,0.3712049,0.09942298,0.060207546,0.036177
2204.977914_3708.802178,0.23413216,0.011433126,0.67776865,0.032160457,0.031653274,0.012852356
2204.977914_3808.802178,0.13820091,0.009404066,0.7006901,0.046242215,0.033617932,0.07184481
2204.977914_3908.802178,0.044596814,0.004203356,0.9232492,0.004725879,0.007877438,0.015347309
2204.977914_4008.802178,0.006251143,0.001739897,0.86727107,3.43E-05,0.027749773,0.09695375
2204.977914_4108.802178,0.003388498,0.010023161,0.80689967,5.40E-05,0.16237442,0.017260289
2204.977914_4208.802178,0.01597784,0.004174615,0.90005344,5.52E-05,0.03900041,0.040738516
2304.977914_2708.802178,0.023786856,0.09859213,0.22926517,8.63E-06,0.5328666,0.11548055
2304.977914_2808.802178,0.11005153,0.007583514,0.5141304,0.025172012,0.07391799,0.26914462
2304.977914_2908.802178,0.17981428,0.021372229,0.36723435,0.09069848,0.21965131,0.121229306
2304.977914_3008.802178,0.0937237,0.002718307,0.6727669,0.08532256,0.11130991,0.03415861
2304.977914_3108.802178,0.16983326,0.09877581,0.27444822,0.010500584,0.42062363,0.025818588
2304.977914_3208.802178,0.08684709,0.027907968,0.6446036,0.044653427,0.17975202,0.016235795
2304.977914_3308.802178,0.16712981,0.010331902,0.6699815,0.028717522,0.067542024,0.056297235
2304.977914_3408.802178,0.32348594,0.082783364,0.28853726,0.022524724,0.27114448,0.011524241
2304.977914_3508.802178,0.18123196,0.00643187,0.60818076,0.11009144,0.052303158,0.041760802
2304.977914_3608.802178,0.32965055,0.060216077,0.45248702,0.03344713,0.07576436,0.04843487
2304.977914_3708.802178,0.37334433,0.038781334,0.34105548,0.06418979,0.17113616,0.011492915
2304.977914_3808.802178,0.3756756,0.013294008,0.32725433,0.07928719,0.0221879,0.182301
2304.977914_3908.802178,0.009123149,0.008283511,0.85556084,0.000111663,0.097379945,0.02954084
2304.977914_4008.802178,0.007595616,0.009672854,0.9601132,0.000344966,0.01421598,0.008057465
2304.977914_4108.802178,0.012712709,0.00222911,0.94706786,1.44E-05,0.023259608,0.014716267
2304.977914_4208.802178,0.012122918,0.001859144,0.92633367,6.18E-05,0.052007884,0.007614597
2404.977914_2708.802178,0.030760622,0.007228562,0.70142555,7.21E-05,0.024782678,0.23573041
2404.977914_2808.802178,0.084379986,0.037076708,0.49113986,0.07109213,0.24479894,0.071512446
2404.977914_2908.802178,0.20294477,0.01762881,0.34456795,0.04954659,0.041279357,0.34403256
2404.977914_3008.802178,0.1227364,0.005858269,0.71493846,0.109223224,0.018521959,0.028721629
2404.977914_3108.802178,0.0856601,0.000314185,0.79974425,0.0027851,0.002094922,0.10940142
2404.977914_3208.802178,0.13573287,0.002166594,0.50958234,0.076108314,0.011742638,0.26466727
2404.977914_3308.802178,0.10523767,0.009589355,0.42159045,0.17976087,0.23323284,0.050588813
2404.977914_3408.802178,0.25940353,0.002717716,0.6173268,0.042474438,0.004692602,0.07338493
2404.977914_3508.802178,0.23036091,0.002718439,0.5191026,0.06095235,0.007731607,0.17913412
2404.977914_3608.802178,0.2809919,0.014066123,0.4742554,0.0570911,0.12579101,0.04780444
2404.977914_3708.802178,0.2898039,0.00309499,0.54908496,0.063625775,0.031563435,0.06282697
2404.977914_3808.802178,0.42888424,0.006253663,0.22201598,0.16562916,0.0174491,0.15976784
2404.977914_3908.802178,0.048616633,0.008417401,0.8391209,0.003497206,0.018397396,0.081950426
2404.977914_4008.802178,0.009210018,0.001645586,0.96011055,1.87E-05,0.011534183,0.017480902
2404.977914_4108.802178,0.016084995,0.003027452,0.8748501,1.99E-05,0.030712973,0.07530457
2404.977914_4208.802178,0.010418402,0.02438696,0.88598865,3.87E-05,0.059667177,0.019500144
2504.977914_2708.802178,0.001187451,0.4353577,0.21995944,0.0499602,0.015176171,0.27835912
2504.977914_2808.802178,0.122708336,0.004885986,0.543311,0.08964755,0.22465074,0.014796405
2504.977914_2908.802178,0.08779329,0.001706778,0.69315976,0.12886746,0.02806987,0.060402907
2504.977914_3008.802178,0.12292944,0.005954629,0.6197559,0.12764272,0.09977015,0.023947172
2504.977914_3108.802178,0.18085353,0.008882063,0.45924872,0.02275803,0.23130094,0.096956775
2504.977914_3208.802178,0.17904599,0.033234727,0.6265621,0.026356135,0.11191719,0.02288388
2504.977914_3308.802178,0.27823517,0.00232838,0.6635587,0.01961897,0.00574606,0.030512612
2504.977914_3408.802178,0.11391981,0.022435902,0.7025791,0.093494944,0.05923093,0.008339312
2504.977914_3508.802178,0.24247672,0.017415414,0.27516627,0.059180845,0.38664913,0.019111672
2504.977914_3608.802178,0.2623413,0.021770503,0.6024082,0.080597594,0.005666619,0.027215816
2504.977914_3708.802178,0.1453418,0.09785442,0.45377383,0.004431229,0.29214123,0.006457507
2504.977914_3808.802178,0.41090456,0.048424363,0.36183047,0.039310265,0.111072615,0.028457783
2504.977914_3908.802178,0.044839952,0.002315861,0.89878774,0.003033265,0.034632638,0.016390571
2504.977914_4008.802178,0.02555517,0.001970656,0.92290366,0.017038966,0.011376152,0.021155514
2504.977914_4108.802178,0.010643376,0.03189193,0.8296971,2.24E-05,0.12375667,0.003988511
2504.977914_4208.802178,0.009901494,0.001300256,0.9272879,0.000159312,0.046250585,0.015100468
2604.977914_2708.802178,0.22228362,0.009458381,0.51241004,0.06886664,0.11624001,0.07074136
2604.977914_2808.802178,0.07973553,0.05412879,0.5489641,0.084750704,0.19048074,0.04194021
2604.977914_2908.802178,0.059495017,0.009224642,0.60380137,0.11359335,0.11297897,0.10090651
2604.977914_3008.802178,0.072342716,0.08192167,0.49953842,0.023107234,0.28912488,0.033965025
2604.977914_3108.802178,0.08072927,0.006325455,0.6121704,0.028576719,0.16718048,0.10501768
2604.977914_3208.802178,0.17399049,0.032693643,0.57814914,0.022020137,0.18049578,0.012650812
2604.977914_3308.802178,0.30517757,0.00339769,0.5028901,0.037466362,0.013490627,0.13757765
