,Inhibitory,Endothelial,Astrocyte,Microglia,OD,Excitatory
-2149.304398_-501.6695111,0,0.493026296,0,0.366998812,0.139974892,0
-2149.304398_-601.6695111,0,0.678544625,0,0.321455375,0,0
-2149.304398_198.3304889,0.364810465,0.221313526,0,0,0,0.413876009
-2149.304398_298.3304889,0.300164345,0.075472177,0,0.09757734,0.153897005,0.372889132
-2149.304398_398.3304889,0.365651781,0.158141809,0,0,0,0.47620641
-2149.304398_498.3304889,0.443038725,0.140741145,0,0,0,0.416220131
-2149.304398_598.3304889,0.567671563,0,0,0,0.080150936,0.352177501
-2149.304398_698.3304889,0,0,0,0,1,0
-2149.304398_798.3304889,0,0.293673309,0,0,0.706326691,0
-2149.304398_898.3304889,0,0.081022742,0,0,0.918977258,0
-2149.304398_98.3304889,0.18241198,0.558420063,0,0,0.055489143,0.203678814
-2249.304398_-1.66951110000002,0.227089739,0.494190176,0,0,0,0.278720085
-2249.304398_-101.6695111,0.401041415,0,0,0,0,0.598958585
-2249.304398_-201.6695111,0.433479552,0,0,0.085553101,0,0.480967348
-2249.304398_-301.6695111,0.266168948,0.132921944,0,0,0.150225272,0.450683836
-2249.304398_-401.6695111,0.163603815,0.502469167,0,0,0,0.333927018
-2249.304398_-501.6695111,0,0.202543824,0,0.415568014,0.326175387,0.055712775
-2249.304398_-601.6695111,0,0.753670125,0,0.151806597,0.094523278,0
-2249.304398_198.3304889,0.219210948,0.052266239,0,0.347085288,0.205347418,0.176090107
-2249.304398_298.3304889,0.084873611,0.0978582,0,0.194760754,0.447300673,0.175206762
-2249.304398_398.3304889,0.161352401,0.654869204,0,0.07486821,0,0.108910185
-2249.304398_498.3304889,0.16030699,0.210159392,0,0.126192877,0.260091221,0.24324952
-2249.304398_598.3304889,0.21092607,0.526170207,0,0.057941148,0,0.204962575
-2249.304398_698.3304889,0,0,0,0.105648554,0.894351446,0
-2249.304398_798.3304889,0,0.10210155,0,0,0.89789845,0
-2249.304398_898.3304889,0,0,0,0,1,0
-2249.304398_98.3304889,0.285990635,0,0,0.066071732,0.161642494,0.486295138
-2349.304398_-1.66951110000002,0.207372636,0.266053492,0,0.106065864,0,0.420508008
-2349.304398_-101.6695111,0.148146923,0.436213044,0,0,0.085032484,0.330607549
-2349.304398_-201.6695111,0.302592009,0.194364477,0,0,0.214660419,0.288383096
-2349.304398_-301.6695111,0.168456868,0,0.058023719,0.27125434,0,0.502265072
-2349.304398_-401.6695111,0.236294401,0.154352583,0.095647007,0.292996681,0.052472869,0.168236459
-2349.304398_-501.6695111,0,0.594806122,0.203529701,0.1000251,0.101639077,0
-2349.304398_-601.6695111,0,0.795560296,0.05883702,0.145602684,0,0
-2349.304398_198.3304889,0.170631985,0.258292254,0,0,0.383328211,0.18774755
-2349.304398_298.3304889,0.239028766,0,0.055660624,0,0.478280059,0.227030551
-2349.304398_398.3304889,0.251931316,0.348148086,0,0,0,0.399920598
-2349.304398_498.3304889,0.283555811,0.127155762,0,0,0.169733707,0.41955472
-2349.304398_598.3304889,0.237893343,0.246653035,0,0.175153418,0.340300204,0
-2349.304398_698.3304889,0,0.202078841,0,0,0.797921159,0
-2349.304398_798.3304889,0,0,0,0,1,0
-2349.304398_898.3304889,0,0.103658199,0,0,0.896341801,0
-2349.304398_98.3304889,0.212415029,0.616196605,0,0,0,0.171388366
-2449.304398_-1.66951110000002,0.271933355,0.410990492,0,0,0.105059879,0.212016274
-2449.304398_-101.6695111,0.337334008,0.135841107,0,0,0.05566536,0.471159525
-2449.304398_-201.6695111,0,0.647045066,0.166321215,0,0.186633719,0
-2449.304398_-301.6695111,0.288417077,0,0,0,0.326137973,0.38544495
-2449.304398_-401.6695111,0.109942892,0.572958249,0,0,0,0.317098858
-2449.304398_-501.6695111,0.315810585,0.204278884,0.215734361,0,0,0.26417617
-2449.304398_-601.6695111,0,0.7484981,0,0.2515019,0,0
-2449.304398_198.3304889,0.264844797,0.468712553,0,0,0,0.26644265
-2449.304398_298.3304889,0.334821068,0,0,0,0.219215145,0.445963786
-2449.304398_398.3304889,0.238088779,0.20941823,0,0,0,0.55249299
-2449.304398_498.3304889,0.376436802,0.419235055,0,0,0,0.204328142
-2449.304398_598.3304889,0.362368092,0,0.15337525,0.183209995,0.182489172,0.118557492
-2449.304398_698.3304889,0,0,0,0.078374971,0.921625029,0
-2449.304398_798.3304889,0,0.138151915,0,0,0.861848085,0
-2449.304398_898.3304889,0,0.141428546,0,0,0.858571454,0
-2449.304398_98.3304889,0.334988315,0,0,0,0.454494095,0.210517591
-2549.304398_-1.66951110000002,0.217028302,0.091136637,0.085697794,0.05012471,0.25619253,0.299820027
-2549.304398_-101.6695111,0.253666,0,0,0,0.252563393,0.493770607
-2549.304398_-201.6695111,0.203690098,0.212108666,0.080256429,0,0.290160341,0.213784466
-2549.304398_-301.6695111,0.179842661,0.081768167,0,0.258380602,0.167462437,0.312546134
-2549.304398_-401.6695111,0.24872474,0.237161869,0.140942622,0,0.225109017,0.148061752
-2549.304398_-501.6695111,0,0.319357846,0.124114555,0,0.459916388,0.096611211
-2549.304398_-601.6695111,0,0.173380372,0,0.518662217,0.307957411,0
-2549.304398_198.3304889,0.159766373,0.33947753,0,0,0.174880069,0.325876029
-2549.304398_298.3304889,0.148186837,0.091954745,0,0.350640943,0.198038169,0.211179307
-2549.304398_398.3304889,0.059458001,0.168747234,0.253016724,0.345590999,0.173187042,0
-2549.304398_498.3304889,0.391711018,0.212234747,0,0,0.062714587,0.333339647
-2549.304398_598.3304889,0.141932345,0.630124974,0,0.06400923,0,0.163933451
-2549.304398_698.3304889,0,0,0,0,1,0
-2549.304398_798.3304889,0,0,0,0.131002367,0.868997633,0
-2549.304398_898.3304889,0,0,0,0,1,0
-2549.304398_98.3304889,0.110359193,0.182450739,0,0,0.511854914,0.195335154
-2649.304398_-1.66951110000002,0.142024243,0,0,0.070527707,0.655154086,0.132293964
-2649.304398_-101.6695111,0.09593455,0.243753428,0,0,0.344427462,0.31588456
-2649.304398_-201.6695111,0.061361557,0.30574336,0,0.13710614,0.428534173,0.06725477
-2649.304398_-301.6695111,0.052326766,0,0,0.104547911,0.843125323,0
-2649.304398_-401.6695111,0,0,0,0.321375634,0.51422876,0.164395605
-2649.304398_-501.6695111,0.242353558,0,0,0,0.413979115,0.343667327
-2649.304398_-601.6695111,0,0.757395339,0,0.242604661,0,0
-2649.304398_198.3304889,0.082238345,0.19841794,0,0,0.433565788,0.285777928
-2649.304398_298.3304889,0.118497273,0.105490418,0.0965374,0.203432602,0.412660556,0.06338175
-2649.304398_398.3304889,0.213887341,0.152971604,0.104085744,0,0.389371814,0.139683498
-2649.304398_498.3304889,0.162872064,0.627183835,0,0.209944102,0,0
-2649.304398_598.3304889,0.205187544,0.57635196,0,0.218460496,0,0
-2649.304398_698.3304889,0,0,0,0,1,0
-2649.304398_798.3304889,0,0.087257457,0,0,0.912742543,0
-2649.304398_898.3304889,0,0.093815163,0,0,0.906184837,0
-2649.304398_98.3304889,0.065435775,0.26097529,0,0.126802025,0.416933618,0.129853292
-2749.304398_-1.66951110000002,0.109419362,0.07547214,0.13320771,0.352938845,0,0.328961944
-2749.304398_-101.6695111,0,0,0,0.915546627,0.084453373,0
-2749.304398_-201.6695111,0.101529368,0,0,0,0.687371474,0.211099158
-2749.304398_-301.6695111,0.076019682,0.488925868,0,0,0.435054449,0
-2749.304398_-401.6695111,0,0,0.206177889,0.419033217,0.244353132,0.130435762
-2749.304398_-501.6695111,0,0.169044224,0,0.184656203,0.520226182,0.126073392
-2749.304398_-601.6695111,0,0.585935711,0,0,0.414064289,0
-2749.304398_198.3304889,0.058026915,0,0.232142556,0,0.375594755,0.334235775
-2749.304398_298.3304889,0.167881293,0,0,0.527812604,0.21884928,0.085456822
-2749.304398_398.3304889,0.599258161,0.18673166,0,0.124663156,0,0.089347022
-2749.304398_498.3304889,0.230291407,0.193614094,0.129554254,0.101570542,0.250369381,0.094600322
-2749.304398_598.3304889,0.183935789,0,0.172826719,0.084819935,0.409593194,0.148824363
-2749.304398_698.3304889,0,0,0,0,1,0
-2749.304398_798.3304889,0,0,0,0,1,0
-2749.304398_898.3304889,0,0,0,0,1,0
-2749.304398_98.3304889,0.23631784,0,0,0.181152727,0.496426116,0.086103317
-2849.304398_-1.66951110000002,0,0.575975715,0.180595926,0,0.13482277,0.108605589
-2849.304398_-101.6695111,0.09449938,0,0.270311085,0,0.407316827,0.227872708
-2849.304398_-201.6695111,0,0.478406538,0,0,0.431748679,0.089844783
-2849.304398_-301.6695111,0.080810565,0,0.174856343,0.299841692,0.324697144,0.119794256
-2849.304398_-401.6695111,0,0.666783085,0,0,0.21040426,0.122812654
-2849.304398_-501.6695111,0.052828091,0.318073861,0.123887241,0.189572841,0.315637965,0
-2849.304398_-601.6695111,0,0.471303617,0.255913385,0.272782998,0,0
-2849.304398_198.3304889,0,0.564089519,0,0.340458483,0.095451998,0
-2849.304398_298.3304889,0.490486439,0.275582191,0,0,0.155581663,0.078349707
-2849.304398_398.3304889,0.331435242,0.154274438,0,0.51429032,0,0
-2849.304398_498.3304889,0.459526473,0,0.174538981,0.214790079,0.151144467,0
-2849.304398_598.3304889,0.280631172,0,0,0.719368828,0,0
-2849.304398_698.3304889,0,0,0,0,1,0
-2849.304398_798.3304889,0,0,0.083669276,0,0.916330724,0
-2849.304398_898.3304889,0,0.058971445,0,0,0.941028555,0
-2849.304398_98.3304889,0.088247884,0.294616134,0.148540288,0,0.343178497,0.125417198
-2949.304398_-1.66951110000002,0,0.235008722,0,0.196010338,0.444410593,0.124570347
-2949.304398_-101.6695111,0,0,0,0.170239797,0.743827145,0.085933057
-2949.304398_-201.6695111,0.052777076,0.286329318,0.091082723,0,0.47658034,0.093230542
-2949.304398_-301.6695111,0,0.133872043,0,0,0.866127957,0
-2949.304398_-401.6695111,0,0,0,0.70934466,0.082372402,0.208282938
-2949.304398_-501.6695111,0,0,0.346006395,0.593215819,0.060777787,0
-2949.304398_-601.6695111,0,0.236617162,0,0.242552874,0.438036836,0.082793128
-2949.304398_198.3304889,0.120922792,0.201487005,0,0.289956273,0.24813357,0.139500359
-2949.304398_298.3304889,0.146847084,0.54556609,0.189806603,0.117780223,0,0
-2949.304398_398.3304889,0.222825084,0.30593059,0.08811795,0.1675328,0.215593576,0
-2949.304398_498.3304889,0.206862126,0.402930137,0.096728212,0.18105829,0.112421235,0
-2949.304398_598.3304889,0.401264036,0,0.054801873,0.224361036,0.088705354,0.230867701
-2949.304398_698.3304889,0,0,0,0.054940269,0.945059731,0
-2949.304398_798.3304889,0,0.057655731,0.054705311,0,0.887638957,0
-2949.304398_898.3304889,0,0,0.071145997,0,0.928854003,0
-2949.304398_98.3304889,0.052682025,0.139624209,0,0.117629509,0.623113646,0.066950611
1104.977914_2708.802178,0.150576682,0,0,0.106322643,0.249577259,0.493523416
1104.977914_2808.802178,0,0.192238294,0.068186019,0.301207621,0.438368066,0
1104.977914_2908.802178,0,0.316514603,0,0.27712012,0.406365278,0
1104.977914_3008.802178,0,0.107138173,0,0.211213884,0.681647943,0
1104.977914_3108.802178,0,0,0,0.559778228,0.440221772,0
1104.977914_3208.802178,0.090388226,0,0.11535223,0.514644854,0.15957627,0.12003842
1104.977914_3308.802178,0.068723813,0,0.306222422,0.361216272,0.081247008,0.182590485
1104.977914_3408.802178,0.139676687,0.706398234,0,0,0,0.153925079
1104.977914_3508.802178,0.251748039,0.588935285,0,0.159316676,0,0
1104.977914_3608.802178,0.572395277,0.199163947,0,0,0.110283855,0.118156921
1104.977914_3708.802178,0.257381108,0.261133975,0,0.481484918,0,0
1104.977914_3808.802178,0,0.056510787,0,0,0.943489213,0
1104.977914_3908.802178,0,0,0,0.059564322,0.940435678,0
1104.977914_4008.802178,0,0.063051276,0,0,0.936948724,0
1104.977914_4108.802178,0.07396047,0.091982983,0.188572446,0.126824369,0.518659732,0
1104.977914_4208.802178,0.465856653,0.339367821,0,0.06728318,0.127492346,0
1204.977914_2708.802178,0,0.379741261,0,0.38171843,0.238540309,0
1204.977914_2808.802178,0,0.415788813,0,0,0.584211187,0
1204.977914_2908.802178,0,0.591009697,0,0,0.408990303,0
1204.977914_3008.802178,0,0.251804515,0.308892577,0.172195873,0.267107034,0
1204.977914_3108.802178,0,0.391573222,0,0.146586562,0.382260998,0.079579217
1204.977914_3208.802178,0,0,0,0.66004191,0,0.33995809
1204.977914_3308.802178,0.076940466,0.139110725,0,0,0.619775363,0.164173446
1204.977914_3408.802178,0.211906724,0.562401374,0,0,0.077013762,0.148678139
1204.977914_3508.802178,0.229970892,0.174392539,0.09340349,0,0.384596593,0.117636485
1204.977914_3608.802178,0.527355985,0.289440934,0,0.183203081,0,0
1204.977914_3708.802178,0.472575759,0,0,0.184483463,0.149883997,0.193056781
1204.977914_3808.802178,0,0.054319049,0,0.12866475,0.817016201,0
1204.977914_3908.802178,0,0,0,0,1,0
1204.977914_4008.802178,0,0.190766981,0,0,0.809233019,0
1204.977914_4108.802178,0,0.061214644,0,0,0.938785356,0
1204.977914_4208.802178,0.290292473,0.125856733,0.198567068,0.159622968,0.225660759,0
1304.977914_2708.802178,0,0.339512805,0,0.199605407,0.460881788,0
1304.977914_2808.802178,0,0.583970676,0,0.134754317,0.228350284,0.052924723
1304.977914_2908.802178,0,0,0,0.14024379,0.800864407,0.058891803
1304.977914_3008.802178,0,0.231938909,0,0.064389665,0.591215286,0.11245614
1304.977914_3108.802178,0.068382068,0.521845296,0,0,0.409772637,0
1304.977914_3208.802178,0.094003563,0.240592647,0,0,0.420512386,0.244891404
1304.977914_3308.802178,0.106539626,0,0,0.205715929,0.485865677,0.201878769
1304.977914_3408.802178,0.119034583,0.426905689,0,0,0.183929631,0.270130097
1304.977914_3508.802178,0.185267304,0.306824347,0.183514802,0,0.205857642,0.118535905
1304.977914_3608.802178,0.561774752,0.185686516,0,0,0,0.252538732
1304.977914_3708.802178,0.277820626,0.146735121,0.119218895,0.0785314,0.277865644,0.099828314
1304.977914_3808.802178,0,0,0,0.15429023,0.84570977,0
1304.977914_3908.802178,0,0,0,0,1,0
1304.977914_4008.802178,0,0.096643832,0.111230223,0,0.792125945,0
1304.977914_4108.802178,0,0,0,0.070675971,0.929324029,0
1304.977914_4208.802178,0.060142071,0.051059639,0,0.065595941,0.738393263,0.084809085
1404.977914_2708.802178,0,0.534998816,0,0.22172133,0.243279855,0
1404.977914_2808.802178,0,0.324694047,0.263197737,0.078363258,0.205540128,0.128204831
1404.977914_2908.802178,0.067710785,0.134060048,0,0.098088539,0.616994018,0.083146609
1404.977914_3008.802178,0,0.139119585,0.128697288,0.167241513,0.510189646,0.054751968
1404.977914_3108.802178,0,0.421349736,0.053919493,0.136650229,0.280219635,0.107860906
1404.977914_3208.802178,0.0822899,0.351983779,0.191294465,0,0.182567281,0.191864575
1404.977914_3308.802178,0,0.415962479,0.062133454,0.15148437,0.305730588,0.06468911
1404.977914_3408.802178,0.099459315,0.295109946,0.124942622,0.181395315,0.299092802,0
1404.977914_3508.802178,0.174319738,0.17780713,0.145998787,0,0.201425466,0.300448879
1404.977914_3608.802178,0.217912231,0.275373931,0,0,0.264049166,0.242664672
1404.977914_3708.802178,0.169684364,0.089189136,0.178732581,0.320511633,0.191085482,0.050796804
1404.977914_3808.802178,0,0.379597405,0,0.068295778,0.552106817,0
1404.977914_3908.802178,0,0.109828549,0,0,0.890171451,0
1404.977914_4008.802178,0,0,0,0,1,0
1404.977914_4108.802178,0,0,0,0.091252465,0.908747535,0
1404.977914_4208.802178,0,0,0,0.140573301,0.778475637,0.080951062
1504.977914_2708.802178,0,0.125792906,0.191631202,0.177976977,0.504598915,0
1504.977914_2808.802178,0,0.702849127,0,0,0.188778579,0.108372294
1504.977914_2908.802178,0,0.056480474,0,0,0.51512267,0.428396856
1504.977914_3008.802178,0.150470025,0,0.238241063,0,0.494126993,0.117161919
1504.977914_3108.802178,0.160754627,0.477457415,0,0,0.102112313,0.259675646
1504.977914_3208.802178,0.2074296,0,0,0.056629236,0.604903455,0.13103771
1504.977914_3308.802178,0.199475029,0.15991062,0,0.055948048,0.278900932,0.305765372
1504.977914_3408.802178,0.292707759,0.113554356,0,0,0.269454825,0.32428306
1504.977914_3508.802178,0.176921288,0,0.214621759,0,0.397501803,0.21095515
1504.977914_3608.802178,0.12134342,0.485775141,0.087196963,0,0.305684476,0
1504.977914_3708.802178,0.191966922,0.179924654,0.057116502,0,0.272422802,0.298569122
1504.977914_3808.802178,0.254285028,0.074525066,0,0,0.567780373,0.103409533
1504.977914_3908.802178,0,0,0,0,1,0
1504.977914_4008.802178,0,0.065483447,0,0,0.934516553,0
1504.977914_4108.802178,0,0,0,0.064541375,0.935458625,0
1504.977914_4208.802178,0,0.099601956,0,0,0.900398044,0
1604.977914_2708.802178,0,0.565111522,0,0.192759498,0.24212898,0
1604.977914_2808.802178,0,0.094103116,0.142867538,0.289038243,0.347034395,0.126956709
1604.977914_2908.802178,0.090793856,0.316582651,0.120486938,0,0.354200544,0.117936011
1604.977914_3008.802178,0.165607941,0.376334583,0,0,0.350089297,0.107968179
1604.977914_3108.802178,0.202592967,0.428402301,0,0,0.05582458,0.313180152
1604.977914_3208.802178,0.225027404,0,0,0,0.29120371,0.483768886
1604.977914_3308.802178,0.077262657,0.225644457,0,0.206612727,0.400383598,0.090096561
1604.977914_3408.802178,0.135993948,0.366931136,0,0.168561976,0.100248715,0.228264225
1604.977914_3508.802178,0.213329488,0.18325932,0,0,0.06717055,0.536240642
1604.977914_3608.802178,0.209527175,0.158157545,0,0,0.388631992,0.243683288
1604.977914_3708.802178,0.229010458,0,0,0.382654624,0.217961608,0.170373311
1604.977914_3808.802178,0.320166249,0.220291326,0,0.361548257,0,0.097994168
1604.977914_3908.802178,0,0.060722262,0,0,0.939277738,0
1604.977914_4008.802178,0,0,0,0,1,0
1604.977914_4108.802178,0,0,0,0.072731169,0.927268831,0
1604.977914_4208.802178,0,0,0,0,1,0
1704.977914_2708.802178,0,0.842025032,0,0.157974968,0,0
1704.977914_2808.802178,0.110614897,0.297852028,0.261816636,0.267392107,0,0.062324331
1704.977914_2908.802178,0.100770262,0.316606094,0.132474841,0,0.351002422,0.099146381
1704.977914_3008.802178,0.155645645,0.129817807,0,0.236326177,0.163114684,0.315095686
1704.977914_3108.802178,0.226202369,0,0,0,0.156184006,0.617613625
1704.977914_3208.802178,0.062608703,0.292086888,0,0,0.447711114,0.197593295
1704.977914_3308.802178,0,0.647493379,0,0.137198338,0,0.215308283
1704.977914_3408.802178,0.210675648,0.127655263,0,0,0.25603234,0.405636749
1704.977914_3508.802178,0.187179681,0,0.08292031,0.209547946,0.139451368,0.380900695
1704.977914_3608.802178,0.237468817,0,0,0,0.142626369,0.619904813
1704.977914_3708.802178,0.394846313,0.233953701,0.091149919,0,0,0.280050068
1704.977914_3808.802178,0.201929904,0.246447925,0.058711041,0.128528795,0.364382335,0
1704.977914_3908.802178,0,0,0,0,1,0
1704.977914_4008.802178,0,0,0,0,1,0
1704.977914_4108.802178,0,0,0,0,1,0
1704.977914_4208.802178,0,0.123701718,0,0,0.876298282,0
1804.977914_2708.802178,0,0.720787943,0,0.279212057,0,0
1804.977914_2808.802178,0,0.811622335,0,0.188377665,0,0
1804.977914_2908.802178,0.129342266,0.347735236,0,0.170068081,0.258305668,0.094548749
1804.977914_3008.802178,0.072811203,0.175188652,0,0.287100657,0.137758911,0.327140577
1804.977914_3108.802178,0.26826432,0.241436163,0,0,0,0.490299517
1804.977914_3208.802178,0.262564417,0.176369991,0,0.065462139,0.119694719,0.375908734
1804.977914_3308.802178,0.280377615,0.29432176,0,0,0,0.425300625
1804.977914_3408.802178,0.341834633,0,0,0,0.29539262,0.362772747
1804.977914_3508.802178,0.057731295,0.323501226,0,0.166556556,0.140059421,0.312151503
1804.977914_3608.802178,0.212846654,0.133563756,0,0.131840894,0.209303762,0.312444934
1804.977914_3708.802178,0.165682252,0,0,0,0.55221022,0.282107527
1804.977914_3808.802178,0.453159141,0.071762285,0,0,0,0.475078575
1804.977914_3908.802178,0.204017693,0.262280586,0,0,0.346591676,0.187110045
1804.977914_4008.802178,0,0,0,0.116944818,0.883055182,0
1804.977914_4108.802178,0,0,0,0,1,0
1804.977914_4208.802178,0,0.193879343,0,0,0.806120657,0
1904.977914_2708.802178,0,0.89564903,0,0.10435097,0,0
1904.977914_2808.802178,0,0.278925582,0,0.64384296,0.077231458,0
1904.977914_2908.802178,0,0,0,0.665175652,0.143258657,0.191565691
1904.977914_3008.802178,0.076080295,0.38021857,0,0.260866396,0,0.282834739
1904.977914_3108.802178,0.265092082,0.247386534,0,0,0,0.487521384
1904.977914_3208.802178,0.468070633,0,0,0,0.066679997,0.465249369
1904.977914_3308.802178,0.479404144,0,0,0,0,0.520595856
1904.977914_3408.802178,0.308319149,0.254561047,0,0,0.125411878,0.311707927
1904.977914_3508.802178,0.321874097,0.108943556,0,0.079444915,0.096170915,0.393566517
1904.977914_3608.802178,0.30629118,0.098240872,0,0.156112952,0.144139924,0.295215072
1904.977914_3708.802178,0.398071909,0,0.085400104,0,0,0.516527987
1904.977914_3808.802178,0.423785906,0.20475962,0,0,0,0.371454474
1904.977914_3908.802178,0.350914463,0.155194055,0,0.106764791,0.317385936,0.069740755
1904.977914_4008.802178,0,0.07999391,0,0,0.92000609,0
1904.977914_4108.802178,0,0.180787482,0.055010229,0,0.764202289,0
1904.977914_4208.802178,0,0,0,0,1,0
2004.977914_2708.802178,0,0.901070578,0,0.098929422,0,0
2004.977914_2808.802178,0,0.676204912,0.147589583,0.088330844,0.087874661,0
2004.977914_2908.802178,0,0.642949403,0.143120188,0.158004032,0,0.055926376
2004.977914_3008.802178,0.060707037,0.592570634,0,0,0.119407367,0.227314961
2004.977914_3108.802178,0.174137224,0.178126396,0,0,0.240143355,0.407593025
2004.977914_3208.802178,0.282749523,0.086584096,0.058489664,0,0,0.572176717
2004.977914_3308.802178,0.336057593,0,0.096620811,0,0.113673826,0.45364777
2004.977914_3408.802178,0.142132941,0.166826221,0.138934334,0,0.235139635,0.316966869
2004.977914_3508.802178,0.102316261,0.333662804,0,0.112601134,0.267642291,0.18377751
2004.977914_3608.802178,0.120249764,0.412648977,0,0.231579237,0.082388613,0.153133409
2004.977914_3708.802178,0.240160364,0,0,0.152109929,0.311885354,0.295844353
2004.977914_3808.802178,0.215049216,0.272942334,0,0,0.348469758,0.163538692
2004.977914_3908.802178,0.068207094,0,0.136228666,0,0.717625798,0.077938442
2004.977914_4008.802178,0,0.198820192,0,0,0.801179808,0
2004.977914_4108.802178,0,0.098273465,0,0,0.901726535,0
2004.977914_4208.802178,0,0,0,0,1,0
2104.977914_2708.802178,0,0.752430809,0,0.247569191,0,0
2104.977914_2808.802178,0.079514172,0.103131492,0,0,0.727554626,0.089799709
2104.977914_2908.802178,0.075519104,0.169464151,0.135388843,0,0.47321723,0.146410672
2104.977914_3008.802178,0.32494963,0.217900182,0,0,0.2088291,0.248321088
2104.977914_3108.802178,0.249883518,0,0.15560233,0,0.188554491,0.405959662
2104.977914_3208.802178,0.114586164,0,0,0.135119222,0.526915199,0.223379415
2104.977914_3308.802178,0.16124253,0.233201065,0,0,0.219690592,0.385865813
2104.977914_3408.802178,0.563706349,0,0,0,0.145559904,0.290733746
2104.977914_3508.802178,0.177150596,0.227471629,0,0.096053062,0.159484918,0.339839795
2104.977914_3608.802178,0.190954352,0.273069637,0,0,0.219762949,0.316213062
2104.977914_3708.802178,0.159869041,0.437141382,0,0,0.108955867,0.294033709
2104.977914_3808.802178,0.155332895,0.316829724,0,0,0.356548984,0.171288396
2104.977914_3908.802178,0.082620598,0,0,0,0.865718631,0.051660771
2104.977914_4008.802178,0,0.155541409,0,0.087030018,0.757428573,0
2104.977914_4108.802178,0,0.126368907,0,0,0.873631093,0
2104.977914_4208.802178,0,0.225046334,0,0,0.774953666,0
2204.977914_2708.802178,0,0.592013198,0.094726141,0.31326066,0,0
2204.977914_2808.802178,0.219972745,0,0,0,0.43833482,0.341692436
2204.977914_2908.802178,0,0.49508604,0,0.32863889,0,0.17627507
2204.977914_3008.802178,0.090467674,0.226592082,0,0.265516234,0.126292298,0.291131712
2204.977914_3108.802178,0,0.457822424,0,0,0.316263125,0.22591445
2204.977914_3208.802178,0.062767282,0.282618676,0,0.11744189,0.310429029,0.226743123
2204.977914_3308.802178,0.093709454,0.210230399,0,0,0.4905259,0.205534247
2204.977914_3408.802178,0.128098363,0.099352215,0,0.26533372,0.303220203,0.203995499
2204.977914_3508.802178,0.166635569,0.140010118,0,0.297577711,0.093101411,0.302675191
2204.977914_3608.802178,0.268715032,0.124681289,0.183280217,0,0.073220479,0.350102983
2204.977914_3708.802178,0.179856568,0.107671635,0.083930615,0,0.388070345,0.240470836
2204.977914_3808.802178,0.213221811,0.131890453,0,0,0.465576818,0.189310917
2204.977914_3908.802178,0,0,0.055989776,0,0.944010224,0
2204.977914_4008.802178,0,0,0,0.065766467,0.934233533,0
2204.977914_4108.802178,0,0.100932738,0,0,0.899067262,0
2204.977914_4208.802178,0,0,0,0,1,0
2304.977914_2708.802178,0,0.701093342,0.101782997,0.197123661,0,0
2304.977914_2808.802178,0.051509674,0.275466758,0,0.401216267,0.218016485,0.053790816
2304.977914_2908.802178,0,0.420689748,0.16772185,0.188297365,0.101172845,0.122118193
2304.977914_3008.802178,0.093857203,0.308721229,0,0.070126763,0.449195567,0.078099239
2304.977914_3108.802178,0.054170333,0.945829667,0,0,0,0
2304.977914_3208.802178,0.072962489,0.262525391,0.078426815,0,0.586085305,0
2304.977914_3308.802178,0.073566749,0.178319349,0.066615196,0.115849701,0.439632042,0.126016962
2304.977914_3408.802178,0.070551292,0.49895065,0.10319228,0,0.116247906,0.211057872
2304.977914_3508.802178,0.209894998,0.159162095,0,0,0.258433611,0.372509296
2304.977914_3608.802178,0.153454145,0.160368924,0,0.148149639,0.124832527,0.413194764
2304.977914_3708.802178,0.187883879,0.273531558,0,0.180757932,0.060600657,0.297225974
2304.977914_3808.802178,0.451225962,0,0,0.473370772,0,0.075403265
2304.977914_3908.802178,0,0.06397669,0,0,0.93602331,0
2304.977914_4008.802178,0,0,0,0.066714832,0.933285168,0
2304.977914_4108.802178,0,0,0,0,1,0
2304.977914_4208.802178,0,0.056592283,0,0,0.943407717,0
2404.977914_2708.802178,0,0,0.069554063,0.610837898,0.319608038,0
2404.977914_2808.802178,0,0.253012459,0.45205255,0,0.294934992,0
2404.977914_2908.802178,0,0,0,0.862972425,0,0.137027575
2404.977914_3008.802178,0.12772713,0,0,0.074977566,0.67891839,0.118376915
2404.977914_3108.802178,0,0,0,0,0.760827346,0.239172654
2404.977914_3208.802178,0,0,0,0.406417816,0.404935297,0.188646888
2404.977914_3308.802178,0.091196923,0.580591768,0,0,0.21274355,0.11546776
2404.977914_3408.802178,0.118513401,0,0,0,0.454721963,0.426764636
2404.977914_3508.802178,0,0,0,0.375583493,0.278436602,0.345979905
2404.977914_3608.802178,0.170615498,0.270653983,0,0.191670141,0.246197259,0.120863119
2404.977914_3708.802178,0.351029657,0.108537925,0,0,0.322930166,0.217502252
2404.977914_3808.802178,0.62103219,0,0,0,0.053107603,0.325860207
2404.977914_3908.802178,0,0.077744177,0,0.090631061,0.831624763,0
2404.977914_4008.802178,0,0,0,0,1,0
2404.977914_4108.802178,0,0.096088208,0,0,0.903911792,0
2404.977914_4208.802178,0,0.224078522,0,0,0.775921478,0
2504.977914_2708.802178,0,0,0.505214772,0.224911552,0.269873676,0
2504.977914_2808.802178,0,0.466106181,0,0,0.439920118,0.0939737
2504.977914_2908.802178,0.054313959,0.11263061,0,0.05858279,0.675883637,0.098589004
2504.977914_3008.802178,0.090608042,0.307618798,0,0,0.489254494,0.112518666
