,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD,res_ss
-1549.304398_298.3304889,0.128931719,0.185980388,0.129570999,0.226655406,0.195121651,0.133739838,0
-1549.304398_398.3304889,0.155416756,0.202649625,0.164103575,0.190853771,0.144474259,0.142502013,0
-1549.304398_498.3304889,0.20380996,0.20860235,0.10645631,0.141595421,0.214528179,0.125007781,0
-1549.304398_598.3304889,0.163435,0.182695649,0.157925818,0.222174501,0.159539345,0.114229686,0
-1549.304398_698.3304889,0.072444935,0.002664264,0.014449957,0.038361807,0.264747602,0.607331435,0
-1549.304398_798.3304889,0.114339238,0.02636524,0.03580615,0.070771068,0.154023333,0.598694971,0
-1549.304398_898.3304889,0.076696478,0.065547163,0.017762625,0.0298818,0.120458689,0.689653246,0
-1549.304398_98.3304889,0.184742934,0.137431518,0.085724554,0.106151889,0.254429444,0.231519662,0
-1649.304398_-1.66951110000002,0.136175141,0.15556371,0.165534977,0.212863796,0.150154291,0.179708085,0
-1649.304398_-101.6695111,0.178399578,0.128447697,0.126484884,0.207873588,0.183270767,0.175523485,0
-1649.304398_-201.6695111,0.215631645,0.033732461,0.089922995,0.11689657,0.202853915,0.340962415,0
-1649.304398_-301.6695111,0.173188635,0.219924609,0.083164858,0.158999601,0.169181831,0.195540465,0
-1649.304398_-401.6695111,0.140824549,0.229915874,0.160678426,0.231799108,0.168555033,0.068227009,0
-1649.304398_-501.6695111,0.104096967,0.200917275,0.07601899,0.113803987,0.332383743,0.172779038,0
-1649.304398_-601.6695111,0.349803897,0.073342878,0.109691695,0.137658068,0.149090053,0.180413409,0
-1649.304398_198.3304889,0.187321788,0.093761736,0.119341785,0.200429121,0.185195762,0.213949808,0
-1649.304398_298.3304889,0.212077209,0.179007427,0.107329468,0.195752953,0.206246415,0.099586527,0
-1649.304398_398.3304889,0.166073793,0.152355193,0.142464544,0.19812016,0.227646904,0.113339404,0
-1649.304398_498.3304889,0.257152693,0.198582917,0.119581451,0.180049437,0.199796786,0.044836716,0
-1649.304398_598.3304889,0.217114379,0.188195667,0.135439871,0.147482389,0.157680912,0.154086782,0
-1649.304398_698.3304889,0.098164209,0.089253054,0.031262347,0.040913042,0.147926284,0.592481064,0
-1649.304398_798.3304889,0.087093234,0.043919797,0.00628112,0.046076134,0.287742401,0.528887315,0
-1649.304398_898.3304889,0.051521692,0,0.014444544,0.043166133,0.267976543,0.622891089,1.53E-34
-1649.304398_98.3304889,0.282634797,0.052748429,0.066041817,0.102179009,0.222014043,0.274381906,0
-1749.304398_-1.66951110000002,0.193397981,0.160300399,0.196093596,0.178331997,0.126473219,0.145402808,0
-1749.304398_-101.6695111,0.183901845,0.119211342,0.158435094,0.225485888,0.082656491,0.23030934,0
-1749.304398_-201.6695111,0.234297186,0.131144877,0.084100766,0.170299352,0.135456441,0.244701378,0
-1749.304398_-301.6695111,0.177688813,0.069837597,0.119998146,0.144437916,0.337271614,0.150765914,0
-1749.304398_-401.6695111,0.118084352,0.086163167,0.102484228,0.147314569,0.262287941,0.283665743,0
-1749.304398_-501.6695111,0.140743396,0.184684701,0.13214148,0.223846094,0.147003426,0.171580903,0
-1749.304398_-601.6695111,0.312750968,0.275880273,0.052154064,0.062786886,0.151314269,0.14511354,0
-1749.304398_198.3304889,0.275168564,0.23662311,0.10477809,0.096870109,0.192983251,0.093576875,0
-1749.304398_298.3304889,0.245777104,0.092789379,0.107380364,0.195765246,0.212633998,0.145653909,0
-1749.304398_398.3304889,0.216394478,0.182987011,0.136178373,0.198365011,0.1512998,0.114775327,0
-1749.304398_498.3304889,0.163674321,0.270650702,0.096971814,0.197509059,0.141134263,0.130059841,0
-1749.304398_598.3304889,0.337435087,0.105722345,0.065907613,0.099889877,0.217482186,0.173562892,0
-1749.304398_698.3304889,0.084782962,0.027991556,0.007693653,0.034552818,0.236911035,0.608067976,0
-1749.304398_798.3304889,0.030320022,4.67E-18,0.023330707,0.008923033,0.071621781,0.865804457,0
-1749.304398_898.3304889,0.042889497,0.040188947,0.006221663,0.036732798,0.056408787,0.817558308,0
-1749.304398_98.3304889,0.130617609,0.12979214,0.195952779,0.224005983,0.133173565,0.186457924,0
-1849.304398_-1.66951110000002,0.130804213,0.164884456,0.149322592,0.15647108,0.137505158,0.261012501,0
-1849.304398_-101.6695111,0.259554635,0.097454342,0.140744982,0.169398131,0.213071164,0.119776747,0
-1849.304398_-201.6695111,0.270796494,0.198291802,0.122753454,0.129682489,0.152421252,0.126054508,0
-1849.304398_-301.6695111,0.222610487,0.078498553,0.144375581,0.157990812,0.212358327,0.184166241,0
-1849.304398_-401.6695111,0.181727559,0.049664338,0.103129928,0.173546391,0.317997674,0.173934109,0
-1849.304398_-501.6695111,0.251382904,0.188261075,0.106325944,0.18238974,0.115984992,0.155655345,0
-1849.304398_-601.6695111,0.432760836,0.114707997,0.106514923,0.05000155,0.228199554,0.067815142,0
-1849.304398_198.3304889,0.161655813,0.172648436,0.158022461,0.179749042,0.18326986,0.144654389,0
-1849.304398_298.3304889,0.163093207,0.229536356,0.138616264,0.271152272,0.109012143,0.088589758,0
-1849.304398_398.3304889,0.125544476,0.240784159,0.157671321,0.168295326,0.170551258,0.13715346,0
-1849.304398_498.3304889,0.193883565,0.207301575,0.094784151,0.203775052,0.169093675,0.131161982,0
-1849.304398_598.3304889,0.196604483,0.228143313,0.142990029,0.167972011,0.116381256,0.147908909,0
-1849.304398_698.3304889,0.120158059,0.068370435,0.033009177,0.029853578,0.053748407,0.694860343,0
-1849.304398_798.3304889,0.110362894,0.074051122,0.036274967,0.031059767,0.090692587,0.657558662,0
-1849.304398_898.3304889,0.106461432,0.185500701,0.012176462,0.036697046,0.173405532,0.485758826,0
-1849.304398_98.3304889,0.197076302,0.148771358,0.134057848,0.15265095,0.199831236,0.167612306,0
-1949.304398_-1.66951110000002,0.283127604,0.338300902,0.184062223,0.174078158,8.65E-18,0.020431113,0
-1949.304398_-101.6695111,0.2833894,0.111729817,0.217302992,0.200324708,0.054982555,0.132270527,0
-1949.304398_-201.6695111,0.297341485,0.247559099,0.088620745,0.080504606,0.229704801,0.056269263,0
-1949.304398_-301.6695111,0.278993793,0.162242965,0.097373779,0.171152342,0.194849665,0.095387456,0
-1949.304398_-401.6695111,0.313381324,0.170103165,0.119885734,0.168721198,0.164725766,0.063182813,0
-1949.304398_-501.6695111,0.403195344,0.11796085,0.109675031,0.118796991,0.223429189,0.026942595,0
-1949.304398_-601.6695111,0.350483745,0.228260328,0.054752776,0.066146134,0.193545731,0.106811286,0
-1949.304398_198.3304889,0.244493399,0.11091663,0.184653046,0.190947445,0.064732791,0.204256689,0
-1949.304398_298.3304889,0.143225103,0.218122944,0.176506964,0.19142025,0.087812541,0.182912198,0
-1949.304398_398.3304889,0.149165027,0.234043409,0.157911983,0.250673634,0.108767575,0.099438372,0
-1949.304398_498.3304889,0.250815598,0.207949276,0.161912513,0.191699272,0.067212301,0.120411041,0
-1949.304398_598.3304889,0.232141955,0.202408878,0.085796249,0.164410075,0.192528318,0.122714526,0
-1949.304398_698.3304889,0.119624917,0.050751217,0.017492063,0.027190103,0.191809636,0.593132065,0
-1949.304398_798.3304889,0.107344999,0.022332397,0.013448511,0.030599249,0.158009499,0.668265344,0
-1949.304398_898.3304889,0.167241189,0.066164216,0.004599154,0.028652027,0.169081039,0.564262375,0
-1949.304398_98.3304889,0.207467096,0.298479451,0.114408722,0.156192854,0.12733154,0.096120335,0
-2049.304398_-1.66951110000002,0.299137433,0.100957638,0.189174995,0.177753839,0.144479909,0.088496186,0
-2049.304398_-101.6695111,0.354822348,0.080195611,0.13354216,0.188520637,0.145516633,0.097402612,0
-2049.304398_-201.6695111,0.210648728,0.083194702,0.165793659,0.216663167,0.101763571,0.221936173,0
-2049.304398_-301.6695111,0.259851599,0.120307841,0.104905516,0.15895268,0.248468415,0.107513949,0
-2049.304398_-401.6695111,0.249084453,0.232306794,0.103344447,0.087913949,0.318408867,0.00894149,0
-2049.304398_-501.6695111,0.429887365,0.257651397,0.060047435,0.020905328,0.050846139,0.180662336,0
-2049.304398_-601.6695111,0.048812607,0.434338158,0.040674406,0.075443846,0.216400478,0.184330506,0
-2049.304398_198.3304889,0.249114805,0.230968381,0.160984744,0.195272749,0.060549934,0.103109386,0
-2049.304398_298.3304889,0.25625744,0.153913208,0.174622432,0.183034849,0.114467304,0.117704767,0
-2049.304398_398.3304889,0.250271794,0.167387799,0.11385293,0.152922804,0.199237187,0.116327485,0
-2049.304398_498.3304889,0.212360777,0.124597485,0.154847586,0.209029891,0.138239707,0.160924554,0
-2049.304398_598.3304889,0.291097927,0.146862554,0.077943084,0.124506766,0.267835993,0.091753675,0
-2049.304398_698.3304889,0.090959878,0.033274413,0.03872835,0.061065776,0.165019799,0.610951784,0
-2049.304398_798.3304889,0.031764196,0.088017596,0.025323655,0.049574316,0.089599629,0.715720608,0
-2049.304398_898.3304889,0.073825021,0.075928899,0.01819377,0.030476756,0.031682554,0.769893,0
-2049.304398_98.3304889,0.23091968,0.110311936,0.143885429,0.120066424,0.152010845,0.242805687,0
-2149.304398_-1.66951110000002,0.205697895,0.059638525,0.125204037,0.169426744,0.337907348,0.102125451,0
-2149.304398_-101.6695111,0.17763136,0.093147225,0.093894502,0.139224402,0.41695123,0.079151281,0
-2149.304398_-201.6695111,0.209822156,0.070432802,0.152048838,0.144288817,0.314226375,0.109181012,0
-2149.304398_-301.6695111,0.318394433,0.077936784,0.141124554,0.142185165,0.197603847,0.122755218,0
-2149.304398_-401.6695111,0.460649358,0.170351222,0.124820781,0.101910342,0.107454494,0.034813803,0
-2149.304398_-501.6695111,0.44598334,0.286896389,0.042333974,0.024871582,0.128473606,0.07144111,0
-2149.304398_-601.6695111,0.050970555,0.529336235,0.048607956,0.11970295,0.117846241,0.133536063,0
-2149.304398_198.3304889,0.24087633,0.094820897,0.157062974,0.169341852,0.264745223,0.073152724,0
-2149.304398_298.3304889,0.231471016,0.069990531,0.115083126,0.174294636,0.295674591,0.113486101,0
-2149.304398_398.3304889,0.230046051,0.134663575,0.172744925,0.16234422,0.205132917,0.095068313,0
-2149.304398_498.3304889,0.184667203,0.102220121,0.122237802,0.203424757,0.275961401,0.111488716,0
-2149.304398_598.3304889,0.202217509,0.050269691,0.138012366,0.196205105,0.279237333,0.134057996,0
-2149.304398_698.3304889,0.212096047,0.027826779,0.033984046,0.047266168,0.171174367,0.507652593,0
-2149.304398_798.3304889,0.066338884,0.188399624,0.007377315,0.018922884,0.163638806,0.555322487,0
-2149.304398_898.3304889,0.071915304,0.0750608,0.018529559,0.044810839,0.207951977,0.581731522,0
-2149.304398_98.3304889,0.233241341,0.26861618,0.057976906,0.134458891,0.241268634,0.064438049,0
-2249.304398_-1.66951110000002,0.270309226,0.199881178,0.105650958,0.120810632,0.211165778,0.092182227,0
-2249.304398_-101.6695111,0.227540346,0.07044826,0.192723135,0.194552805,0.196994481,0.117740974,0
-2249.304398_-201.6695111,0.225070239,0.07950825,0.192024676,0.217228358,0.184531836,0.101636641,0
-2249.304398_-301.6695111,0.313661721,0.081515072,0.127947966,0.110963855,0.300890389,0.065020997,0
-2249.304398_-401.6695111,0.320130365,0.147011197,0.085529909,0.101641581,0.239007717,0.106679231,0
-2249.304398_-501.6695111,0.634384488,0.139950221,0.044845312,0.006919237,0.111849343,0.062051399,0
-2249.304398_-601.6695111,0.054538468,0.599917941,0.013149355,0.047907099,0.218421755,0.066065383,0
-2249.304398_198.3304889,0.260541789,0.133775876,0.119835939,0.140269676,0.187892684,0.157684035,0
-2249.304398_298.3304889,0.262621381,0.075747134,0.081546527,0.136340817,0.262202319,0.181541821,0
-2249.304398_398.3304889,0.201384246,0.376088988,0.066271522,0.100531702,0.208667516,0.047056027,0
-2249.304398_498.3304889,0.290974516,0.141540021,0.128382449,0.154606083,0.146135113,0.138361818,0
-2249.304398_598.3304889,0.304409607,0.206483544,0.110131775,0.124772541,0.191515602,0.062686931,0
-2249.304398_698.3304889,0.175270234,0.027364817,0.013313318,0.064801408,0.186064205,0.533186018,0
-2249.304398_798.3304889,0.109485995,0.069491351,0.021652339,0.060088029,0.171377911,0.567904375,0
-2249.304398_898.3304889,0.059178225,0.011504488,0.017446697,0.024607855,0.216984045,0.670278689,0
-2249.304398_98.3304889,0.264352859,0.10697544,0.139158264,0.172817995,0.190722689,0.125972753,0
-2349.304398_-1.66951110000002,0.277232529,0.174313065,0.205632916,0.202771864,0.088744802,0.051304824,0
-2349.304398_-101.6695111,0.227724648,0.205855337,0.121195772,0.131935079,0.193561715,0.119727448,0
-2349.304398_-201.6695111,0.180739258,0.193476933,0.173249288,0.134729652,0.10818407,0.209620798,0
-2349.304398_-301.6695111,0.336261093,0.091309922,0.194448565,0.225072119,0.056168859,0.096739442,0
-2349.304398_-401.6695111,0.362596767,0.117466507,0.089207067,0.106215617,0.234277017,0.090237025,0
-2349.304398_-501.6695111,0.491947092,0.217176575,0.040363552,0.025378036,0.198832309,0.026302436,0
-2349.304398_-601.6695111,0.049134302,0.599552956,0.047171943,0.062119033,0.209353957,0.03266781,0
-2349.304398_198.3304889,0.219826958,0.145188268,0.10597114,0.161664534,0.197834343,0.169514758,0
-2349.304398_298.3304889,0.173159939,0.124342553,0.126013507,0.170557519,0.15633446,0.249592023,0
-2349.304398_398.3304889,0.236407137,0.238989156,0.136941559,0.194251907,0.035937778,0.157472462,0
-2349.304398_498.3304889,0.221564809,0.186537649,0.140010837,0.19083046,0.085996923,0.175059322,0
-2349.304398_598.3304889,0.258028505,0.211353165,0.106699767,0.150349818,0.122652163,0.150916583,0
-2349.304398_698.3304889,0.125635954,0.125784117,0.035281016,0.041959483,0.14656826,0.52477117,0
-2349.304398_798.3304889,0.069264587,0.00159275,0.005220018,0.036893016,0.237296302,0.649733328,0
-2349.304398_898.3304889,0.103475602,0.066825336,0.017884548,0.0436218,0.172909841,0.595282873,0
-2349.304398_98.3304889,0.258958872,0.252392531,0.134379652,0.14129043,0.118282219,0.094696296,0
-2449.304398_-1.66951110000002,0.212707874,0.191476199,0.156340419,0.238603129,0.073948182,0.126924197,0
-2449.304398_-101.6695111,0.287416287,0.156214976,0.170892757,0.1545822,0.150408614,0.080485165,0
-2449.304398_-201.6695111,0.270099172,0.266185661,0.052271294,0.094975404,0.182199391,0.134269078,0
-2449.304398_-301.6695111,0.227405939,0.094925997,0.158720693,0.161807007,0.139286316,0.217854047,0
-2449.304398_-401.6695111,0.268461438,0.245966804,0.151147249,0.128212196,0.163165918,0.043046396,0
-2449.304398_-501.6695111,0.2318977,0.15217753,0.133692065,0.240420064,0.149004887,0.092807753,0
-2449.304398_-601.6695111,0.340565951,0.420413052,0.043369914,0.022898602,0.103152646,0.069599835,0
-2449.304398_198.3304889,0.246450581,0.19009757,0.15799027,0.184778801,0.117801104,0.102881674,0
-2449.304398_298.3304889,0.202073419,0.089715608,0.171064562,0.235546518,0.077603684,0.22399621,0
-2449.304398_398.3304889,0.205880407,0.172972084,0.150463621,0.236787203,0.140844238,0.093052448,0
-2449.304398_498.3304889,0.178919249,0.231494856,0.174113844,0.221875986,0.108851836,0.08474423,0
-2449.304398_598.3304889,0.278340228,0.109014533,0.153223288,0.190940759,0.159018584,0.109462608,0
-2449.304398_698.3304889,0.151292556,0.029630454,0.035605388,0.051268497,0.190529213,0.541673892,0
-2449.304398_798.3304889,0.034400465,0.149441766,0.004871366,0.033831464,0.194781512,0.582673426,0
-2449.304398_898.3304889,0.05204919,0.11781718,0.030689672,0.043924631,0.135941925,0.619577402,0
-2449.304398_98.3304889,0.176461879,0.137119899,0.183394244,0.202352165,0.111293035,0.189378778,0
-2549.304398_-1.66951110000002,0.156970992,0.132994772,0.205328263,0.235960829,0.073582638,0.195162507,0
-2549.304398_-101.6695111,0.285999399,0.128943298,0.187060294,0.18310608,0.072865065,0.142025864,0
-2549.304398_-201.6695111,0.262259738,0.184315848,0.135586027,0.136425568,0.102281019,0.1791318,0
-2549.304398_-301.6695111,0.283452166,0.138169144,0.178102639,0.171957699,0.120444054,0.107874299,0
-2549.304398_-401.6695111,0.267547435,0.116855769,0.154119013,0.119130343,0.273074539,0.069272901,0
-2549.304398_-501.6695111,0.14483758,0.212439277,0.083987596,0.105525876,0.243985714,0.209223957,0
-2549.304398_-601.6695111,0.328387073,0.204835147,0.063386876,0.049470291,0.184980325,0.168940288,0
-2549.304398_198.3304889,0.22222174,0.194410936,0.106936027,0.202283149,0.13479664,0.139351509,0
-2549.304398_298.3304889,0.190560802,0.132490374,0.124172894,0.224595792,0.166787048,0.16139309,0
-2549.304398_398.3304889,0.140722384,0.230750099,0.106664311,0.189166649,0.13227459,0.200421966,0
-2549.304398_498.3304889,0.186883458,0.209881692,0.105983049,0.226252748,0.191376464,0.079622588,0
-2549.304398_598.3304889,0.208059911,0.30043088,0.115878145,0.13449449,0.188485118,0.052651455,0
-2549.304398_698.3304889,0.133208915,0.033540642,0.025491693,0.041714835,0.104069712,0.661974203,0
-2549.304398_798.3304889,0.195375521,0.039584211,0.013441682,0.02999411,0.177437629,0.544166847,0
-2549.304398_898.3304889,0.054627885,6.33E-127,0.064901058,0.081767969,0.21658807,0.582115018,0
-2549.304398_98.3304889,0.117913168,0.183759227,0.140350287,0.180462452,0.050952906,0.326561959,0
-2649.304398_-1.66951110000002,0.167761894,0.087489692,0.156978096,0.207043381,0.10692278,0.273804157,0
-2649.304398_-101.6695111,0.239406581,0.140255828,0.16351497,0.168288947,0.090914891,0.197618783,0
-2649.304398_-201.6695111,0.269626328,0.13441734,0.078907632,0.081130756,0.276005875,0.159912069,0
-2649.304398_-301.6695111,0.176701345,0.031293595,0.052131918,0.068409046,0.34130927,0.330154826,0
-2649.304398_-401.6695111,0.114450259,0.112037109,0.1154244,0.261376312,0.243542942,0.153168978,0
-2649.304398_-501.6695111,0.072184511,0.122786114,0.169036981,0.254825921,0.179735563,0.20143091,0
-2649.304398_-601.6695111,0.361431778,0.27162005,0.079887554,0.072429449,0.193996121,0.020635049,0
-2649.304398_198.3304889,0.105684176,0.153836066,0.091966929,0.192609323,0.14584299,0.310060516,0
-2649.304398_298.3304889,0.117844861,0.119637144,0.082338594,0.190562015,0.190049428,0.299567958,0
-2649.304398_398.3304889,0.142532511,0.126849103,0.098410388,0.187416639,0.171064804,0.273726556,0
-2649.304398_498.3304889,0.259300384,0.348128094,0.061054023,0.141551816,0.144602032,0.045363652,0
-2649.304398_598.3304889,0.336368355,0.241453258,0.076389176,0.13565888,0.181251957,0.028878374,0
-2649.304398_698.3304889,0.049612383,6.31E-18,0.03523799,0.048481695,0.11790056,0.748767372,0
-2649.304398_798.3304889,0.116379055,0.047372079,0.013232287,0.025440549,0.235920178,0.561655853,0
-2649.304398_898.3304889,0.058292575,0.053476266,0.002340497,0.066538808,0.28092213,0.538429723,0
-2649.304398_98.3304889,0.181638219,0.151269304,0.118045368,0.162102617,0.170591979,0.216352513,0
-2749.304398_-1.66951110000002,0.172335024,0.209149568,0.185023224,0.247933184,0.158787283,0.026771717,0
-2749.304398_-101.6695111,0.419254545,0.111423005,0.14036727,0.082440112,0.200131781,0.046383288,0
-2749.304398_-201.6695111,0.273368586,0.059676401,0.090736126,0.132688095,0.124672469,0.318858323,0
-2749.304398_-301.6695111,0.143614142,0.222941887,0.093837336,0.105485854,0.166568915,0.267551867,0
-2749.304398_-401.6695111,0.06843124,0.135419734,0.135355128,0.244932373,0.31946397,0.096397555,0
-2749.304398_-501.6695111,0.104717595,0.108187725,0.090338256,0.186827324,0.325801948,0.184127152,0
-2749.304398_-601.6695111,0.164943836,0.252402878,0.05335833,0.174915357,0.16503849,0.189341109,0
-2749.304398_198.3304889,0.221524063,0.039419917,0.16526915,0.102298066,0.30902059,0.162468215,0
-2749.304398_298.3304889,0.221231389,0.108411738,0.108793294,0.19345182,0.230328584,0.137783176,0
-2749.304398_398.3304889,0.143367725,0.260221115,0.146236171,0.277658037,0.071661429,0.100855523,0
-2749.304398_498.3304889,0.222192398,0.234863889,0.116157621,0.146166088,0.13896316,0.141656844,0
-2749.304398_598.3304889,0.236784799,0.074654648,0.186859841,0.142699428,0.157235068,0.201766217,0
-2749.304398_698.3304889,0.144027263,0.025871388,0.022722709,0.048676701,0.110356719,0.64834522,0
-2749.304398_798.3304889,0.042085406,0.004753477,0.020099493,0.039751206,0.161810104,0.731500314,0
-2749.304398_898.3304889,0.057325987,0.0183845,0.008741377,0.047717376,0.196309609,0.67152115,0
-2749.304398_98.3304889,0.180641494,0.124814236,0.122684858,0.156490263,0.23390676,0.181462388,0
-2849.304398_-1.66951110000002,0.148933207,0.359192414,0.120372396,0.132385021,0.102064826,0.137052136,0
-2849.304398_-101.6695111,0.19282448,0.133008563,0.120414492,0.142123683,0.101637264,0.309991518,0
-2849.304398_-201.6695111,0.083789934,0.213773262,0.108831597,0.175458724,0.140631073,0.277515409,0
-2849.304398_-301.6695111,0.20865222,0.109644992,0.093224744,0.218111051,0.205394182,0.164972811,0
-2849.304398_-401.6695111,0.179176857,0.246507734,0.084325506,0.143101148,0.294197233,0.052691522,0
-2849.304398_-501.6695111,0.17997361,0.169802845,0.098729555,0.223440451,0.258984369,0.069069171,0
-2849.304398_-601.6695111,0.29662684,0.254645296,0.066636257,0.151746587,0.187316919,0.0430281,0
-2849.304398_198.3304889,0.142813334,0.452404272,0.055529215,0.171044629,0.073148292,0.105060258,0
-2849.304398_298.3304889,0.159707626,0.183080808,0.134560423,0.230078926,0.206666676,0.085905541,0
-2849.304398_398.3304889,0.297676391,0.124377269,0.139640326,0.181579066,0.187193164,0.069533783,0
-2849.304398_498.3304889,0.236303206,0.119865641,0.151954166,0.203847294,0.165938878,0.122090816,0
-2849.304398_598.3304889,0.190547662,0.114820168,0.262175405,0.279717657,0.0742915,0.078447607,0
-2849.304398_698.3304889,0.074224269,0.010607634,0.009114233,0.041569982,0.172629853,0.691854028,0
-2849.304398_798.3304889,0.143673866,0.034510326,0.033746787,0.043854202,0.100888277,0.643326542,0
-2849.304398_898.3304889,0.06972458,0.046168266,0.016039211,0.03765315,0.109188432,0.721226361,0
-2849.304398_98.3304889,0.163916271,0.14242605,0.114117958,0.191511691,0.17566705,0.21236098,0
-2949.304398_-1.66951110000002,0.097630564,0.151185072,0.123083221,0.182705608,0.139092614,0.306302922,0
-2949.304398_-101.6695111,0.179897465,0.082063621,0.096217929,0.127736719,0.157607901,0.356476366,0
-2949.304398_-201.6695111,0.201698011,0.210216558,0.058242022,0.119412842,0.216494072,0.193936495,0
-2949.304398_-301.6695111,0.246006584,0.083795443,0.066369598,0.091512404,0.167164522,0.345151448,0
-2949.304398_-401.6695111,0.184981605,0.18913174,0.165788793,0.21669825,0.241338894,0.002060718,0
-2949.304398_-501.6695111,0.252991824,0.161533661,0.103942931,0.241716748,0.187552207,0.052262629,0
-2949.304398_-601.6695111,0.123390907,0.160233571,0.149048792,0.147472045,0.258275802,0.161578883,0
-2949.304398_198.3304889,0.290634198,0.15840225,0.11893738,0.177778963,0.125379407,0.128867802,0
-2949.304398_298.3304889,0.195705987,0.234205867,0.119448544,0.163238321,0.233257333,0.054143948,0
-2949.304398_398.3304889,0.159055505,0.180459607,0.111638996,0.202881333,0.20499081,0.140973749,0
-2949.304398_498.3304889,0.226131195,0.241211274,0.149274189,0.172323117,0.115395392,0.095664834,0
-2949.304398_598.3304889,0.139155612,0.112027265,0.182444944,0.232776046,0.075707104,0.257889028,0
-2949.304398_698.3304889,0.043566058,0.06734714,0.009942858,0.039977399,0.113212308,0.725954237,0
-2949.304398_798.3304889,0.092572182,0.076396832,0.020665599,0.037986241,0.092236983,0.680142163,0
-2949.304398_898.3304889,0.121831903,0.019360191,0.020575572,0.035571015,0.138260104,0.664401215,0
-2949.304398_98.3304889,0.161344291,0.101048153,0.078420409,0.15369673,0.169613961,0.335876456,0
1104.977914_2708.802178,0.06482348,0.144959859,0.151675155,0.275257769,0.321455378,0.04182836,0
1104.977914_2808.802178,0.115477221,0.214261021,0.079566476,0.211262467,0.209752462,0.169680352,0
1104.977914_2908.802178,0.222496504,0.185728569,0.049775446,0.142395442,0.292148163,0.107455875,0
1104.977914_3008.802178,0.169070293,0.090937838,0.072655005,0.126326052,0.321902157,0.219108654,0
1104.977914_3108.802178,0.211183401,0.069725241,0.044092899,0.095223695,0.384219795,0.195554968,0
1104.977914_3208.802178,0.249001193,0.167746825,0.148732996,0.174863481,0.179789086,0.07986642,0
1104.977914_3308.802178,0.257897866,0.087875111,0.132212534,0.194108044,0.22816543,0.099741016,0
1104.977914_3408.802178,0.161302143,0.223584372,0.11424428,0.203657559,0.252303476,0.04490817,0
1104.977914_3508.802178,0.180754561,0.325354043,0.122252475,0.210483759,0.095407288,0.065747873,0
1104.977914_3608.802178,0.173457388,0.141412621,0.150754041,0.202995693,0.272244162,0.059136096,0
1104.977914_3708.802178,0.229661011,0.181845075,0.197729817,0.202231895,0.156098948,0.032433254,0
1104.977914_3808.802178,0.058375655,0.044388442,0.01266111,0.031019267,0.133474572,0.720080955,0
1104.977914_3908.802178,0.159126061,0.03606769,0.047972964,0.051927338,0.177399054,0.527506893,0
1104.977914_4008.802178,0.041176415,0.046260238,0.016023144,0.028265288,0.197739224,0.670535691,0
1104.977914_4108.802178,0.1511801,0.132638601,0.139120576,0.116088129,0.241359677,0.219612916,0
1104.977914_4208.802178,0.14255828,0.18226518,0.198872316,0.238430717,0.110512065,0.127361443,0
1204.977914_2708.802178,0.123370157,0.219605927,0.078506783,0.23301002,0.214577278,0.130929834,0
1204.977914_2808.802178,0.172889773,0.223975701,0.091839707,0.122043725,0.23678462,0.152466474,0
1204.977914_2908.802178,0.202024787,0.241373371,0.059953353,0.12295504,0.246594409,0.12709904,0
1204.977914_3008.802178,0.163402213,0.186517757,0.110211974,0.267543338,0.114821517,0.157503202,0
1204.977914_3108.802178,0.139113394,0.203054109,0.093121108,0.09611221,0.26790397,0.200695209,0
1204.977914_3208.802178,0.164820646,0.146221169,0.175158196,0.230059139,0.071013731,0.212727119,0
1204.977914_3308.802178,0.11381161,0.120792673,0.129151746,0.214945174,0.196566246,0.224732551,0
1204.977914_3408.802178,0.294342167,0.200533549,0.114926589,0.197238867,0.17483876,0.018120067,0
1204.977914_3508.802178,0.201130956,0.133040832,0.088586591,0.163677165,0.274425924,0.139138532,0
1204.977914_3608.802178,0.142627232,0.17160481,0.136323486,0.215258715,0.278163617,0.05602214,0
1204.977914_3708.802178,0.163192216,0.114343346,0.183915101,0.20205128,0.264795157,0.0717029,0
1204.977914_3808.802178,0.086714497,0.063884698,0.007107296,0.03014265,0.219343459,0.5928074,0
1204.977914_3908.802178,0.054089676,0.008290163,0.011972391,0.034914283,0.150152584,0.740580902,0
1204.977914_4008.802178,0.139454142,0.115753394,0.031830428,0.043962298,0.128968819,0.540030919,0
1204.977914_4108.802178,0.153297279,0.067387465,0.037276538,0.025203322,0.173589544,0.543245852,0
1204.977914_4208.802178,0.162911752,0.143739243,0.128489884,0.189494147,0.130911035,0.24445394,0
1304.977914_2708.802178,0.162831291,0.253127457,0.073233537,0.13005783,0.20148441,0.179265476,0
1304.977914_2808.802178,0.084660626,0.235859513,0.130609132,0.239104224,0.234655341,0.075111165,0
1304.977914_2908.802178,0.143136831,0.118784559,0.111568032,0.154471203,0.172028215,0.30001116,0
1304.977914_3008.802178,0.171868223,0.161805514,0.09031104,0.152014002,0.227554223,0.196446998,0
1304.977914_3108.802178,0.211462173,0.214558508,0.085735428,0.134494244,0.163943446,0.189806201,0
1304.977914_3208.802178,0.198428796,0.203581617,0.100567188,0.145414432,0.165700115,0.186307852,0
1304.977914_3308.802178,0.187207951,0.106426163,0.104671753,0.153262874,0.258111424,0.190319834,0
