,Astrocyte,Endothelial,Inhibitory,Microglia,OD,Excitatory,Others_cellf
-1849.304398_398.3304889,0.002632049,0.022299021,2.67E-05,0.011844866,0.16439272,0.39008287,0.40872177
-1849.304398_498.3304889,0.003171818,0.023569444,2.26E-05,0.012189983,0.20353079,0.35561192,0.40190348
-1849.304398_598.3304889,0.004342249,0.026374346,1.92E-05,0.011183833,0.17317958,0.4304018,0.35449886
-1849.304398_698.3304889,0.43179116,0.049153972,0.000260756,0.007056689,0.26707733,0.049463876,0.1951963
-1849.304398_798.3304889,0.2878729,0.02330908,0.000131042,0.000739224,0.2767288,0.19973801,0.21148093
-1849.304398_898.3304889,0.26029027,0.12171958,0.000210227,0.009706,0.28554058,0.06761699,0.25491643
-1849.304398_98.3304889,0.002900602,0.01662377,2.09E-05,0.008674721,0.17630146,0.3922635,0.4032151
-1949.304398_-1.66951110000002,0.016322091,0.076472975,3.66E-05,0.006576135,0.1421052,0.42003387,0.3384531
-1949.304398_-101.6695111,0.004926245,0.003837672,3.83E-05,0.002496178,0.06591156,0.5568232,0.3659668
-1949.304398_-201.6695111,0.15976587,0.11661882,1.59E-05,0.01043937,0.09303024,0.328991,0.2911387
-1949.304398_-301.6695111,0.010327369,0.015353851,1.79E-05,0.003407376,0.12264838,0.4233682,0.424877
-1949.304398_-401.6695111,0.007504053,0.029088378,1.18E-05,0.009855062,0.10270768,0.5314283,0.31940472
-1949.304398_-501.6695111,0.008945799,0.001867543,8.32E-05,0.005971782,0.120281816,0.51629174,0.34655812
-1949.304398_-601.6695111,0.378524,0.08590462,3.40E-05,0.024287784,0.10950075,0.2518978,0.14985105
-1949.304398_198.3304889,0.004278357,0.005190709,7.37E-05,0.002459792,0.1255685,0.5038335,0.35859537
-1949.304398_298.3304889,0.003687393,0.013435379,5.22E-05,0.006930485,0.103966676,0.46282706,0.4091009
-1949.304398_398.3304889,0.00124939,0.019561822,1.55E-05,0.010102471,0.111616485,0.437001,0.42045337
-1949.304398_498.3304889,0.004767062,0.019131139,1.39E-05,0.009259038,0.075488396,0.5665382,0.3248023
-1949.304398_598.3304889,0.004926891,0.020237928,3.26E-05,0.014473368,0.15970993,0.40132734,0.39929205
-1949.304398_698.3304889,0.22823256,0.07541202,0.0001888,0.006367888,0.34454143,0.12713836,0.21811894
-1949.304398_798.3304889,0.33834457,0.054696824,0.000290053,0.003296628,0.2999541,0.04179767,0.26162016
-1949.304398_898.3304889,0.43909243,0.054525703,0.000323497,0.005755104,0.23644727,0.060940184,0.20291577
-1949.304398_98.3304889,0.005086522,0.042239696,2.17E-05,0.005783441,0.2127956,0.29121983,0.44285327
-2049.304398_-1.66951110000002,0.00794711,0.001469304,3.64E-05,0.001179133,0.06546856,0.59381515,0.33008438
-2049.304398_-101.6695111,0.007907729,0.009194679,1.50E-05,0.005495958,0.10913212,0.4249781,0.44327638
-2049.304398_-201.6695111,0.001688673,0.002697504,4.73E-05,0.001133093,0.1346217,0.47434708,0.38546467
-2049.304398_-301.6695111,0.002253097,0.008982056,1.54E-05,0.007400433,0.167267,0.4064396,0.40764248
-2049.304398_-401.6695111,0.1304124,0.11893787,1.11E-05,0.014705231,0.09084689,0.37797192,0.26711455
-2049.304398_-501.6695111,0.5807591,0.12081147,2.48E-05,0.025709389,0.061201636,0.0651035,0.14639015
-2049.304398_-601.6695111,0.011079043,0.11432505,4.82E-06,0.0647964,0.20710458,0.24201956,0.3606705
-2049.304398_198.3304889,0.002885806,0.026028717,1.15E-05,0.012707938,0.11218034,0.47885063,0.367335
-2049.304398_298.3304889,0.001704398,0.003222686,1.06E-05,0.001333252,0.082622506,0.6059069,0.30519968
-2049.304398_398.3304889,0.002969767,0.020586286,2.00E-05,0.009698684,0.18062988,0.37428272,0.4118126
-2049.304398_498.3304889,0.001815914,0.004063342,2.68E-05,0.001878581,0.12274215,0.56357807,0.30589524
-2049.304398_598.3304889,0.009857925,0.024085212,2.51E-05,0.010309447,0.19397222,0.3423216,0.41942844
-2049.304398_698.3304889,0.027813226,0.016561484,0.000228802,0.011456972,0.399144,0.25889543,0.28590015
-2049.304398_798.3304889,0.12523085,0.075906195,0.000857876,0.007316381,0.39778572,0.075544074,0.31735888
-2049.304398_898.3304889,0.06945387,0.009448186,0.000222465,0.010076181,0.42298767,0.18428284,0.30352885
-2049.304398_98.3304889,0.009560998,0.014255014,3.45E-05,0.004204676,0.18664972,0.41079193,0.37450317
-2149.304398_-1.66951110000002,0.010429514,0.006221985,5.00E-05,0.004326372,0.07897753,0.51902217,0.38097242
-2149.304398_-101.6695111,0.014909077,0.03450985,3.42E-05,0.008238648,0.10295374,0.4340741,0.40528038
-2149.304398_-201.6695111,0.020386443,0.015257437,3.74E-05,0.002600971,0.07301045,0.5169357,0.37177154
-2149.304398_-301.6695111,0.002786385,0.005928668,1.38E-05,0.004042056,0.13046895,0.47382152,0.38293865
-2149.304398_-401.6695111,0.11239416,0.09608555,9.74E-05,0.009390407,0.16218272,0.29567066,0.32417905
-2149.304398_-501.6695111,0.2268994,0.15413898,9.05E-06,0.029648414,0.14102143,0.18000862,0.26827413
-2149.304398_-601.6695111,0.0480532,0.105456315,0.000184765,0.04264922,0.20807548,0.29002124,0.3055598
-2149.304398_198.3304889,0.009254652,0.014834974,3.31E-05,0.004709751,0.07719234,0.5314254,0.36254972
-2149.304398_298.3304889,0.008763532,0.010904661,3.02E-05,0.003944685,0.16289055,0.3908114,0.42265496
-2149.304398_398.3304889,0.002420767,0.013530513,8.45E-06,0.00726126,0.10887333,0.52664614,0.34125954
-2149.304398_498.3304889,0.001580818,0.011540187,1.23E-05,0.009205669,0.11675271,0.4827109,0.37819758
-2149.304398_598.3304889,0.001348012,0.00507508,1.11E-05,0.003159527,0.13679378,0.4911132,0.3624994
-2149.304398_698.3304889,0.15428817,0.009259484,0.000260923,0.009778051,0.3599116,0.16895594,0.29754582
-2149.304398_798.3304889,0.3148466,0.12634364,0.000138605,0.01838227,0.24731284,0.08810372,0.20487237
-2149.304398_898.3304889,0.1085713,0.046297308,0.000873621,0.025735533,0.37387827,0.12669505,0.3179489
-2149.304398_98.3304889,0.005904336,0.052103173,1.77E-05,0.013929271,0.23800482,0.2611678,0.42887297
-2249.304398_-1.66951110000002,0.027903356,0.039201237,3.13E-05,0.007077823,0.11367172,0.4420032,0.37011138
-2249.304398_-101.6695111,0.008441651,0.004515587,4.52E-05,0.002305614,0.052774172,0.56591797,0.36599982
-2249.304398_-201.6695111,0.007803427,0.004567753,4.29E-05,0.002720672,0.08517263,0.5119997,0.3876929
-2249.304398_-301.6695111,0.009829292,0.019422496,1.10E-05,0.005688609,0.14917067,0.39056996,0.4253081
-2249.304398_-401.6695111,0.08119863,0.079932034,2.72E-05,0.007915796,0.06995547,0.44557855,0.31539226
-2249.304398_-501.6695111,0.48871368,0.072002985,1.95E-05,0.008339249,0.109652475,0.14684106,0.17443119
-2249.304398_-601.6695111,0.019228255,0.12985563,1.44E-05,0.16203822,0.22236814,0.124910966,0.34158438
-2249.304398_198.3304889,0.015554346,0.009308,5.54E-05,0.006068085,0.16934972,0.43310007,0.36656436
-2249.304398_298.3304889,0.003333504,0.008642876,3.48E-05,0.001730787,0.16834037,0.4711463,0.34677142
-2249.304398_398.3304889,0.34187672,0.13179342,0.000112932,0.004407007,0.068305306,0.20015489,0.25334975
-2249.304398_498.3304889,0.008957307,0.02582412,2.62E-05,0.003985216,0.18736035,0.42896852,0.34487826
-2249.304398_598.3304889,0.008531278,0.048983887,1.14E-05,0.005304876,0.104790896,0.5260113,0.3063664
-2249.304398_698.3304889,0.15889518,0.018861705,0.000162297,0.010776125,0.4174325,0.11328216,0.28059003
-2249.304398_798.3304889,0.22270502,0.057639964,0.000272195,0.014684761,0.29423442,0.1728058,0.23765785
-2249.304398_898.3304889,0.18108237,0.029471915,0.000127894,0.007490884,0.40419096,0.09570628,0.28192967
-2249.304398_98.3304889,0.002003035,0.005323417,2.24E-05,0.003663834,0.1465374,0.44064865,0.4018013
-2349.304398_-1.66951110000002,0.002712108,0.01807615,1.09E-05,0.006058889,0.07378102,0.5528429,0.34651798
-2349.304398_-101.6695111,0.00427186,0.04211671,1.11E-05,0.00769741,0.23077706,0.29290506,0.42222077
-2349.304398_-201.6695111,0.001583502,0.018595938,9.38E-06,0.008725789,0.2017868,0.37471104,0.3945876
-2349.304398_-301.6695111,0.002379441,0.00488538,7.63E-06,0.004814348,0.09256463,0.5654901,0.32985848
-2349.304398_-401.6695111,0.010497635,0.02083645,2.86E-05,0.016602706,0.16354604,0.38568556,0.40280312
-2349.304398_-501.6695111,0.3786535,0.15202825,4.76E-05,0.049048048,0.10424567,0.10681343,0.20916347
-2349.304398_-601.6695111,0.040411394,0.18111394,2.01E-05,0.14408661,0.090024814,0.18653233,0.35781077
-2349.304398_198.3304889,0.016480282,0.03996565,9.04E-05,0.004606379,0.2420346,0.33711767,0.3597051
-2349.304398_298.3304889,0.005773567,0.002829242,9.08E-05,0.008245502,0.1617057,0.38799313,0.43336213
-2349.304398_398.3304889,0.039794464,0.04830216,7.32E-05,0.005116503,0.10744912,0.44009468,0.3591698
-2349.304398_498.3304889,0.001661858,0.008505116,2.19E-05,0.008187873,0.1582299,0.41889012,0.4045033
-2349.304398_598.3304889,0.006515066,0.02746299,2.90E-05,0.004306842,0.19641401,0.41405094,0.35122114
-2349.304398_698.3304889,0.12647192,0.10873804,0.000493162,0.014424693,0.32265055,0.15779278,0.26942882
-2349.304398_798.3304889,0.18857804,0.03861005,0.000280449,0.005900254,0.3853824,0.10327672,0.2779721
-2349.304398_898.3304889,0.16932634,0.07945243,0.000288065,0.032200184,0.3614533,0.10259514,0.25468454
-2349.304398_98.3304889,0.005693093,0.031330734,1.77E-05,0.010746883,0.13725565,0.4625191,0.3524368
-2449.304398_-1.66951110000002,0.004017479,0.013951764,2.96E-05,0.005934536,0.108091995,0.47334307,0.39463156
-2449.304398_-101.6695111,0.023823911,0.019901546,3.83E-05,0.004298835,0.094614185,0.48126557,0.3760576
-2449.304398_-201.6695111,0.050047047,0.072289616,0.000395202,0.0478695,0.23461375,0.17882182,0.41596308
-2449.304398_-301.6695111,0.001962286,0.003245046,2.03E-05,0.002131564,0.119029485,0.5269102,0.3467011
-2449.304398_-401.6695111,0.006307475,0.035715908,1.46E-05,0.008040501,0.15281615,0.46597242,0.33113298
-2449.304398_-501.6695111,0.010426023,0.02163909,4.55E-05,0.01891241,0.10455988,0.41902173,0.42539534
-2449.304398_-601.6695111,0.31015617,0.20482376,2.12E-05,0.005354308,0.13517666,0.1550356,0.18943223
-2449.304398_198.3304889,0.006825714,0.021863362,2.21E-05,0.005986502,0.11786909,0.44086415,0.4065691
-2449.304398_298.3304889,0.001374119,0.004084333,5.40E-05,0.003524634,0.11500669,0.54832494,0.32763126
-2449.304398_398.3304889,0.007957647,0.02872502,4.08E-05,0.017375125,0.12098767,0.39147383,0.43343982
-2449.304398_498.3304889,0.002306434,0.016982302,5.08E-05,0.006195069,0.08584139,0.4719928,0.4166312
-2449.304398_598.3304889,0.006834853,0.003559845,1.94E-05,0.001687767,0.100876465,0.6327255,0.2542961
-2449.304398_698.3304889,0.14310476,0.022494763,9.93E-05,0.004511412,0.34673694,0.23315118,0.24990167
-2449.304398_798.3304889,0.076489635,0.22962652,2.78E-05,0.005161384,0.33772218,0.03632308,0.31464943
-2449.304398_898.3304889,0.09787816,0.09289771,0.00015772,0.015497843,0.3661812,0.13683645,0.29055086
-2449.304398_98.3304889,0.002993587,0.004519065,0.000137476,0.003507195,0.14340414,0.47085565,0.37458283
-2549.304398_-1.66951110000002,0.002919134,0.00797797,4.62E-05,0.007336163,0.12257571,0.5227751,0.33636975
-2549.304398_-101.6695111,0.002168043,0.003563607,2.70E-05,0.003089171,0.105543904,0.5539831,0.3316252
-2549.304398_-201.6695111,0.003686533,0.02042742,3.33E-05,0.014136155,0.20989934,0.35396543,0.39785182
-2549.304398_-301.6695111,0.002313221,0.01262999,1.03E-05,0.00401171,0.1768589,0.44241467,0.36176115
-2549.304398_-401.6695111,0.007094917,0.016520478,3.08E-05,0.010057954,0.14833286,0.4709245,0.3470385
-2549.304398_-501.6695111,0.014263049,0.06380497,0.00026214,0.013246307,0.23875812,0.28325862,0.38640675
-2549.304398_-601.6695111,0.25627258,0.09748193,7.98E-05,0.02362841,0.24686119,0.10616506,0.26951107
-2549.304398_198.3304889,0.00382985,0.017198345,3.77E-05,0.008690609,0.17476095,0.39162356,0.40385902
-2549.304398_298.3304889,0.002401159,0.012115443,3.20E-05,0.008217632,0.16573997,0.3625293,0.44896454
-2549.304398_398.3304889,0.001308618,0.008443226,4.09E-05,0.011063237,0.1827966,0.39184454,0.40450296
-2549.304398_498.3304889,0.027007284,0.044100046,9.19E-05,0.011414256,0.13661523,0.38380864,0.39696264
-2549.304398_598.3304889,0.010159393,0.055943873,1.71E-05,0.009323801,0.13325055,0.5050988,0.28620645
-2549.304398_698.3304889,0.30089998,0.017369254,0.000165337,0.007688724,0.2985027,0.10799579,0.2673782
-2549.304398_798.3304889,0.43115932,0.020639708,0.00012988,0.000740901,0.22934343,0.13940842,0.17857838
-2549.304398_898.3304889,0.046715043,0.018421846,0.001049152,0.005580903,0.43087128,0.20475018,0.2926117
-2549.304398_98.3304889,0.006493224,0.015354794,0.000275026,0.005601586,0.18656854,0.36762524,0.41808158
-2649.304398_-1.66951110000002,0.003230887,0.004773658,0.000132286,0.003522605,0.156336,0.46470544,0.36729908
-2649.304398_-101.6695111,0.003423703,0.018920273,1.94E-05,0.005583804,0.18183343,0.38701192,0.4032075
-2649.304398_-201.6695111,0.024041992,0.06029567,7.51E-05,0.013116315,0.2525238,0.25448975,0.3954574
-2649.304398_-301.6695111,0.025063707,0.004491058,3.76E-05,0.009506279,0.40603486,0.17822747,0.37663898
-2649.304398_-401.6695111,0.00287428,0.009750582,0.000160543,0.00229063,0.1701957,0.44464642,0.3700818
-2649.304398_-501.6695111,0.00124597,0.006913304,0.00013612,0.002543796,0.1370141,0.5263464,0.32580036
-2649.304398_-601.6695111,0.3285915,0.14478824,0.000107086,0.026534865,0.08259475,0.17093997,0.24644367
-2649.304398_198.3304889,0.002202204,0.012134226,0.000100813,0.00566509,0.20037766,0.37120232,0.40831771
-2649.304398_298.3304889,0.001315507,0.009703793,5.04E-05,0.008320708,0.2365918,0.30685136,0.43716633
-2649.304398_398.3304889,0.00164646,0.014749,2.98E-05,0.01276847,0.2884301,0.1568647,0.52551144
-2649.304398_498.3304889,0.010687535,0.06318643,2.51E-05,0.012094381,0.20981662,0.3139999,0.39019004
-2649.304398_598.3304889,0.006458089,0.029747326,1.91E-05,0.011309778,0.16262457,0.41282216,0.37701896
-2649.304398_698.3304889,0.027001575,0.004945426,8.50E-05,0.007155657,0.4493324,0.23885672,0.27262318
-2649.304398_798.3304889,0.41738892,0.075593084,0.000213373,0.003706721,0.2646394,0.04817941,0.19027911
-2649.304398_898.3304889,0.06678629,0.021404967,0.000437672,0.01142627,0.37892243,0.20424306,0.31677935
-2649.304398_98.3304889,0.011319158,0.013605437,0.000207919,0.00667314,0.25109744,0.2854891,0.4316078
-2749.304398_-1.66951110000002,0.002695818,0.009596502,2.49E-05,0.010067345,0.08240185,0.53884506,0.35636857
-2749.304398_-101.6695111,0.21336752,0.000862079,0.000267806,0.006629913,0.118193105,0.38194236,0.2787372
-2749.304398_-201.6695111,0.005747569,0.000858862,0.000287106,0.000816852,0.18273993,0.4315992,0.37795046
-2749.304398_-301.6695111,0.009043287,0.03127194,5.56E-05,0.01519283,0.21622555,0.34105098,0.38715982
-2749.304398_-401.6695111,0.007329742,0.003357115,0.001052748,0.005609814,0.13468148,0.46808723,0.37988177
-2749.304398_-501.6695111,0.014448457,0.038046148,0.000443871,0.012360415,0.21982117,0.35601112,0.35886872
-2749.304398_-601.6695111,0.19135535,0.11317813,0.001484552,0.010291062,0.27266315,0.083473414,0.32755432
-2749.304398_198.3304889,0.010498282,0.001733851,0.00017114,0.002227698,0.14142437,0.5591472,0.28479746
-2749.304398_298.3304889,0.017027773,0.002917668,0.000251476,0.003989409,0.15178701,0.4964138,0.32761288
-2749.304398_398.3304889,0.002018593,0.017525086,3.20E-05,0.011796154,0.093500674,0.43331245,0.44181496
-2749.304398_498.3304889,0.004414783,0.02423211,2.31E-05,0.014329622,0.19020143,0.4383206,0.32847834
-2749.304398_598.3304889,0.002793336,0.001580546,7.20E-05,0.001599154,0.11620966,0.61497724,0.262768
-2749.304398_698.3304889,0.20981278,0.03856836,0.000276324,0.004559661,0.3365856,0.14643827,0.263759
-2749.304398_798.3304889,0.030781612,0.012914147,0.000117386,0.012446106,0.49035582,0.12973574,0.32364917
-2749.304398_898.3304889,0.27540538,0.011794386,0.000210761,0.002840448,0.35647365,0.08835624,0.26491916
-2749.304398_98.3304889,0.003621672,0.010130685,0.000129099,0.007457276,0.17260407,0.41143063,0.39462662
-2849.304398_-1.66951110000002,0.00951877,0.05169315,0.000125667,0.013770137,0.189137,0.3567016,0.37905368
-2849.304398_-101.6695111,0.004381659,0.004350733,6.96E-05,0.005573895,0.16549386,0.43391347,0.38621685
-2849.304398_-201.6695111,0.002501186,0.026943166,8.55E-05,0.005575931,0.27336448,0.2565846,0.43494508
-2849.304398_-301.6695111,0.003448813,0.003777589,0.000114362,0.001713579,0.14863497,0.48341122,0.35889947
-2849.304398_-401.6695111,0.035940215,0.09283449,0.000252498,0.023746504,0.18300006,0.30731526,0.35691097
-2849.304398_-501.6695111,0.031752203,0.033384055,0.00030148,0.01651975,0.19701461,0.32637957,0.39464837
-2849.304398_-601.6695111,0.18106346,0.14520773,0.000261351,0.020546498,0.08494889,0.34384897,0.2241231
-2849.304398_198.3304889,0.007296891,0.04326929,6.90E-05,0.018345276,0.2539905,0.21015573,0.46687326
-2849.304398_298.3304889,0.019836154,0.021685066,0.000197513,0.005787601,0.14817055,0.39181104,0.41251206
-2849.304398_398.3304889,0.008400628,0.018739924,1.42E-05,0.008975242,0.10334383,0.49298915,0.36753708
-2849.304398_498.3304889,0.001884228,0.002505643,1.75E-05,0.001559676,0.11133598,0.5648151,0.31788188
-2849.304398_598.3304889,0.000942516,0.002979797,2.14E-05,0.002832166,0.085897565,0.659351,0.24797545
-2849.304398_698.3304889,0.2076505,0.03756532,9.50E-05,0.017759105,0.3735654,0.087925576,0.27543905
-2849.304398_798.3304889,0.1911207,0.009150866,0.000172882,0.005186351,0.32451117,0.1951078,0.27475026
-2849.304398_898.3304889,0.17465423,0.07240477,0.000268942,0.011411237,0.36998358,0.10130178,0.26997548
-2849.304398_98.3304889,0.004296486,0.017519247,3.67E-05,0.009396012,0.20053282,0.3254676,0.4427512
-2949.304398_-1.66951110000002,0.002219743,0.014933443,7.65E-05,0.006084248,0.2123229,0.3872711,0.37709206
-2949.304398_-101.6695111,0.008411609,0.008610385,0.000133836,0.004245893,0.24382104,0.31686437,0.41791296
-2949.304398_-201.6695111,0.008142073,0.03549116,5.42E-05,0.006169892,0.20962088,0.34005073,0.4004711
-2949.304398_-301.6695111,0.19525237,0.026072782,0.00059906,0.00315544,0.26239246,0.26155874,0.25096917
-2949.304398_-401.6695111,0.027902652,0.007628455,0.000144074,0.007229368,0.13083881,0.49926254,0.32699406
-2949.304398_-501.6695111,0.050907213,0.007422291,0.00036568,0.015405805,0.17813805,0.38137844,0.36638254
-2949.304398_-601.6695111,0.005559656,0.023359261,4.24E-05,0.015887825,0.21039198,0.3499984,0.39476052
-2949.304398_198.3304889,0.002487094,0.016248114,1.60E-05,0.012794157,0.16316457,0.4080239,0.39726624
-2949.304398_298.3304889,0.007083158,0.037018288,2.11E-05,0.029129682,0.1359707,0.36518797,0.4255891
-2949.304398_398.3304889,0.005688908,0.01895021,7.70E-05,0.004415747,0.19734463,0.3687037,0.40481976
-2949.304398_498.3304889,0.012078729,0.026392447,6.13E-05,0.0072868,0.16502464,0.45788905,0.33126712
-2949.304398_598.3304889,0.002783737,0.00417245,4.37E-05,0.004759475,0.076666765,0.6225469,0.28902698
-2949.304398_698.3304889,0.03706004,0.011160952,0.000415326,0.011435086,0.5300125,0.077878185,0.33203796
-2949.304398_798.3304889,0.23897015,0.049419165,0.000425399,0.010099294,0.33004722,0.056532014,0.31450674
-2949.304398_898.3304889,0.17019072,0.02738163,0.000131459,0.012952247,0.4006674,0.11165929,0.27701727
-2949.304398_98.3304889,0.004194559,0.021184906,5.59E-05,0.004864627,0.2824517,0.24588498,0.44136328
1104.977914_2708.802178,0.003558596,0.013081446,0.000148323,0.008529073,0.13587716,0.43272752,0.40607786
1104.977914_2808.802178,0.011244391,0.044819213,0.000286358,0.031959448,0.26611266,0.23871197,0.40686592
1104.977914_2908.802178,0.06461126,0.0659103,0.000471191,0.018904155,0.2443922,0.28098446,0.3247264
1104.977914_3008.802178,0.03182195,0.045376893,0.00052016,0.004496702,0.2643926,0.27697432,0.37641734
1104.977914_3108.802178,0.022934508,0.008277566,4.58E-05,0.014751974,0.18194316,0.40395516,0.3680918
1104.977914_3208.802178,0.004003873,0.006464116,2.47E-05,0.007003808,0.11908619,0.47608384,0.38733354
1104.977914_3308.802178,0.008396352,0.004992179,7.50E-05,0.010136556,0.112229854,0.45137843,0.4127916
1104.977914_3408.802178,0.07410896,0.063481495,0.000396025,0.022514587,0.08384993,0.4418722,0.3137768
1104.977914_3508.802178,0.003121257,0.033668194,2.04E-05,0.00697897,0.11871185,0.4335933,0.40390602
1104.977914_3608.802178,0.014920892,0.020837907,0.000173732,0.005030265,0.11789787,0.5068386,0.33430073
1104.977914_3708.802178,0.003053644,0.014531951,4.66E-05,0.010097133,0.11104619,0.529684,0.3315405
1104.977914_3808.802178,0.18491808,0.08460798,0.000164958,0.010506744,0.32643437,0.15917742,0.23419045
1104.977914_3908.802178,0.25493076,0.042082876,0.000232244,0.011903553,0.3160751,0.14301439,0.23176108
1104.977914_4008.802178,0.05178039,0.050245535,0.000175735,0.007229369,0.46873862,0.12437434,0.297456
1104.977914_4108.802178,0.033556346,0.028579876,0.000369467,0.02037021,0.2619189,0.382607,0.27259815
1104.977914_4208.802178,0.000840069,0.00830851,1.67E-05,0.001738242,0.09644876,0.6156428,0.27700496
1204.977914_2708.802178,0.005310327,0.04036764,0.000221686,0.007106399,0.19710028,0.38038084,0.36951286
1204.977914_2808.802178,0.02524292,0.08091351,0.000122542,0.009762613,0.25526127,0.26957205,0.3591251
1204.977914_2908.802178,0.118010886,0.14699575,0.001417339,0.018729884,0.2756707,0.057586476,0.3815889
1204.977914_3008.802178,0.010919529,0.022241602,0.000240641,0.014350367,0.22570857,0.31000802,0.41653126
1204.977914_3108.802178,0.0069307,0.031057537,4.38E-05,0.013200098,0.2149506,0.3592409,0.37457648
1204.977914_3208.802178,0.010813983,0.004120715,0.000315425,0.005137482,0.12785716,0.47409385,0.37766135
1204.977914_3308.802178,0.010701057,0.014312022,0.000329505,0.002774832,0.21811423,0.36355445,0.3902139
1204.977914_3408.802178,0.008539412,0.036916543,6.77E-05,0.00781066,0.13253312,0.41483235,0.39930016
1204.977914_3508.802178,0.036347672,0.035425916,0.000199145,0.017315501,0.21353526,0.2503408,0.44683573
1204.977914_3608.802178,0.019833932,0.031063765,0.000155672,0.010447457,0.08615021,0.44088414,0.41146478
1204.977914_3708.802178,0.001441375,0.001962629,4.42E-05,0.004265015,0.09454978,0.59577805,0.30195892
1204.977914_3808.802178,0.11876153,0.10124984,0.00026024,0.03063405,0.36407572,0.12445421,0.26056442
1204.977914_3908.802178,0.10764641,0.013971536,0.000335775,0.012986255,0.48380232,0.07281378,0.30844396
1204.977914_4008.802178,0.36237785,0.07504477,0.000306661,0.007105809,0.25353667,0.12703188,0.17459625
1204.977914_4108.802178,0.31093767,0.06611927,0.000257243,0.015032553,0.25612235,0.1779797,0.17355119
1204.977914_4208.802178,0.00222939,0.012794178,2.56E-05,0.01619786,0.17902398,0.39122266,0.3985063
1304.977914_2708.802178,0.014346071,0.059482884,0.000251039,0.013592691,0.24449071,0.305129,0.36270759
1304.977914_2808.802178,0.016250258,0.04834813,0.000312,0.011379832,0.22260539,0.31648225,0.38462213
1304.977914_2908.802178,0.010353012,0.025895178,0.000249428,0.006297963,0.22606122,0.42347398,0.30766925
1304.977914_3008.802178,0.002905572,0.022708165,6.37E-05,0.006267469,0.20362893,0.36656305,0.39786303
1304.977914_3108.802178,0.006849561,0.037733715,4.18E-05,0.01715128,0.2725386,0.27057996,0.39510497
1304.977914_3208.802178,0.0026666,0.02296139,1.49E-05,0.010836713,0.22594228,0.32878664,0.40879148
1304.977914_3308.802178,0.008768661,0.008125205,5.30E-05,0.006529308,0.18179862,0.44743213,0.3472931
1304.977914_3408.802178,0.011299436,0.042369038,0.000107986,0.007659187,0.17300926,0.3976461,0.3679089
1304.977914_3508.802178,0.005000001,0.029273542,6.11E-05,0.028413692,0.22654837,0.2500424,0.460661
1304.977914_3608.802178,0.002755515,0.019614099,3.72E-05,0.006619542,0.09545229,0.42196998,0.45355135
1304.977914_3708.802178,0.0012526,0.013879824,2.46E-05,0.007417706,0.17799155,0.4470119,0.35242176
1304.977914_3808.802178,0.000802383,0.001065221,0.000184839,0.002905873,0.21111381,0.4286823,0.35524562
1304.977914_3908.802178,0.064086124,0.014719914,0.000383775,0.005501389,0.460374,0.13275039,0.32218438
1304.977914_4008.802178,0.17393678,0.09600184,0.001203622,0.020013362,0.35691842,0.07912985,0.2727961
1304.977914_4108.802178,0.15551817,0.015546353,0.000151438,0.015282947,0.43701628,0.1394031,0.23708177
1304.977914_4208.802178,0.008426019,0.019717678,0.000129203,0.002434893,0.20217507,0.5056299,0.26148716
1404.977914_2708.802178,0.04753918,0.0808409,0.000198687,0.0046453,0.18774274,0.3351882,0.34384498
1404.977914_2808.802178,0.017615305,0.02891004,8.23E-05,0.008155565,0.1716839,0.38841364,0.3851392
1404.977914_2908.802178,0.004949589,0.012884287,0.000140723,0.004591825,0.20352177,0.38426685,0.38964492
1404.977914_3008.802178,0.00800728,0.017408093,0.00023593,0.016187688,0.21093069,0.37726066,0.3699696
1404.977914_3108.802178,0.003226719,0.033737555,3.46E-05,0.013410421,0.24335225,0.30172405,0.4045144
1404.977914_3208.802178,0.006965891,0.024347415,0.000106918,0.010072495,0.16387306,0.4014221,0.39321217
1404.977914_3308.802178,0.012547109,0.031801686,9.89E-05,0.023890503,0.17219222,0.4158131,0.34365648
1404.977914_3408.802178,0.013069791,0.03589166,1.66E-05,0.024766384,0.20754614,0.34116793,0.3775415
1404.977914_3508.802178,0.007838046,0.008317706,0.00016293,0.005418438,0.1302718,0.46485728,0.38313386
1404.977914_3608.802178,0.004740502,0.027757915,1.87E-05,0.009698384,0.15679464,0.3975394,0.40345043
1404.977914_3708.802178,0.005658472,0.016126385,9.91E-05,0.00713731,0.16771708,0.44247523,0.36078647
1404.977914_3808.802178,0.041201442,0.103089765,0.000210379,0.012771491,0.29303756,0.26190892,0.28778043
1404.977914_3908.802178,0.13984458,0.097619995,0.000223162,0.02308247,0.36577794,0.066930175,0.30652165
1404.977914_4008.802178,0.37568137,0.040428143,0.000102508,0.002942874,0.27100945,0.039606832,0.27022883
1404.977914_4108.802178,0.18479322,0.020424774,0.000391864,0.005077669,0.40876514,0.093482375,0.2870649
1404.977914_4208.802178,0.006118367,0.0185214,0.00010505,0.006532042,0.24699591,0.48726523,0.23446204
1504.977914_2708.802178,0.42348483,0.09324405,0.000143684,0.039960537,0.18142238,0.060216155,0.20152836
1504.977914_2808.802178,0.007656811,0.046727583,6.68E-05,0.01367963,0.1863315,0.37230954,0.37322816
1504.977914_2908.802178,0.005881104,0.013864775,9.58E-05,0.006928177,0.21238261,0.4051676,0.35567993
