,OD,Excitatory,Endothelial,Inhibitory,Astrocyte,Microglia
-2249.304398_498.3304889,0.175151725,0.156816941,0.193420601,0.171339881,0.186067749,0.117203103
-2249.304398_598.3304889,0.158711409,0.178012757,0.232437112,0.130439621,0.206022401,0.0943767
-2249.304398_698.3304889,0.20296999,0.126939281,0.07228345,0.167363502,0.222895093,0.207548684
-2249.304398_798.3304889,0.226337612,0.136229116,0.150982077,0.145066275,0.171862422,0.169522499
-2249.304398_898.3304889,0.307305534,0.138275479,0.088920161,0.092008152,0.102693638,0.270797037
-2249.304398_98.3304889,0.184436031,0.174448231,0.155177378,0.184290309,0.207643115,0.094004935
-2349.304398_-1.66951110000002,0.140332205,0.165074857,0.165808974,0.150729455,0.164658488,0.213396022
-2349.304398_-101.6695111,0.165730585,0.152120428,0.217599304,0.147919946,0.188220054,0.128409684
-2349.304398_-201.6695111,0.174739164,0.165958485,0.208581679,0.141623897,0.193252208,0.115844567
-2349.304398_-301.6695111,0.150372266,0.15457312,0.133006097,0.177284807,0.165706387,0.219057323
-2349.304398_-401.6695111,0.172913417,0.160968007,0.132995017,0.155598126,0.172780856,0.204744576
-2349.304398_-501.6695111,0.1686684,0.097798554,0.202439775,0.141663151,0.139217695,0.250212425
-2349.304398_-601.6695111,0.140561052,0.103874132,0.225610887,0.15438608,0.097220871,0.278346979
-2349.304398_198.3304889,0.168465263,0.169118127,0.197110274,0.167324642,0.159781486,0.138200208
-2349.304398_298.3304889,0.173309411,0.176734571,0.115799369,0.15801607,0.178453306,0.197687274
-2349.304398_398.3304889,0.163398268,0.160239263,0.181494535,0.175314473,0.193107455,0.126446006
-2349.304398_498.3304889,0.149347005,0.163674984,0.167195263,0.172568974,0.170641848,0.176571927
-2349.304398_598.3304889,0.189957055,0.162552815,0.218485158,0.163795484,0.218395216,0.046814272
-2349.304398_698.3304889,0.21397093,0.137386547,0.268642605,0.132003052,0.151109016,0.096887851
-2349.304398_798.3304889,0.272520603,0.133256826,0.169812456,0.139659261,0.1450243,0.139726554
-2349.304398_898.3304889,0.255861747,0.156792734,0.180011726,0.079545987,0.025015912,0.302771895
-2349.304398_98.3304889,0.168343933,0.190476418,0.230410085,0.157827118,0.165294222,0.087648223
-2449.304398_-1.66951110000002,0.158653368,0.172393909,0.17157753,0.154090312,0.138810456,0.204474424
-2449.304398_-101.6695111,0.154750091,0.179317005,0.159829741,0.148631811,0.193195227,0.164276125
-2449.304398_-201.6695111,0.160557366,0.093729593,0.201410439,0.160043024,0.130309206,0.253950373
-2449.304398_-301.6695111,0.183902044,0.18972535,0.119221884,0.154740374,0.174572053,0.177838295
-2449.304398_-401.6695111,0.153891527,0.165414148,0.221009037,0.164876561,0.128141199,0.166667528
-2449.304398_-501.6695111,0.15289039,0.146363518,0.125141146,0.149541262,0.131291257,0.294772427
-2449.304398_-601.6695111,0.181275685,0.110940852,0.268511815,0.107268965,0.213959743,0.118042942
-2449.304398_198.3304889,0.179657031,0.185647571,0.201671588,0.194316578,0.188856305,0.049850927
-2449.304398_298.3304889,0.183933409,0.193170578,0.140780751,0.186326316,0.187115911,0.108673035
-2449.304398_398.3304889,0.148495605,0.1675195,0.165868666,0.168040546,0.159662926,0.190412758
-2449.304398_498.3304889,0.150969383,0.184696032,0.15315607,0.182671063,0.190344994,0.138162459
-2449.304398_598.3304889,0.16915042,0.190629897,0.180339048,0.17930885,0.174938413,0.105633372
-2449.304398_698.3304889,0.221213038,0.162649596,0.134304665,0.131109624,0.188219306,0.162503772
-2449.304398_798.3304889,0.278668237,0.102898744,0.252313352,0.115081078,0.090500559,0.16053803
-2449.304398_898.3304889,0.278874512,0.140898746,0.198054325,0.151575456,0.070092404,0.160504557
-2449.304398_98.3304889,0.179102532,0.17127098,0.153346612,0.180140403,0.134112018,0.182027457
-2549.304398_-1.66951110000002,0.171522976,0.195929657,0.144920342,0.195440759,0.153592094,0.138594172
-2549.304398_-101.6695111,0.17063947,0.191318739,0.147563198,0.181843355,0.199001515,0.109633723
-2549.304398_-201.6695111,0.171467733,0.168116784,0.166645388,0.147488197,0.107677032,0.238604866
-2549.304398_-301.6695111,0.167322395,0.161854952,0.169746563,0.172244859,0.172945465,0.155885765
-2549.304398_-401.6695111,0.14866091,0.136154408,0.151783991,0.184362119,0.143190394,0.235848178
-2549.304398_-501.6695111,0.188226401,0.161473382,0.187701368,0.183670727,0.079224474,0.199703648
-2549.304398_-601.6695111,0.175475455,0.099799032,0.19318177,0.132440788,0.188052693,0.211050261
-2549.304398_198.3304889,0.191510421,0.155874865,0.163783195,0.184118749,0.201177213,0.103535557
-2549.304398_298.3304889,0.151091642,0.158839944,0.154916375,0.179397236,0.160725815,0.195028988
-2549.304398_398.3304889,0.17107326,0.167301691,0.141386669,0.180136965,0.158638847,0.181462569
-2549.304398_498.3304889,0.173681564,0.191573458,0.202677905,0.174218269,0.147333315,0.110515489
-2549.304398_598.3304889,0.146705581,0.157321749,0.21212021,0.159020602,0.172304809,0.15252705
-2549.304398_698.3304889,0.280368669,0.155244683,0.136160276,0.116033361,0.156792162,0.155400849
-2549.304398_798.3304889,0.299137265,0.198084532,0.109372399,0.174915079,0.218037151,0.000453573
-2549.304398_898.3304889,0.306865423,0.181234982,0.172636499,0.153278822,0.10702746,0.078956814
-2549.304398_98.3304889,0.175399639,0.169954256,0.13408831,0.177964822,0.15482383,0.187769143
-2649.304398_-1.66951110000002,0.201784186,0.17892576,0.127224807,0.20309277,0.139604266,0.149368211
-2649.304398_-101.6695111,0.194121802,0.196251498,0.208276141,0.151101208,0.131002823,0.119246529
-2649.304398_-201.6695111,0.176099912,0.132515568,0.24772747,0.137350265,0.152047782,0.154259004
-2649.304398_-301.6695111,0.20461059,0.133499598,0.142953263,0.157282372,0.21725467,0.144399506
-2649.304398_-401.6695111,0.206196632,0.192423992,0.153152642,0.228223052,0.17418365,0.045820031
-2649.304398_-501.6695111,0.196665252,0.198598178,0.156007325,0.227485463,0.136706292,0.084537489
-2649.304398_-601.6695111,0.155188046,0.146548971,0.186734785,0.137654291,0.177521198,0.196352709
-2649.304398_198.3304889,0.206525294,0.158043178,0.166779835,0.197620372,0.14468491,0.126346411
-2649.304398_298.3304889,0.188942011,0.155423761,0.176799431,0.179182291,0.162076254,0.137576251
-2649.304398_398.3304889,0.175291335,0.141002771,0.159518791,0.175892848,0.158077297,0.190216958
-2649.304398_498.3304889,0.154130494,0.144513177,0.218713159,0.147755719,0.149641782,0.185245669
-2649.304398_598.3304889,0.159348179,0.145624224,0.18375316,0.16625805,0.219487325,0.125529062
-2649.304398_698.3304889,0.316930111,0.189453007,0.102510652,0.167510426,0.107174417,0.116421388
-2649.304398_798.3304889,0.276097386,0.111577933,0.249995539,0.171762784,0.137417086,0.053149272
-2649.304398_898.3304889,0.23255568,0.130249602,0.182165725,0.184983204,0.10164719,0.168398598
-2649.304398_98.3304889,0.175872396,0.156909692,0.196891174,0.179573967,0.138200802,0.15255197
-2749.304398_-1.66951110000002,0.169769271,0.177906339,0.182699154,0.191066325,0.176817772,0.101741138
-2749.304398_-101.6695111,0.259590156,0.178218595,0.005565818,0.1956308,0.223935028,0.137059604
-2749.304398_-201.6695111,0.238945597,0.179244191,0.070092296,0.196437829,0.279819111,0.035460976
-2749.304398_-301.6695111,0.173760637,0.180755495,0.161148785,0.140087261,0.159554366,0.184693457
-2749.304398_-401.6695111,0.169001045,0.1714583,0.114976725,0.199238709,0.1345791,0.210746121
-2749.304398_-501.6695111,0.205483591,0.168923841,0.200697055,0.200284108,0.142055967,0.082555437
-2749.304398_-601.6695111,0.215996022,0.09421178,0.185666628,0.21037354,0.18124176,0.112510271
-2749.304398_198.3304889,0.19119435,0.161391141,0.065043887,0.17881609,0.210172443,0.193382089
-2749.304398_298.3304889,0.171200369,0.16097859,0.1261004,0.17275398,0.186321531,0.182645129
-2749.304398_398.3304889,0.145309816,0.154689877,0.169023651,0.174534092,0.155599402,0.200843162
-2749.304398_498.3304889,0.162377497,0.19290637,0.172629479,0.116465672,0.110611901,0.245009081
-2749.304398_598.3304889,0.194437167,0.191466743,0.073556953,0.152739156,0.159506916,0.228293065
-2749.304398_698.3304889,0.241397443,0.142030131,0.220029968,0.160594317,0.175153978,0.060794163
-2749.304398_798.3304889,0.239495701,0.143703424,0.172844915,0.127116924,0.101161224,0.215677813
-2749.304398_898.3304889,0.351327571,0.168978781,0.021696217,0.155682331,0.210035858,0.092279242
-2749.304398_98.3304889,0.176289336,0.161792624,0.178611168,0.170995554,0.113766266,0.198545051
-2849.304398_-1.66951110000002,0.208173332,0.162223965,0.225154784,0.197701459,0.132883598,0.073862863
-2849.304398_-101.6695111,0.173505569,0.165836437,0.135932139,0.167500995,0.190459895,0.166764964
-2849.304398_-201.6695111,0.216837919,0.158531627,0.189004567,0.17087271,0.132916094,0.131837083
-2849.304398_-301.6695111,0.166760377,0.179938662,0.151253272,0.184643739,0.154875508,0.162528442
-2849.304398_-401.6695111,0.162590985,0.137673001,0.229370704,0.171011495,0.168809402,0.130544412
-2849.304398_-501.6695111,0.1682531,0.135999131,0.129969883,0.195880363,0.169681695,0.200215828
-2849.304398_-601.6695111,0.154096967,0.16950785,0.270342726,0.168163312,0.134918013,0.102971132
-2849.304398_198.3304889,0.175716297,0.146114199,0.216221873,0.147802248,0.133251491,0.180893893
-2849.304398_298.3304889,0.160834,0.166569217,0.170592993,0.174472466,0.154567366,0.172963958
-2849.304398_398.3304889,0.140534606,0.178761593,0.13949067,0.141078254,0.167288424,0.232846453
-2849.304398_498.3304889,0.166180823,0.19451198,0.129337583,0.163267919,0.170257113,0.176444582
-2849.304398_598.3304889,0.15903833,0.19172609,0.128798742,0.197009884,0.142523547,0.180903406
-2849.304398_698.3304889,0.357363011,0.135767255,0.138956666,0.120091717,0.158317811,0.08950354
-2849.304398_798.3304889,0.209139293,0.136216753,0.099582553,0.120576003,0.158405168,0.27608023
-2849.304398_898.3304889,0.297118652,0.15595475,0.147537128,0.120775791,0.12559013,0.153023548
-2849.304398_98.3304889,0.176829194,0.163437934,0.134716777,0.153590549,0.168380472,0.203045074
-2949.304398_-1.66951110000002,0.192156604,0.166191915,0.186423715,0.180957214,0.116315866,0.157954686
-2949.304398_-101.6695111,0.213886877,0.156747756,0.141522279,0.19796021,0.187802809,0.102080069
-2949.304398_-201.6695111,0.166979438,0.14617101,0.19045583,0.179209276,0.173328107,0.143856339
-2949.304398_-301.6695111,0.208191669,0.16242061,0.129241453,0.137208115,0.213038245,0.149899908
-2949.304398_-401.6695111,0.163323437,0.140200918,0.103857683,0.199020609,0.203982631,0.189614723
-2949.304398_-501.6695111,0.158055284,0.121224544,0.112289729,0.188164263,0.165986435,0.254279745
-2949.304398_-601.6695111,0.186738502,0.150958673,0.14721882,0.195467326,0.166396759,0.15321992
-2949.304398_198.3304889,0.162247313,0.160194327,0.155587174,0.159942215,0.14751385,0.214515121
-2949.304398_298.3304889,0.127347964,0.150401108,0.182985789,0.127198975,0.161532632,0.250533533
-2949.304398_398.3304889,0.155568517,0.161423512,0.189848023,0.16959487,0.141850528,0.181714549
-2949.304398_498.3304889,0.149653717,0.157096883,0.14428164,0.171446417,0.147189632,0.230331711
-2949.304398_598.3304889,0.160829013,0.167592649,0.093786728,0.199324949,0.153276291,0.22519037
-2949.304398_698.3304889,0.315328129,0.152119969,0.142736888,0.183754436,0.082305168,0.123755409
-2949.304398_798.3304889,0.244558058,0.130258823,0.107003189,0.14543404,0.180326722,0.192419168
-2949.304398_898.3304889,0.235558041,0.160060882,0.137961702,0.073786736,0.136028803,0.256603837
-2949.304398_98.3304889,0.202904957,0.155367093,0.181114637,0.155263313,0.177293395,0.128056605
1104.977914_2708.802178,0.159441234,0.180089926,0.153001013,0.228374209,0.144098605,0.134995012
1104.977914_2808.802178,0.178518366,0.128769753,0.191873904,0.204763228,0.157334041,0.138740708
1104.977914_2908.802178,0.179716678,0.140422784,0.170193737,0.192422716,0.132509742,0.184734342
1104.977914_3008.802178,0.212330371,0.141954839,0.191290457,0.204098169,0.186705484,0.06362068
1104.977914_3108.802178,0.187234429,0.144569649,0.074122442,0.160376825,0.20994485,0.223751805
1104.977914_3208.802178,0.15890249,0.133781267,0.153629806,0.141549214,0.181555676,0.230581547
1104.977914_3308.802178,0.164222536,0.148464388,0.082101874,0.160339239,0.171490608,0.273381356
1104.977914_3408.802178,0.140705025,0.158250783,0.187513271,0.163194376,0.153141376,0.197195168
1104.977914_3508.802178,0.153167616,0.165521404,0.208247001,0.172540108,0.159216325,0.141307545
1104.977914_3608.802178,0.160172983,0.185354854,0.18033225,0.172579747,0.124406856,0.177153309
1104.977914_3708.802178,0.159892887,0.178724206,0.163487325,0.215284727,0.13605465,0.146556205
1104.977914_3808.802178,0.253286493,0.142825877,0.231982672,0.10632545,0.064033394,0.201546113
1104.977914_3908.802178,0.250602967,0.156249463,0.125915667,0.178380103,0.181595782,0.107256018
1104.977914_4008.802178,0.296419268,0.156266573,0.17339919,0.135421609,0.088783276,0.149710085
1104.977914_4108.802178,0.169184027,0.16677428,0.145063232,0.147565213,0.118635911,0.252777337
1104.977914_4208.802178,0.162295403,0.198874343,0.193468196,0.194553925,0.132827883,0.11798025
1204.977914_2708.802178,0.200610689,0.149173553,0.247751579,0.234179544,0.114557737,0.053726899
1204.977914_2808.802178,0.189390391,0.141800638,0.228231879,0.167880538,0.188003375,0.084693179
1204.977914_2908.802178,0.201794784,0.145782301,0.202462006,0.233237812,0.157001383,0.059721713
1204.977914_3008.802178,0.172910182,0.142901901,0.179535224,0.197696841,0.123601622,0.18335423
1204.977914_3108.802178,0.180866784,0.155159172,0.167751791,0.160901638,0.131291666,0.204028949
1204.977914_3208.802178,0.198994793,0.153107935,0.091968823,0.209547995,0.246135799,0.100244655
1204.977914_3308.802178,0.186416996,0.173689356,0.16016815,0.170534217,0.158470564,0.150720716
1204.977914_3408.802178,0.152260303,0.154149849,0.251659188,0.160318007,0.192954602,0.088658051
1204.977914_3508.802178,0.151465885,0.149285477,0.174742047,0.150442618,0.157524872,0.216539101
1204.977914_3608.802178,0.14708439,0.154832367,0.165930483,0.174106071,0.137716256,0.220330433
1204.977914_3708.802178,0.174786821,0.190658272,0.128602699,0.174836502,0.155479196,0.17563651
1204.977914_3808.802178,0.234295995,0.118415911,0.200518294,0.086560983,0.11926493,0.240943887
1204.977914_3908.802178,0.356427594,0.089289865,0.194723768,0.238970656,0.055720777,0.064867341
1204.977914_4008.802178,0.240803877,0.08741137,0.175437505,0.138644234,0.15104043,0.206662585
1204.977914_4108.802178,0.185375719,0.118931865,0.215487089,0.119040952,0.115634732,0.245529643
1204.977914_4208.802178,0.160947294,0.152169013,0.16071753,0.171825685,0.115252796,0.239087682
1304.977914_2708.802178,0.194091453,0.163784947,0.198371499,0.167852363,0.177089715,0.098810023
1304.977914_2808.802178,0.180268712,0.134470451,0.20147426,0.20577087,0.158025386,0.11999032
1304.977914_2908.802178,0.189339697,0.162919849,0.220579569,0.210309907,0.070197693,0.146653285
1304.977914_3008.802178,0.197812754,0.174070895,0.177564376,0.184004948,0.111542726,0.155004301
1304.977914_3108.802178,0.183827584,0.132972905,0.214090003,0.163089549,0.174188392,0.131831565
1304.977914_3208.802178,0.175796103,0.163806532,0.181223818,0.154827031,0.18264791,0.141698605
1304.977914_3308.802178,0.185418737,0.169780737,0.154270024,0.161319924,0.210015685,0.119194892
1304.977914_3408.802178,0.157027706,0.169853358,0.19272461,0.146416396,0.151345001,0.182632929
1304.977914_3508.802178,0.142130546,0.140415662,0.166350155,0.145635625,0.153118073,0.25234994
1304.977914_3608.802178,0.160339029,0.180093787,0.223791983,0.149335549,0.1917684,0.094671252
1304.977914_3708.802178,0.172966748,0.179364755,0.178660829,0.176764786,0.130214227,0.162028654
1304.977914_3808.802178,0.211271468,0.169589543,0.075302205,0.186277559,0.137618906,0.219940319
1304.977914_3908.802178,0.248706686,0.128110888,0.175509624,0.188564617,0.139054416,0.120053769
1304.977914_4008.802178,0.223516813,0.091597915,0.232304787,0.157085073,0.079556886,0.215938526
1304.977914_4108.802178,0.282589962,0.117101488,0.125664152,0.15577816,0.106596029,0.212270209
1304.977914_4208.802178,0.244016695,0.208939033,0.170632976,0.21216259,0.135499846,0.02874886
1404.977914_2708.802178,0.183666466,0.127732255,0.199193646,0.189481476,0.212968932,0.086957226
1404.977914_2808.802178,0.170580196,0.1613045,0.157031602,0.18335835,0.174969336,0.152756015
1404.977914_2908.802178,0.192205803,0.167105416,0.137297382,0.21407421,0.184117315,0.105199873
1404.977914_3008.802178,0.190337194,0.141591649,0.149940782,0.184161196,0.121227758,0.212741421
1404.977914_3108.802178,0.177494406,0.155462367,0.216136202,0.17440493,0.135657377,0.140844718
1404.977914_3208.802178,0.184461401,0.15813622,0.168757556,0.189306746,0.123127331,0.176210746
1404.977914_3308.802178,0.152167848,0.161003924,0.092764906,0.152864647,0.156591876,0.284606799
1404.977914_3408.802178,0.158984113,0.149791605,0.152993898,0.134986602,0.154383435,0.248860348
1404.977914_3508.802178,0.157149844,0.177932069,0.139250165,0.160320895,0.15406644,0.211280586
1404.977914_3608.802178,0.163509801,0.143778592,0.184128427,0.16738107,0.198950149,0.142251961
1404.977914_3708.802178,0.168231574,0.171541267,0.175281059,0.140187538,0.154740681,0.190017882
1404.977914_3808.802178,0.199727073,0.150522846,0.252996476,0.129565632,0.127761162,0.139426812
1404.977914_3908.802178,0.262740252,0.100344396,0.247251921,0.111909432,0.158810286,0.118943712
1404.977914_4008.802178,0.28699029,0.129662552,0.169049638,0.149068648,0.211750155,0.053478718
1404.977914_4108.802178,0.28376765,0.14695477,0.151236823,0.155512623,0.216035893,0.046492241
1404.977914_4208.802178,0.216959625,0.187636458,0.164441562,0.179238698,0.102973348,0.148750307
1504.977914_2708.802178,0.14804737,0.089587442,0.161023382,0.123396018,0.18562595,0.292319837
1504.977914_2808.802178,0.167877558,0.151540302,0.199202405,0.189401238,0.129338711,0.162639786
1504.977914_2908.802178,0.170432318,0.17893113,0.157416661,0.186323164,0.180568108,0.126328619
1504.977914_3008.802178,0.16773071,0.154041669,0.073565028,0.220203982,0.213957161,0.170501449
1504.977914_3108.802178,0.185300194,0.156086469,0.203576514,0.202750839,0.205831852,0.046454133
1504.977914_3208.802178,0.16204089,0.185073842,0.192279019,0.200599453,0.152152621,0.107854175
1504.977914_3308.802178,0.178595045,0.164995059,0.137164112,0.174358763,0.162791124,0.182095898
1504.977914_3408.802178,0.160188488,0.173218404,0.139686489,0.18195582,0.149789003,0.195161795
1504.977914_3508.802178,0.171030738,0.171552494,0.130163725,0.183569486,0.128433173,0.215250384
1504.977914_3608.802178,0.157097663,0.163747099,0.170333805,0.131724455,0.197116601,0.179980378
1504.977914_3708.802178,0.168922829,0.152071032,0.167748938,0.169679605,0.163779493,0.177798103
1504.977914_3808.802178,0.177051706,0.165650147,0.155129051,0.165544749,0.184497902,0.152126446
1504.977914_3908.802178,0.264199444,0.147994877,0.227041962,0.140512009,0.213994071,0.006257636
1504.977914_4008.802178,0.321018883,0.144962805,0.271854634,0.142077613,0.068003063,0.052083002
1504.977914_4108.802178,0.255485143,0.202802793,0.173310807,0.055956979,0.20952397,0.102920309
1504.977914_4208.802178,0.226736775,0.115134706,0.172853862,0.119553127,0.122593844,0.243127685
1604.977914_2708.802178,0.159473048,0.12375583,0.233105199,0.131157648,0.15433149,0.198176785
1604.977914_2808.802178,0.167164635,0.163292291,0.155926962,0.150507934,0.141858717,0.22124946
1604.977914_2908.802178,0.142275158,0.143712778,0.202382401,0.146823616,0.149747484,0.215058564
1604.977914_3008.802178,0.200716583,0.180645838,0.163299031,0.190717525,0.137439218,0.127181805
1604.977914_3108.802178,0.158061192,0.174316401,0.168606225,0.179968022,0.179923734,0.139124425
1604.977914_3208.802178,0.1628556,0.169994043,0.144373594,0.172604418,0.154445457,0.195726888
1604.977914_3308.802178,0.184713814,0.155104327,0.194975692,0.177095044,0.16657122,0.121539903
1604.977914_3408.802178,0.166337345,0.139770597,0.182016153,0.180420772,0.171751481,0.159703651
1604.977914_3508.802178,0.15721239,0.174744405,0.161654298,0.180040332,0.182958858,0.143389716
1604.977914_3608.802178,0.209407184,0.18693082,0.208372489,0.207043284,0.120317528,0.067928694
1604.977914_3708.802178,0.190353678,0.175107123,0.136499056,0.207623506,0.189611116,0.100805521
1604.977914_3808.802178,0.150652236,0.15828597,0.214088729,0.181091011,0.165452181,0.130429872
1604.977914_3908.802178,0.310005767,0.197954648,0.182740008,0.153689562,0.146881251,0.008728763
1604.977914_4008.802178,0.231755771,0.075830043,0.110884957,0.225111491,0.144047925,0.212369813
1604.977914_4108.802178,0.305332425,0.090926583,0.249837783,0.227531167,0.121291047,0.005080995
1604.977914_4208.802178,0.23969757,0.111092611,0.160856215,0.144822172,0.155964616,0.187566816
1704.977914_2708.802178,0.183059068,0.137105839,0.256889638,0.126251475,0.144908775,0.151785204
1704.977914_2808.802178,0.135433057,0.137842906,0.19097428,0.134158345,0.166534693,0.235056719
1704.977914_2908.802178,0.157628767,0.184399992,0.118735656,0.16075161,0.156093287,0.222390689
1704.977914_3008.802178,0.168430375,0.176531578,0.180993549,0.163148938,0.184622934,0.126272626
1704.977914_3108.802178,0.166615075,0.149296471,0.136480534,0.161978419,0.157597579,0.228031922
1704.977914_3208.802178,0.192128046,0.153218006,0.213797343,0.174257006,0.119168779,0.14743082
1704.977914_3308.802178,0.154801277,0.152407858,0.218031912,0.157004947,0.166514937,0.151239069
1704.977914_3408.802178,0.171914791,0.183518033,0.15287699,0.189514244,0.190367587,0.111808354
1704.977914_3508.802178,0.147178672,0.160631223,0.118225757,0.17131679,0.184760112,0.217887446
1704.977914_3608.802178,0.168557238,0.172407145,0.151282221,0.191294952,0.189431774,0.12702667
1704.977914_3708.802178,0.141833869,0.148662954,0.162130055,0.185709484,0.181078737,0.180584901
1704.977914_3808.802178,0.174548586,0.147909905,0.19625718,0.142085508,0.165767664,0.173431158
1704.977914_3908.802178,0.261772693,0.149753055,0.112443023,0.138727851,0.188898823,0.148404554
1704.977914_4008.802178,0.38286664,0.184512008,0.155697882,0.118723385,0.153462007,0.004738078
1704.977914_4108.802178,0.266843001,0.128016383,0.078961631,0.19484518,0.179043616,0.15229019
1704.977914_4208.802178,0.241314958,0.163255749,0.240457284,0.143216446,0.1360786,0.075676964
1804.977914_2708.802178,0.187705564,0.148152696,0.228732829,0.172192678,0.145098475,0.118117758
1804.977914_2808.802178,0.162231934,0.132330262,0.218257937,0.122985277,0.197951066,0.166243525
1804.977914_2908.802178,0.162090465,0.174624565,0.202880778,0.130882269,0.198910591,0.130611332
1804.977914_3008.802178,0.170987221,0.181138845,0.202547067,0.145603512,0.157629541,0.142093815
1804.977914_3108.802178,0.154555674,0.159249605,0.189155545,0.15313923,0.19089806,0.153001886
1804.977914_3208.802178,0.176863506,0.179169774,0.19006851,0.180545029,0.168232182,0.105120998
1804.977914_3308.802178,0.164895885,0.158823738,0.185908447,0.142944416,0.174737531,0.172689984
1804.977914_3408.802178,0.172594576,0.158019523,0.1574859,0.160300195,0.20474052,0.146859285
1804.977914_3508.802178,0.180892746,0.165525433,0.161889531,0.137665026,0.160092559,0.193934705
1804.977914_3608.802178,0.167551593,0.178562433,0.145198057,0.157997783,0.17201086,0.178679274
1804.977914_3708.802178,0.194213541,0.194231116,0.188652559,0.165820185,0.219142283,0.037940316
1804.977914_3808.802178,0.16604515,0.200848609,0.103410624,0.125981723,0.190885149,0.212828745
1804.977914_3908.802178,0.199770034,0.178453389,0.161328916,0.145682923,0.177364805,0.137399932
1804.977914_4008.802178,0.265010687,0.150211116,0.153561358,0.169135515,0.153870738,0.108210586
1804.977914_4108.802178,0.339293703,0.168187931,0.096129248,0.167690383,0.182861417,0.045837318
1804.977914_4208.802178,0.260517605,0.150135072,0.198417606,0.110745754,0.081597861,0.198586102
1904.977914_2708.802178,0.171986814,0.137253284,0.230106828,0.143192571,0.109716548,0.207743955
1904.977914_2808.802178,0.145788879,0.128975174,0.196722028,0.118322388,0.189375255,0.220816277
1904.977914_2908.802178,0.17636466,0.174834671,0.103629498,0.208883352,0.177312517,0.158975303
1904.977914_3008.802178,0.15226275,0.141286985,0.20357328,0.140427735,0.20046842,0.161980829
1904.977914_3108.802178,0.153646715,0.152451734,0.194444314,0.149784514,0.177949847,0.171722876
1904.977914_3208.802178,0.157206816,0.17316944,0.142524176,0.158993663,0.203423165,0.164682739
1904.977914_3308.802178,0.160748607,0.162732055,0.138198334,0.18273897,0.182882186,0.172699848
1904.977914_3408.802178,0.152677383,0.159488151,0.148175832,0.159768594,0.193742656,0.186147383
1904.977914_3508.802178,0.176180222,0.165529619,0.181701148,0.160498753,0.2167489,0.099341358
1904.977914_3608.802178,0.161884517,0.168493885,0.158323194,0.146716473,0.181156914,0.183425017
1904.977914_3708.802178,0.153368771,0.171478377,0.132484226,0.152564585,0.183780589,0.206323451
1904.977914_3808.802178,0.158577706,0.172692534,0.171554613,0.163578646,0.19426791,0.139328591
1904.977914_3908.802178,0.172790363,0.171171923,0.154706319,0.149189732,0.175574076,0.176567587
1904.977914_4008.802178,0.243564305,0.131048431,0.14769186,0.082191375,0.143477955,0.252026074
1904.977914_4108.802178,0.313551666,0.195546577,0.133532536,0.087378396,0.032651944,0.237338881
1904.977914_4208.802178,0.333129794,0.14117312,0.095755836,0.128928096,0.147309167,0.153703988
2004.977914_2708.802178,0.166102391,0.131031236,0.256518252,0.131757765,0.055214095,0.25937626
2004.977914_2808.802178,0.160311795,0.114831195,0.22478819,0.117015445,0.157510856,0.22554252
2004.977914_2908.802178,0.158365133,0.136955355,0.183100539,0.128537097,0.153478232,0.239563644
2004.977914_3008.802178,0.158686888,0.151696699,0.19605198,0.152945959,0.158654582,0.181963892
2004.977914_3108.802178,0.168557064,0.174933691,0.188364968,0.150762589,0.188728114,0.128653573
2004.977914_3208.802178,0.154890264,0.169325949,0.137118763,0.148845755,0.169787331,0.220031938
2004.977914_3308.802178,0.162402226,0.159303649,0.131147464,0.167069144,0.17696715,0.203110367
2004.977914_3408.802178,0.152250736,0.16389434,0.162435586,0.132621155,0.172268411,0.216529772
2004.977914_3508.802178,0.189445648,0.159916203,0.239792415,0.165473421,0.103572106,0.141800207
2004.977914_3608.802178,0.165594409,0.1588836,0.173297552,0.186698834,0.192853345,0.12267226
2004.977914_3708.802178,0.154515392,0.145989371,0.138747372,0.169921197,0.183238386,0.207588282
2004.977914_3808.802178,0.165371286,0.157585757,0.183124437,0.157545631,0.146458958,0.189913932
2004.977914_3908.802178,0.198448932,0.147719314,0.131909282,0.15005811,0.167053058,0.204811303
2004.977914_4008.802178,0.224387864,0.087496221,0.276028699,0.087520697,0.142743753,0.181822765
2004.977914_4108.802178,0.258142654,0.109193268,0.273942407,0.175608798,0.036242612,0.146870261
2004.977914_4208.802178,0.272768226,0.179328445,0.092478918,0.108868732,0.147630157,0.198925523
2104.977914_2708.802178,0.131618134,0.128863731,0.249744887,0.132551899,0.135151362,0.222069988
2104.977914_2808.802178,0.226481481,0.161836998,0.145767303,0.147176918,0.273265441,0.045471859
2104.977914_2908.802178,0.172331962,0.153221094,0.149132436,0.185605587,0.19568235,0.14402657
2104.977914_3008.802178,0.166661345,0.173063008,0.175553594,0.176902499,0.164254668,0.143564886
2104.977914_3108.802178,0.17009512,0.182336757,0.167698327,0.126135301,0.196149575,0.15758492
2104.977914_3208.802178,0.178221756,0.168003511,0.145725481,0.157318307,0.166516596,0.184214349
2104.977914_3308.802178,0.172301749,0.168996812,0.146170363,0.14064087,0.181531584,0.190358622
2104.977914_3408.802178,0.169034755,0.168031894,0.165141771,0.191421316,0.172663526,0.133706738
2104.977914_3508.802178,0.161650171,0.175004716,0.179444295,0.170754317,0.153157844,0.159988658
