,Inhibitory,Excitatory,OD,Microglia,Endothelial,Astrocyte
-1949.304398_-301.6695111,3.69E-02,2.25E-01,3.49E-01,9.10E-02,1.09E-01,1.90E-01
-1949.304398_-401.6695111,3.75E-02,2.11E-01,3.04E-01,9.83E-02,1.10E-01,2.39E-01
-1949.304398_-501.6695111,1.55E-01,1.73E-01,3.73E-01,1.05E-01,1.14E-01,7.91E-02
-1949.304398_-601.6695111,5.17E-02,2.19E-01,1.63E-01,1.30E-01,1.42E-01,2.95E-01
-1949.304398_198.3304889,3.46E-02,3.15E-01,3.11E-01,7.89E-02,1.08E-01,1.52E-01
-1949.304398_298.3304889,5.58E-02,1.63E-01,2.36E-01,1.56E-01,1.91E-01,1.97E-01
-1949.304398_398.3304889,7.09E-02,1.66E-01,2.70E-01,1.41E-01,1.55E-01,1.96E-01
-1949.304398_498.3304889,1.94E-01,1.74E-01,3.30E-01,1.10E-01,1.16E-01,7.63E-02
-1949.304398_598.3304889,1.55E-01,1.18E-01,3.55E-01,1.31E-01,1.21E-01,1.20E-01
-1949.304398_698.3304889,9.15E-04,2.00E-01,6.10E-01,3.15E-02,1.03E-01,5.43E-02
-1949.304398_798.3304889,5.06E-03,1.28E-01,6.66E-01,4.63E-02,1.30E-01,2.39E-02
-1949.304398_898.3304889,2.74E-03,1.52E-01,6.96E-01,3.16E-02,8.99E-02,2.69E-02
-1949.304398_98.3304889,3.13E-02,1.84E-01,3.07E-01,1.23E-01,1.66E-01,1.89E-01
-2049.304398_-1.66951110000002,2.25E-02,2.10E-01,2.86E-01,9.50E-02,1.16E-01,2.71E-01
-2049.304398_-101.6695111,2.72E-02,1.68E-01,3.45E-01,1.17E-01,1.57E-01,1.86E-01
-2049.304398_-201.6695111,5.80E-03,1.84E-01,2.34E-01,8.36E-02,1.23E-01,3.70E-01
-2049.304398_-301.6695111,3.77E-02,1.93E-01,3.47E-01,1.15E-01,1.56E-01,1.51E-01
-2049.304398_-401.6695111,1.82E-02,1.87E-01,2.30E-01,1.38E-01,2.27E-01,2.01E-01
-2049.304398_-501.6695111,1.44E-01,1.17E-01,3.95E-01,1.07E-01,8.43E-02,1.54E-01
-2049.304398_-601.6695111,1.43E-02,1.35E-01,2.19E-01,1.64E-01,3.04E-01,1.65E-01
-2049.304398_198.3304889,1.74E-01,1.39E-01,3.19E-01,1.35E-01,1.41E-01,9.25E-02
-2049.304398_298.3304889,2.05E-01,2.15E-01,3.37E-01,8.56E-02,8.75E-02,6.98E-02
-2049.304398_398.3304889,5.92E-02,2.39E-01,3.38E-01,1.03E-01,1.34E-01,1.27E-01
-2049.304398_498.3304889,6.09E-02,1.93E-01,2.57E-01,9.66E-02,8.41E-02,3.09E-01
-2049.304398_598.3304889,8.92E-02,1.83E-01,4.07E-01,1.04E-01,1.27E-01,9.05E-02
-2049.304398_698.3304889,5.82E-04,3.17E-01,3.89E-01,3.61E-02,1.14E-01,1.44E-01
-2049.304398_798.3304889,2.11E-04,2.67E-01,4.70E-01,3.25E-02,1.59E-01,7.10E-02
-2049.304398_898.3304889,1.51E-03,1.53E-01,7.16E-01,2.51E-02,8.08E-02,2.36E-02
-2049.304398_98.3304889,3.40E-02,2.49E-01,3.79E-01,7.92E-02,9.98E-02,1.60E-01
-2149.304398_-1.66951110000002,3.19E-02,1.87E-01,4.41E-01,8.98E-02,1.21E-01,1.28E-01
-2149.304398_-101.6695111,4.07E-02,1.88E-01,4.09E-01,1.06E-01,1.60E-01,9.63E-02
-2149.304398_-201.6695111,1.73E-02,1.85E-01,3.72E-01,9.69E-02,1.40E-01,1.90E-01
-2149.304398_-301.6695111,1.91E-02,1.62E-01,3.69E-01,9.19E-02,1.11E-01,2.47E-01
-2149.304398_-401.6695111,1.06E-01,1.65E-01,3.40E-01,1.34E-01,1.86E-01,6.85E-02
-2149.304398_-501.6695111,2.23E-02,2.31E-01,1.63E-01,8.39E-02,8.77E-02,4.13E-01
-2149.304398_-601.6695111,7.28E-04,2.06E-01,9.10E-02,7.38E-02,1.84E-01,4.45E-01
-2149.304398_198.3304889,4.18E-02,1.67E-01,3.73E-01,1.12E-01,1.35E-01,1.71E-01
-2149.304398_298.3304889,6.60E-02,1.77E-01,4.71E-01,8.97E-02,1.14E-01,8.24E-02
-2149.304398_398.3304889,9.98E-02,2.25E-01,4.45E-01,7.65E-02,1.02E-01,5.18E-02
-2149.304398_498.3304889,2.78E-02,2.06E-01,4.07E-01,9.19E-02,1.31E-01,1.35E-01
-2149.304398_598.3304889,9.20E-02,2.18E-01,4.55E-01,7.36E-02,8.58E-02,7.51E-02
-2149.304398_698.3304889,2.63E-04,1.76E-01,2.16E-01,3.27E-02,6.92E-02,5.06E-01
-2149.304398_798.3304889,3.63E-03,1.25E-01,6.20E-01,5.15E-02,1.83E-01,1.78E-02
-2149.304398_898.3304889,2.01E-03,1.73E-01,6.27E-01,3.82E-02,9.93E-02,6.12E-02
-2149.304398_98.3304889,3.51E-02,1.36E-01,3.12E-01,1.56E-01,2.67E-01,9.36E-02
-2249.304398_-1.66951110000002,1.31E-02,1.96E-01,2.30E-01,1.20E-01,1.92E-01,2.48E-01
-2249.304398_-101.6695111,4.99E-02,1.17E-01,4.18E-01,1.23E-01,1.38E-01,1.54E-01
-2249.304398_-201.6695111,2.06E-02,1.68E-01,3.33E-01,1.10E-01,1.48E-01,2.20E-01
-2249.304398_-301.6695111,1.30E-02,1.92E-01,2.39E-01,9.12E-02,1.14E-01,3.52E-01
-2249.304398_-401.6695111,1.06E-02,2.03E-01,2.03E-01,8.81E-02,1.14E-01,3.81E-01
-2249.304398_-501.6695111,2.50E-02,2.14E-01,1.96E-01,5.52E-02,4.40E-02,4.66E-01
-2249.304398_-601.6695111,4.31E-03,5.36E-02,4.68E-01,1.07E-01,3.39E-01,2.77E-02
-2249.304398_198.3304889,1.06E-01,1.05E-01,4.82E-01,1.13E-01,1.38E-01,5.49E-02
-2249.304398_298.3304889,5.78E-02,1.66E-01,5.95E-01,5.14E-02,5.40E-02,7.64E-02
-2249.304398_398.3304889,5.42E-03,2.86E-01,1.49E-01,8.66E-02,1.60E-01,3.13E-01
-2249.304398_498.3304889,2.87E-02,2.42E-01,3.38E-01,8.87E-02,1.16E-01,1.86E-01
-2249.304398_598.3304889,3.58E-02,2.27E-01,3.80E-01,9.63E-02,1.40E-01,1.21E-01
-2249.304398_698.3304889,1.48E-03,2.10E-01,5.22E-01,4.38E-02,1.13E-01,1.09E-01
-2249.304398_798.3304889,6.83E-04,2.52E-01,4.04E-01,4.97E-02,1.69E-01,1.25E-01
-2249.304398_898.3304889,5.22E-04,1.74E-01,7.30E-01,1.55E-02,5.87E-02,2.15E-02
-2249.304398_98.3304889,5.03E-02,2.26E-01,4.54E-01,7.38E-02,9.14E-02,1.05E-01
-2349.304398_-1.66951110000002,1.09E-01,9.82E-02,3.29E-01,1.69E-01,1.97E-01,9.76E-02
-2349.304398_-101.6695111,1.68E-02,1.43E-01,2.81E-01,1.40E-01,2.20E-01,1.99E-01
-2349.304398_-201.6695111,1.45E-02,1.67E-01,3.39E-01,1.14E-01,1.83E-01,1.83E-01
-2349.304398_-301.6695111,1.13E-01,1.80E-01,4.38E-01,7.89E-02,7.24E-02,1.18E-01
-2349.304398_-401.6695111,5.04E-02,1.92E-01,3.91E-01,8.84E-02,9.25E-02,1.85E-01
-2349.304398_-501.6695111,3.50E-02,2.06E-01,2.27E-01,9.21E-02,8.97E-02,3.51E-01
-2349.304398_-601.6695111,1.48E-04,1.27E-01,2.11E-01,7.26E-02,2.70E-01,3.20E-01
-2349.304398_198.3304889,4.86E-02,2.18E-01,4.21E-01,9.00E-02,1.23E-01,9.97E-02
-2349.304398_298.3304889,6.40E-02,1.82E-01,4.29E-01,9.50E-02,1.10E-01,1.19E-01
-2349.304398_398.3304889,3.20E-02,2.09E-01,2.94E-01,1.27E-01,2.01E-01,1.37E-01
-2349.304398_498.3304889,1.07E-01,2.10E-01,2.93E-01,1.12E-01,1.14E-01,1.64E-01
-2349.304398_598.3304889,8.31E-02,1.55E-01,4.68E-01,9.99E-02,1.36E-01,5.77E-02
-2349.304398_698.3304889,7.81E-04,2.32E-01,3.53E-01,6.36E-02,2.27E-01,1.24E-01
-2349.304398_798.3304889,3.88E-04,2.34E-01,6.00E-01,2.31E-02,8.58E-02,5.74E-02
-2349.304398_898.3304889,4.20E-04,2.74E-01,4.78E-01,3.45E-02,1.63E-01,5.03E-02
-2349.304398_98.3304889,2.20E-02,2.05E-01,2.66E-01,1.29E-01,2.16E-01,1.61E-01
-2449.304398_-1.66951110000002,1.78E-01,1.53E-01,2.80E-01,1.39E-01,1.42E-01,1.09E-01
-2449.304398_-101.6695111,1.09E-02,1.94E-01,2.30E-01,8.71E-02,1.11E-01,3.67E-01
-2449.304398_-201.6695111,9.88E-02,1.88E-01,3.66E-01,1.17E-01,1.64E-01,6.59E-02
-2449.304398_-301.6695111,2.80E-02,3.30E-01,4.14E-01,5.69E-02,9.08E-02,8.05E-02
-2449.304398_-401.6695111,4.15E-02,2.49E-01,3.29E-01,1.09E-01,2.05E-01,6.63E-02
-2449.304398_-501.6695111,1.50E-02,3.20E-01,2.63E-01,7.31E-02,1.08E-01,2.21E-01
-2449.304398_-601.6695111,3.31E-03,2.03E-01,1.65E-01,7.61E-02,1.24E-01,4.29E-01
-2449.304398_198.3304889,8.76E-02,1.83E-01,3.04E-01,1.29E-01,1.45E-01,1.51E-01
-2449.304398_298.3304889,1.03E-01,2.71E-01,4.31E-01,6.14E-02,7.43E-02,5.90E-02
-2449.304398_398.3304889,2.02E-01,2.25E-01,3.00E-01,9.07E-02,8.64E-02,9.59E-02
-2449.304398_498.3304889,8.48E-02,1.32E-01,3.35E-01,1.49E-01,1.76E-01,1.23E-01
-2449.304398_598.3304889,1.65E-01,1.23E-01,4.03E-01,1.14E-01,1.14E-01,8.11E-02
-2449.304398_698.3304889,1.26E-03,2.15E-01,5.29E-01,4.31E-02,1.27E-01,8.52E-02
-2449.304398_798.3304889,5.25E-04,2.12E-01,5.38E-01,3.78E-02,1.56E-01,5.63E-02
-2449.304398_898.3304889,1.04E-03,2.81E-01,5.12E-01,3.23E-02,1.49E-01,2.47E-02
-2449.304398_98.3304889,8.26E-02,2.46E-01,3.23E-01,9.95E-02,1.14E-01,1.35E-01
-2549.304398_-1.66951110000002,2.06E-01,2.66E-01,2.59E-01,8.24E-02,7.48E-02,1.12E-01
-2549.304398_-101.6695111,3.15E-02,2.11E-01,3.05E-01,1.09E-01,1.43E-01,2.00E-01
-2549.304398_-201.6695111,8.61E-02,1.13E-01,4.20E-01,1.26E-01,1.31E-01,1.25E-01
-2549.304398_-301.6695111,6.29E-02,1.95E-01,4.66E-01,8.41E-02,1.07E-01,8.55E-02
-2549.304398_-401.6695111,3.50E-02,3.95E-01,2.43E-01,6.64E-02,8.59E-02,1.74E-01
-2549.304398_-501.6695111,1.37E-02,1.74E-01,2.01E-01,1.52E-01,2.96E-01,1.65E-01
-2549.304398_-601.6695111,1.23E-02,2.13E-01,1.89E-01,8.02E-02,9.48E-02,4.11E-01
-2549.304398_198.3304889,1.65E-01,1.75E-01,3.39E-01,1.16E-01,1.60E-01,4.39E-02
-2549.304398_298.3304889,1.97E-01,1.58E-01,3.97E-01,9.44E-02,1.13E-01,4.04E-02
-2549.304398_398.3304889,1.76E-01,1.25E-01,3.73E-01,1.25E-01,1.46E-01,5.55E-02
-2549.304398_498.3304889,1.59E-01,1.66E-01,2.53E-01,1.18E-01,9.34E-02,2.12E-01
-2549.304398_598.3304889,4.44E-02,1.83E-01,3.08E-01,1.39E-01,2.58E-01,6.84E-02
-2549.304398_698.3304889,2.71E-04,2.95E-01,3.70E-01,3.49E-02,1.22E-01,1.78E-01
-2549.304398_798.3304889,3.07E-03,1.06E-01,7.83E-01,2.46E-02,6.73E-02,1.57E-02
-2549.304398_898.3304889,7.56E-04,2.92E-01,5.26E-01,2.73E-02,9.51E-02,5.91E-02
-2549.304398_98.3304889,2.00E-01,2.03E-01,2.81E-01,1.10E-01,1.13E-01,9.33E-02
-2649.304398_-1.66951110000002,4.14E-02,2.95E-01,3.25E-01,8.18E-02,1.06E-01,1.50E-01
-2649.304398_-101.6695111,3.61E-02,3.47E-01,3.01E-01,7.43E-02,1.05E-01,1.36E-01
-2649.304398_-201.6695111,1.19E-02,2.10E-01,2.46E-01,1.28E-01,2.90E-01,1.13E-01
-2649.304398_-301.6695111,1.08E-02,2.08E-01,3.50E-01,9.19E-02,1.54E-01,1.85E-01
-2649.304398_-401.6695111,2.38E-01,3.24E-01,3.24E-01,4.10E-02,4.76E-02,2.55E-02
-2649.304398_-501.6695111,1.26E-01,4.72E-01,2.93E-01,3.27E-02,4.03E-02,3.64E-02
-2649.304398_-601.6695111,5.76E-02,1.12E-01,2.72E-01,1.84E-01,2.62E-01,1.14E-01
-2649.304398_198.3304889,1.10E-01,2.50E-01,3.86E-01,8.46E-02,1.17E-01,5.27E-02
-2649.304398_298.3304889,1.38E-01,1.68E-01,4.95E-01,7.19E-02,1.03E-01,2.44E-02
-2649.304398_398.3304889,7.30E-02,1.87E-01,4.73E-01,8.71E-02,1.21E-01,5.96E-02
-2649.304398_498.3304889,2.15E-01,1.97E-01,3.12E-01,1.03E-01,1.26E-01,4.71E-02
-2649.304398_598.3304889,1.28E-01,1.66E-01,2.95E-01,1.37E-01,1.47E-01,1.28E-01
-2649.304398_698.3304889,1.32E-04,3.28E-01,4.79E-01,1.97E-02,8.89E-02,8.46E-02
-2649.304398_798.3304889,5.13E-04,1.90E-01,5.73E-01,3.05E-02,8.52E-02,1.21E-01
-2649.304398_898.3304889,2.19E-03,2.34E-01,5.12E-01,4.45E-02,1.12E-01,9.57E-02
-2649.304398_98.3304889,1.04E-01,2.07E-01,3.99E-01,9.77E-02,1.39E-01,5.20E-02
-2749.304398_-1.66951110000002,6.22E-02,1.79E-01,2.97E-01,1.25E-01,1.36E-01,2.02E-01
-2749.304398_-101.6695111,1.98E-01,2.21E-01,2.00E-01,1.28E-01,1.32E-01,1.21E-01
-2749.304398_-201.6695111,1.72E-02,1.84E-01,3.39E-01,9.34E-02,1.22E-01,2.44E-01
-2749.304398_-301.6695111,2.14E-01,2.01E-01,3.15E-01,1.00E-01,1.20E-01,4.94E-02
-2749.304398_-401.6695111,2.35E-01,3.68E-01,2.67E-01,4.33E-02,4.55E-02,4.07E-02
-2749.304398_-501.6695111,2.10E-01,2.54E-01,3.10E-01,7.41E-02,7.04E-02,8.13E-02
-2749.304398_-601.6695111,9.59E-03,1.31E-01,3.06E-01,1.39E-01,2.97E-01,1.18E-01
-2749.304398_198.3304889,5.17E-02,3.11E-01,3.18E-01,7.77E-02,9.54E-02,1.45E-01
-2749.304398_298.3304889,1.90E-01,1.54E-01,4.36E-01,8.36E-02,9.44E-02,4.16E-02
-2749.304398_398.3304889,2.74E-02,2.67E-01,4.05E-01,7.91E-02,1.33E-01,8.85E-02
-2749.304398_498.3304889,3.45E-02,1.75E-01,3.05E-01,1.33E-01,1.86E-01,1.67E-01
-2749.304398_598.3304889,3.06E-02,3.36E-01,3.14E-01,6.51E-02,8.30E-02,1.71E-01
-2749.304398_698.3304889,8.10E-04,2.06E-01,5.97E-01,2.78E-02,7.31E-02,9.53E-02
-2749.304398_798.3304889,2.94E-04,2.84E-01,5.18E-01,2.56E-02,1.11E-01,6.02E-02
-2749.304398_898.3304889,1.25E-04,3.33E-01,3.14E-01,3.30E-02,1.48E-01,1.73E-01
-2749.304398_98.3304889,3.75E-02,2.59E-01,3.03E-01,7.64E-02,8.10E-02,2.43E-01
-2849.304398_-1.66951110000002,7.96E-02,2.08E-01,2.29E-01,1.54E-01,2.29E-01,1.00E-01
-2849.304398_-101.6695111,1.80E-01,2.28E-01,2.78E-01,8.07E-02,6.20E-02,1.72E-01
-2849.304398_-201.6695111,6.19E-02,2.62E-01,2.13E-01,1.24E-01,1.56E-01,1.82E-01
-2849.304398_-301.6695111,1.97E-01,2.10E-01,3.63E-01,7.70E-02,7.19E-02,8.05E-02
-2849.304398_-401.6695111,2.00E-01,1.85E-01,2.45E-01,1.35E-01,1.57E-01,7.78E-02
-2849.304398_-501.6695111,1.98E-01,2.34E-01,2.28E-01,1.08E-01,1.02E-01,1.30E-01
-2849.304398_-601.6695111,2.07E-01,1.72E-01,2.80E-01,1.27E-01,1.67E-01,4.64E-02
-2849.304398_198.3304889,2.15E-01,1.82E-01,3.72E-01,8.69E-02,1.16E-01,2.83E-02
-2849.304398_298.3304889,9.99E-02,2.08E-01,3.85E-01,9.96E-02,1.21E-01,8.60E-02
-2849.304398_398.3304889,1.32E-01,1.26E-01,4.74E-01,9.69E-02,1.02E-01,6.94E-02
-2849.304398_498.3304889,4.57E-02,2.18E-01,3.89E-01,9.33E-02,1.18E-01,1.36E-01
-2849.304398_598.3304889,2.33E-01,3.00E-01,3.05E-01,5.84E-02,7.91E-02,2.39E-02
-2849.304398_698.3304889,3.24E-04,2.83E-01,5.67E-01,2.02E-02,9.49E-02,3.42E-02
-2849.304398_798.3304889,1.74E-03,1.68E-01,5.81E-01,4.15E-02,9.19E-02,1.16E-01
-2849.304398_898.3304889,5.49E-04,2.04E-01,6.44E-01,2.32E-02,8.00E-02,4.87E-02
-2849.304398_98.3304889,1.87E-01,2.08E-01,3.08E-01,9.03E-02,7.74E-02,1.29E-01
-2949.304398_-1.66951110000002,2.18E-01,2.03E-01,3.31E-01,9.26E-02,1.14E-01,4.14E-02
-2949.304398_-101.6695111,2.78E-02,2.45E-01,4.31E-01,7.10E-02,9.76E-02,1.27E-01
-2949.304398_-201.6695111,1.94E-02,2.88E-01,2.75E-01,9.25E-02,1.47E-01,1.77E-01
-2949.304398_-301.6695111,2.90E-03,3.25E-01,1.40E-01,6.77E-02,1.37E-01,3.27E-01
-2949.304398_-401.6695111,1.94E-01,2.37E-01,2.49E-01,9.58E-02,8.40E-02,1.41E-01
-2949.304398_-501.6695111,1.73E-01,1.94E-01,2.24E-01,1.18E-01,1.00E-01,1.90E-01
-2949.304398_-601.6695111,2.08E-01,2.03E-01,2.99E-01,1.06E-01,1.19E-01,6.52E-02
-2949.304398_198.3304889,1.43E-01,2.21E-01,4.21E-01,6.95E-02,7.04E-02,7.48E-02
-2949.304398_298.3304889,1.29E-01,1.23E-01,3.69E-01,1.39E-01,1.76E-01,6.39E-02
-2949.304398_398.3304889,1.79E-01,1.32E-01,4.17E-01,1.04E-01,1.17E-01,5.10E-02
-2949.304398_498.3304889,3.55E-02,1.99E-01,2.64E-01,1.24E-01,1.57E-01,2.21E-01
-2949.304398_598.3304889,1.92E-01,2.38E-01,4.41E-01,4.05E-02,3.47E-02,5.38E-02
-2949.304398_698.3304889,1.55E-03,1.45E-01,7.22E-01,2.56E-02,8.44E-02,2.09E-02
-2949.304398_798.3304889,2.87E-04,2.28E-01,3.04E-01,4.72E-02,1.49E-01,2.71E-01
-2949.304398_898.3304889,5.32E-04,1.52E-01,5.36E-01,3.23E-02,7.11E-02,2.09E-01
-2949.304398_98.3304889,5.23E-02,1.55E-01,4.58E-01,9.73E-02,1.14E-01,1.23E-01
1104.977914_2708.802178,2.19E-01,3.22E-01,2.87E-01,5.26E-02,4.82E-02,7.09E-02
1104.977914_2808.802178,2.19E-01,2.48E-01,2.79E-01,8.92E-02,9.55E-02,6.93E-02
1104.977914_2908.802178,2.03E-01,2.46E-01,2.34E-01,1.01E-01,9.62E-02,1.19E-01
1104.977914_3008.802178,1.52E-01,1.92E-01,3.81E-01,8.45E-02,7.53E-02,1.16E-01
1104.977914_3108.802178,1.40E-01,8.39E-02,5.49E-01,8.91E-02,9.21E-02,4.56E-02
1104.977914_3208.802178,1.63E-01,1.66E-01,2.32E-01,1.31E-01,1.12E-01,1.95E-01
1104.977914_3308.802178,2.14E-01,2.69E-01,3.06E-01,6.90E-02,6.61E-02,7.56E-02
1104.977914_3408.802178,2.15E-01,1.87E-01,2.73E-01,1.21E-01,1.62E-01,4.26E-02
1104.977914_3508.802178,8.83E-02,2.07E-01,3.32E-01,1.13E-01,2.35E-01,2.48E-02
1104.977914_3608.802178,6.08E-02,2.93E-01,2.92E-01,8.53E-02,9.69E-02,1.71E-01
1104.977914_3708.802178,1.88E-01,2.03E-01,3.38E-01,9.81E-02,1.12E-01,6.11E-02
1104.977914_3808.802178,3.48E-04,2.21E-01,5.78E-01,2.75E-02,1.06E-01,6.68E-02
1104.977914_3908.802178,6.94E-04,2.37E-01,3.86E-01,5.04E-02,1.49E-01,1.77E-01
1104.977914_4008.802178,4.63E-04,1.82E-01,6.56E-01,2.47E-02,9.06E-02,4.63E-02
1104.977914_4108.802178,2.01E-02,1.74E-01,4.00E-01,9.07E-02,1.18E-01,1.97E-01
1104.977914_4208.802178,2.52E-02,1.90E-01,3.09E-01,1.01E-01,1.23E-01,2.52E-01
1204.977914_2708.802178,1.65E-01,1.71E-01,3.48E-01,1.13E-01,1.72E-01,3.11E-02
1204.977914_2808.802178,1.01E-01,2.11E-01,2.39E-01,1.36E-01,1.55E-01,1.58E-01
1204.977914_2908.802178,1.24E-01,2.04E-01,2.40E-01,1.47E-01,2.08E-01,7.68E-02
1204.977914_3008.802178,1.99E-01,2.45E-01,2.46E-01,9.55E-02,8.67E-02,1.28E-01
1204.977914_3108.802178,6.42E-02,1.60E-01,3.17E-01,1.47E-01,2.08E-01,1.04E-01
1204.977914_3208.802178,1.96E-01,2.26E-01,2.15E-01,1.28E-01,1.51E-01,8.38E-02
1204.977914_3308.802178,7.61E-02,2.50E-01,3.12E-01,1.08E-01,1.42E-01,1.12E-01
1204.977914_3408.802178,6.94E-02,2.64E-01,2.46E-01,9.01E-02,8.72E-02,2.43E-01
1204.977914_3508.802178,3.75E-02,1.86E-01,3.86E-01,9.28E-02,1.06E-01,1.92E-01
1204.977914_3608.802178,7.98E-02,1.84E-01,3.99E-01,1.11E-01,1.57E-01,6.96E-02
1204.977914_3708.802178,8.00E-02,3.08E-01,3.08E-01,7.96E-02,8.94E-02,1.36E-01
1204.977914_3808.802178,7.37E-03,5.51E-02,8.28E-01,3.13E-02,6.47E-02,1.39E-02
1204.977914_3908.802178,4.08E-04,2.13E-01,6.48E-01,2.00E-02,7.25E-02,4.62E-02
1204.977914_4008.802178,1.40E-03,1.85E-01,5.00E-01,5.41E-02,1.49E-01,1.11E-01
1204.977914_4108.802178,4.75E-03,1.66E-01,4.82E-01,5.79E-02,9.24E-02,1.97E-01
1204.977914_4208.802178,1.66E-01,1.32E-01,5.12E-01,7.05E-02,6.81E-02,5.20E-02
1304.977914_2708.802178,2.41E-01,2.14E-01,2.85E-01,9.19E-02,1.50E-01,1.84E-02
1304.977914_2808.802178,1.85E-01,2.03E-01,2.01E-01,1.33E-01,1.29E-01,1.49E-01
1304.977914_2908.802178,2.01E-02,2.70E-01,2.39E-01,8.28E-02,1.04E-01,2.84E-01
1304.977914_3008.802178,1.87E-01,2.02E-01,4.12E-01,7.35E-02,9.43E-02,3.12E-02
1304.977914_3108.802178,3.30E-02,1.68E-01,2.83E-01,1.43E-01,2.11E-01,1.62E-01
1304.977914_3208.802178,2.49E-02,2.68E-01,3.72E-01,8.80E-02,1.61E-01,8.66E-02
1304.977914_3308.802178,1.82E-01,1.58E-01,5.07E-01,5.75E-02,5.98E-02,3.56E-02
1304.977914_3408.802178,2.03E-01,1.87E-01,3.89E-01,8.14E-02,1.16E-01,2.34E-02
1304.977914_3508.802178,1.89E-01,1.89E-01,3.37E-01,9.53E-02,8.82E-02,1.01E-01
1304.977914_3608.802178,5.41E-02,2.26E-01,3.95E-01,9.76E-02,1.47E-01,8.01E-02
1304.977914_3708.802178,1.63E-02,2.54E-01,2.77E-01,9.51E-02,1.46E-01,2.13E-01
1304.977914_3808.802178,4.52E-03,2.13E-01,6.18E-01,3.50E-02,8.06E-02,4.80E-02
1304.977914_3908.802178,2.23E-03,1.79E-01,6.96E-01,2.44E-02,6.37E-02,3.39E-02
1304.977914_4008.802178,7.22E-03,1.45E-01,6.06E-01,5.41E-02,9.22E-02,9.57E-02
1304.977914_4108.802178,1.05E-03,1.78E-01,6.78E-01,2.55E-02,8.69E-02,3.03E-02
1304.977914_4208.802178,1.86E-02,2.88E-01,4.25E-01,6.32E-02,1.06E-01,9.95E-02
1404.977914_2708.802178,1.81E-01,1.90E-01,3.26E-01,9.33E-02,7.94E-02,1.31E-01
1404.977914_2808.802178,1.60E-01,1.78E-01,2.26E-01,1.17E-01,9.21E-02,2.28E-01
1404.977914_2908.802178,6.72E-02,1.85E-01,2.96E-01,1.44E-01,2.20E-01,8.83E-02
1404.977914_3008.802178,1.64E-01,2.04E-01,4.55E-01,6.44E-02,8.32E-02,2.91E-02
1404.977914_3108.802178,4.03E-02,1.80E-01,3.14E-01,1.32E-01,1.88E-01,1.45E-01
1404.977914_3208.802178,1.91E-01,2.32E-01,2.48E-01,9.69E-02,8.41E-02,1.47E-01
1404.977914_3308.802178,1.76E-01,1.27E-01,4.44E-01,9.73E-02,1.10E-01,4.60E-02
1404.977914_3408.802178,1.82E-01,1.48E-01,4.16E-01,9.47E-02,9.93E-02,5.97E-02
1404.977914_3508.802178,1.21E-01,1.40E-01,3.69E-01,1.20E-01,1.15E-01,1.35E-01
1404.977914_3608.802178,1.80E-01,1.56E-01,4.69E-01,7.35E-02,8.13E-02,3.98E-02
1404.977914_3708.802178,1.82E-01,1.48E-01,4.95E-01,6.68E-02,7.27E-02,3.55E-02
1404.977914_3808.802178,5.69E-03,2.75E-01,3.35E-01,8.06E-02,2.13E-01,9.11E-02
1404.977914_3908.802178,3.85E-04,2.86E-01,3.76E-01,4.32E-02,1.68E-01,1.26E-01
1404.977914_4008.802178,2.06E-04,2.44E-01,4.35E-01,2.78E-02,8.61E-02,2.06E-01
1404.977914_4108.802178,2.05E-03,1.19E-01,7.26E-01,3.18E-02,7.88E-02,4.19E-02
1404.977914_4208.802178,3.42E-02,2.58E-01,4.46E-01,7.35E-02,1.25E-01,6.43E-02
1504.977914_2708.802178,7.05E-03,2.09E-01,1.82E-01,6.79E-02,8.46E-02,4.50E-01
1504.977914_2808.802178,2.27E-01,2.76E-01,2.04E-01,1.03E-01,1.20E-01,7.10E-02
1504.977914_2908.802178,1.81E-01,2.49E-01,3.83E-01,5.65E-02,4.98E-02,8.00E-02
1504.977914_3008.802178,1.88E-01,2.90E-01,3.65E-01,5.12E-02,5.12E-02,5.44E-02
1504.977914_3108.802178,3.72E-02,1.82E-01,3.23E-01,1.03E-01,1.12E-01,2.43E-01
1504.977914_3208.802178,3.38E-02,2.79E-01,3.66E-01,6.37E-02,7.20E-02,1.86E-01
1504.977914_3308.802178,7.11E-02,2.22E-01,3.61E-01,1.07E-01,1.47E-01,9.24E-02
1504.977914_3408.802178,1.66E-01,1.46E-01,4.04E-01,9.41E-02,8.15E-02,1.08E-01
1504.977914_3508.802178,6.41E-02,2.60E-01,3.45E-01,7.60E-02,7.70E-02,1.78E-01
1504.977914_3608.802178,1.78E-02,1.83E-01,3.62E-01,1.02E-01,1.51E-01,1.84E-01
1504.977914_3708.802178,1.14E-01,1.71E-01,3.32E-01,1.10E-01,1.00E-01,1.73E-01
1504.977914_3808.802178,3.94E-02,1.96E-01,4.43E-01,8.94E-02,1.21E-01,1.11E-01
1504.977914_3908.802178,2.52E-04,2.68E-01,5.05E-01,2.64E-02,9.95E-02,1.01E-01
1504.977914_4008.802178,2.29E-04,3.01E-01,4.40E-01,3.15E-02,1.47E-01,7.99E-02
1504.977914_4108.802178,4.46E-04,2.16E-01,3.98E-01,4.56E-02,1.36E-01,2.04E-01
1504.977914_4208.802178,7.95E-04,1.55E-01,5.61E-01,4.35E-02,1.18E-01,1.22E-01
