,cell_ID,OD,Microglia,Endothelial,Astrocyte,Inhibitory,Excitatory
2381.2491028_-797.509028,2381.2491028_-797.509028,0,0,0.928855072,0,0.071144928,0
2381.2491028_-897.509028,2381.2491028_-897.509028,0,0,0.636978198,0,0.363021802,0
2381.2491028_-97.5090279999999,2381.2491028_-97.5090279999999,0,0,0,1,0,0
2381.2491028_-997.509028,2381.2491028_-997.509028,0,0,0,1,0,0
2381.2491028_102.490972,2381.2491028_102.490972,0,0,0,0.620944714,0.379055286,0
2381.2491028_2.49097200000006,2381.2491028_2.49097200000006,0,0,0.943634508,0,0.056365492,0
2381.2491028_202.490972,2381.2491028_202.490972,0,0,0,1,0,0
2381.2491028_302.490972,2381.2491028_302.490972,0,0,0,1,0,0
2381.2491028_402.490972,2381.2491028_402.490972,0,0,0,1,0,0
2481.2491028_-1097.509028,2481.2491028_-1097.509028,0,0.202441133,0,0,0.797558867,0
2481.2491028_-197.509028,2481.2491028_-197.509028,0,0,1,0,0,0
2481.2491028_-297.509028,2481.2491028_-297.509028,0,0,0,0,0,1
2481.2491028_-397.509028,2481.2491028_-397.509028,0,0.090906238,0,0,0.909093762,0
2481.2491028_-497.509028,2481.2491028_-497.509028,0,0,0,0,1,0
2481.2491028_-597.509028,2481.2491028_-597.509028,0,0,1,0,0,0
2481.2491028_-697.509028,2481.2491028_-697.509028,0,0,0,0.730834266,0.269165734,0
2481.2491028_-797.509028,2481.2491028_-797.509028,0,0,0,0.850269931,0.149730069,0
2481.2491028_-897.509028,2481.2491028_-897.509028,0,0,0,1,0,0
2481.2491028_-97.5090279999999,2481.2491028_-97.5090279999999,0,0,0.724477066,0,0.275522934,0
2481.2491028_-997.509028,2481.2491028_-997.509028,0,0,0,1,0,0
2481.2491028_102.490972,2481.2491028_102.490972,0,0.480940651,0,0,0.519059349,0
2481.2491028_2.49097200000006,2481.2491028_2.49097200000006,0,0,1,0,0,0
2481.2491028_202.490972,2481.2491028_202.490972,0.155924454,0,0,0,0.844075546,0
2481.2491028_302.490972,2481.2491028_302.490972,0,0,0,1,0,0
2481.2491028_402.490972,2481.2491028_402.490972,0,0,0,1,0,0
2581.2491028_-1097.509028,2581.2491028_-1097.509028,0,0,1,0,0,0
2581.2491028_-197.509028,2581.2491028_-197.509028,0,0,0,1,0,0
2581.2491028_-297.509028,2581.2491028_-297.509028,0,0,0,1,0,0
2581.2491028_-397.509028,2581.2491028_-397.509028,0,0,0,1,0,0
2581.2491028_-497.509028,2581.2491028_-497.509028,0,0,1,0,0,0
2581.2491028_-597.509028,2581.2491028_-597.509028,0,0,0,1,0,0
2581.2491028_-697.509028,2581.2491028_-697.509028,0,0,0,1,0,0
2581.2491028_-797.509028,2581.2491028_-797.509028,0,0,0.691919591,0,0.308080409,0
2581.2491028_-897.509028,2581.2491028_-897.509028,0,0.721152901,0,0,0.278847099,0
2581.2491028_-97.5090279999999,2581.2491028_-97.5090279999999,0,0,0,0.65076257,0.34923743,0
2581.2491028_-997.509028,2581.2491028_-997.509028,0,0,0,0.389012651,0,0.610987349
2581.2491028_102.490972,2581.2491028_102.490972,0,0,1,0,0,0
2581.2491028_2.49097200000006,2581.2491028_2.49097200000006,0,0,0.721665491,0,0.278334509,0
2581.2491028_202.490972,2581.2491028_202.490972,0.471663104,0,0,0,0.528336896,0
2581.2491028_302.490972,2581.2491028_302.490972,0,0,0,1,0,0
2581.2491028_402.490972,2581.2491028_402.490972,0,0,0,1,0,0
-1449.304398_-1.66951110000002,-1449.304398_-1.66951110000002,0,0,0,1,0,0
-1449.304398_-101.6695111,-1449.304398_-101.6695111,0,0,1,0,0,0
-1449.304398_-201.6695111,-1449.304398_-201.6695111,0,0,0.28837669,0.71162331,0,0
-1449.304398_-301.6695111,-1449.304398_-301.6695111,0,0,0,1,0,0
-1449.304398_-401.6695111,-1449.304398_-401.6695111,0,0,0,1,0,0
-1449.304398_-501.6695111,-1449.304398_-501.6695111,0,0.305613345,0,0,0.694386655,0
-1449.304398_-601.6695111,-1449.304398_-601.6695111,0,0,1,0,0,-1.48E-19
-1449.304398_198.3304889,-1449.304398_198.3304889,0,0,0,0,0,1
-1449.304398_298.3304889,-1449.304398_298.3304889,0,0,0.790988638,0,0.209011362,0
-1449.304398_398.3304889,-1449.304398_398.3304889,0,0.446628553,0,0,0.553371447,0
-1449.304398_498.3304889,-1449.304398_498.3304889,0,0.297090959,0,0,0.702909041,0
-1449.304398_598.3304889,-1449.304398_598.3304889,0,1,0,0,0,0
-1449.304398_698.3304889,-1449.304398_698.3304889,0,0,0,1,0,0
-1449.304398_798.3304889,-1449.304398_798.3304889,0,0,0,1,0,0
-1449.304398_898.3304889,-1449.304398_898.3304889,0,0,0,1,0,0
-1449.304398_98.3304889,-1449.304398_98.3304889,0.352091535,0,0,0,0.647908465,0
-1549.304398_-1.66951110000002,-1549.304398_-1.66951110000002,0,0,1,0,0,0
-1549.304398_-101.6695111,-1549.304398_-101.6695111,0.351298084,0,0,0,0.648701916,0
-1549.304398_-201.6695111,-1549.304398_-201.6695111,0,0,0,0.948577668,0.051422332,0
-1549.304398_-301.6695111,-1549.304398_-301.6695111,0,0,0,1,0,0
-1549.304398_-401.6695111,-1549.304398_-401.6695111,0,0,1,0,0,0
-1549.304398_-501.6695111,-1549.304398_-501.6695111,0,0,0,0.308791933,0,0.691208067
-1549.304398_-601.6695111,-1549.304398_-601.6695111,0,0.082997233,0,0,0.917002767,0
-1549.304398_198.3304889,-1549.304398_198.3304889,0,0,0.614559603,0.385440397,0,0
-1549.304398_298.3304889,-1549.304398_298.3304889,0,0,0,0,1,0
-1549.304398_398.3304889,-1549.304398_398.3304889,0,0,1,0,0,0
-1549.304398_498.3304889,-1549.304398_498.3304889,0,0.379650012,0,0,0.620349988,0
-1549.304398_598.3304889,-1549.304398_598.3304889,0,0,0.9738116,0,0.0261884,0
-1549.304398_698.3304889,-1549.304398_698.3304889,0,0,0,1,0,0
-1549.304398_798.3304889,-1549.304398_798.3304889,0,0,0,1,0,0
-1549.304398_898.3304889,-1549.304398_898.3304889,0,0,0,1,0,0
-1549.304398_98.3304889,-1549.304398_98.3304889,0,0,0,0.95764868,0.04235132,0
-1649.304398_-1.66951110000002,-1649.304398_-1.66951110000002,0,0,0,0.890434636,0,0.109565364
-1649.304398_-101.6695111,-1649.304398_-101.6695111,0,0,0,1,0,0
-1649.304398_-201.6695111,-1649.304398_-201.6695111,0,0,0,1,0,0
-1649.304398_-301.6695111,-1649.304398_-301.6695111,0,0,0,0.990913341,0.009086659,0
-1649.304398_-401.6695111,-1649.304398_-401.6695111,0,0,0,0,0,1
-1649.304398_-501.6695111,-1649.304398_-501.6695111,0,0,-9.93E-19,0.999994294,5.71E-06,0
-1649.304398_-601.6695111,-1649.304398_-601.6695111,0,0,0,0.129909384,0.870090616,0
-1649.304398_198.3304889,-1649.304398_198.3304889,0,0,1,0,0,0
-1649.304398_298.3304889,-1649.304398_298.3304889,0,0,0,1,0,0
-1649.304398_398.3304889,-1649.304398_398.3304889,0,0,0.831806252,0,0.168193748,0
-1649.304398_498.3304889,-1649.304398_498.3304889,0,0.640009976,0,0,0,0.359990024
-1649.304398_598.3304889,-1649.304398_598.3304889,0,0,0,0.403466904,0.596533096,0
-1649.304398_698.3304889,-1649.304398_698.3304889,0,0,0,1,0,0
-1649.304398_798.3304889,-1649.304398_798.3304889,0,0,0,1,0,0
-1649.304398_898.3304889,-1649.304398_898.3304889,0,0,0,1,0,0
-1649.304398_98.3304889,-1649.304398_98.3304889,0,0,0,1,0,0
-1749.304398_-1.66951110000002,-1749.304398_-1.66951110000002,0,0,0,1,0,0
-1749.304398_-101.6695111,-1749.304398_-101.6695111,0,0,0,1,0,0
-1749.304398_-201.6695111,-1749.304398_-201.6695111,0,0,2.35E-05,0.925945823,0.074030661,0
-1749.304398_-301.6695111,-1749.304398_-301.6695111,0,0,1,0,0,0
-1749.304398_-401.6695111,-1749.304398_-401.6695111,0,0,0,1,0,2.15E-17
-1749.304398_-501.6695111,-1749.304398_-501.6695111,0,0,1,0,0,0
-1749.304398_-601.6695111,-1749.304398_-601.6695111,0,0,0,0,1,0
-1749.304398_198.3304889,-1749.304398_198.3304889,0,0,0,0,0,1
-1749.304398_298.3304889,-1749.304398_298.3304889,0,0,1,0,0,0
-1749.304398_398.3304889,-1749.304398_398.3304889,0,0,0,0.663161381,0,0.336838619
-1749.304398_498.3304889,-1749.304398_498.3304889,0,0,0.772506611,0,0.227493389,0
-1749.304398_598.3304889,-1749.304398_598.3304889,0,0,0.301952044,0,0.698047956,0
-1749.304398_698.3304889,-1749.304398_698.3304889,0,0,0,1,0,0
-1749.304398_798.3304889,-1749.304398_798.3304889,0,0,0,1,0,0
-1749.304398_898.3304889,-1749.304398_898.3304889,0,0,0,1,0,0
-1749.304398_98.3304889,-1749.304398_98.3304889,0,0,0,1,0,0
-1849.304398_-1.66951110000002,-1849.304398_-1.66951110000002,0,0,0,0,0.895684245,0.104315755
-1849.304398_-101.6695111,-1849.304398_-101.6695111,0,0,1,0,0,0
-1849.304398_-201.6695111,-1849.304398_-201.6695111,0,0.039231141,0,0,0.960768859,0
-1849.304398_-301.6695111,-1849.304398_-301.6695111,0,0,1,0,0,0
-1849.304398_-401.6695111,-1849.304398_-401.6695111,0,0,0.579548771,0.420451229,0,0
-1849.304398_-501.6695111,-1849.304398_-501.6695111,0,0,1,0,0,0
-1849.304398_-601.6695111,-1849.304398_-601.6695111,0,0,0,0,1,0
-1849.304398_198.3304889,-1849.304398_198.3304889,0,0,0,0.901943986,0,0.098056014
-1849.304398_298.3304889,-1849.304398_298.3304889,0,0.406024144,0,0,0.593975856,0
-1849.304398_398.3304889,-1849.304398_398.3304889,0,0,0,0.992035577,0.007964423,0
-1849.304398_498.3304889,-1849.304398_498.3304889,0,2.58E-17,0.692966866,0,0.307033134,0
-1849.304398_598.3304889,-1849.304398_598.3304889,0,0,1,0,0,0
-1849.304398_698.3304889,-1849.304398_698.3304889,0,0,0,1,0,0
-1849.304398_798.3304889,-1849.304398_798.3304889,0,0,0,1,0,0
-1849.304398_898.3304889,-1849.304398_898.3304889,0,0,0,1,0,0
-1849.304398_98.3304889,-1849.304398_98.3304889,0,8.67E-05,0,0.999913267,0,0
-1949.304398_-1.66951110000002,-1949.304398_-1.66951110000002,0,0.039911957,0,0,0.960088043,0
-1949.304398_-101.6695111,-1949.304398_-101.6695111,0,0.350811884,0,0,0.649188116,0
-1949.304398_-201.6695111,-1949.304398_-201.6695111,0,0,0,0,1,0
-1949.304398_-301.6695111,-1949.304398_-301.6695111,0,0.082016285,0,0,0.917983715,0
-1949.304398_-401.6695111,-1949.304398_-401.6695111,0,0,0,0,1,0
-1949.304398_-501.6695111,-1949.304398_-501.6695111,0,0,0,0,1,0
-1949.304398_-601.6695111,-1949.304398_-601.6695111,0,0,0,0,1,0
-1949.304398_198.3304889,-1949.304398_198.3304889,0,0,1,0,0,0
-1949.304398_298.3304889,-1949.304398_298.3304889,0,1,0,0,0,0
-1949.304398_398.3304889,-1949.304398_398.3304889,0,0,0.903933728,0,0.096066272,0
-1949.304398_498.3304889,-1949.304398_498.3304889,0,0.452910445,0,0,0.547089555,0
-1949.304398_598.3304889,-1949.304398_598.3304889,0,0.804951285,0,0.021816624,0,0.173232092
-1949.304398_698.3304889,-1949.304398_698.3304889,0,0,0,1,0,0
-1949.304398_798.3304889,-1949.304398_798.3304889,0,0,0,1,0,0
-1949.304398_898.3304889,-1949.304398_898.3304889,0,0,0,1,0,0
-1949.304398_98.3304889,-1949.304398_98.3304889,0,0,0,0,0,1
-2049.304398_-1.66951110000002,-2049.304398_-1.66951110000002,0,0.16734546,0,0,0.83265454,0
-2049.304398_-101.6695111,-2049.304398_-101.6695111,0,0.027412969,0,0,0.972587031,0
-2049.304398_-201.6695111,-2049.304398_-201.6695111,0.390641753,0,0,0,0.609358247,0
-2049.304398_-301.6695111,-2049.304398_-301.6695111,0,0,0.605062998,0,0.394937002,0
-2049.304398_-401.6695111,-2049.304398_-401.6695111,0,0,0,0,1,0
-2049.304398_-501.6695111,-2049.304398_-501.6695111,0,0,0,0,1,0
-2049.304398_-601.6695111,-2049.304398_-601.6695111,1,0,0,0,0,0
-2049.304398_198.3304889,-2049.304398_198.3304889,0,0.371252318,0,0,0.628747682,0
-2049.304398_298.3304889,-2049.304398_298.3304889,0.06719143,0,0,0,0.93280857,0
-2049.304398_398.3304889,-2049.304398_398.3304889,0,0.123093049,0,0,0.876906951,0
-2049.304398_498.3304889,-2049.304398_498.3304889,0,0,1,0,0,0
-2049.304398_598.3304889,-2049.304398_598.3304889,0,0,0.480351768,0,0.519648232,0
-2049.304398_698.3304889,-2049.304398_698.3304889,0,0,0,1,0,0
-2049.304398_798.3304889,-2049.304398_798.3304889,0,0,0,1,0,0
-2049.304398_898.3304889,-2049.304398_898.3304889,0,0,0,1,0,0
-2049.304398_98.3304889,-2049.304398_98.3304889,0,0,0.2657582,0.48363969,0.25060211,0
-2149.304398_-1.66951110000002,-2149.304398_-1.66951110000002,0.018384534,0,0,0,0.981615466,0
-2149.304398_-101.6695111,-2149.304398_-101.6695111,0,0.199993568,0,0,0.800006432,0
-2149.304398_-201.6695111,-2149.304398_-201.6695111,0,0.180289056,0,0,0.819710944,0
-2149.304398_-301.6695111,-2149.304398_-301.6695111,0.072237608,0,0,0,0.927762392,0
-2149.304398_-401.6695111,-2149.304398_-401.6695111,0,0,0,0,1,0
-2149.304398_-501.6695111,-2149.304398_-501.6695111,0,0,0,0,1,0
-2149.304398_-601.6695111,-2149.304398_-601.6695111,1,0,0,0,0,0
-2149.304398_198.3304889,-2149.304398_198.3304889,0,0.22141305,0,0,0.77858695,0
-2149.304398_298.3304889,-2149.304398_298.3304889,0,0,0.753171758,0,0.246828242,0
-2149.304398_398.3304889,-2149.304398_398.3304889,0,0.307641124,0,0,0.692358876,0
-2149.304398_498.3304889,-2149.304398_498.3304889,0,0.425847745,0,0,0.574152255,0
-2149.304398_598.3304889,-2149.304398_598.3304889,0.042428829,0,0,0,0.957571171,0
-2149.304398_698.3304889,-2149.304398_698.3304889,0,0,0,1,0,0
-2149.304398_798.3304889,-2149.304398_798.3304889,0,0,0,1,0,0
-2149.304398_898.3304889,-2149.304398_898.3304889,0,0,0,1,0,0
-2149.304398_98.3304889,-2149.304398_98.3304889,0,0.049567166,0,0,0.950432834,0
-2249.304398_-1.66951110000002,-2249.304398_-1.66951110000002,0,0,0,0,1,0
-2249.304398_-101.6695111,-2249.304398_-101.6695111,0,0.303900785,0,0,0.696099215,0
-2249.304398_-201.6695111,-2249.304398_-201.6695111,0,0.337650282,0,0,0.662349718,0
-2249.304398_-301.6695111,-2249.304398_-301.6695111,0,0.000127685,0,0.999872315,0,0
-2249.304398_-401.6695111,-2249.304398_-401.6695111,0,0,0,0,1,0
-2249.304398_-501.6695111,-2249.304398_-501.6695111,0,0,0,0,1,0
-2249.304398_-601.6695111,-2249.304398_-601.6695111,0.042647665,0,0,0,0.957352335,0
-2249.304398_198.3304889,-2249.304398_198.3304889,0,0,0.62117118,0,0.37882882,0
-2249.304398_298.3304889,-2249.304398_298.3304889,0,0,1,0,0,0
-2249.304398_398.3304889,-2249.304398_398.3304889,0,0.107643633,0,0,0.892356367,0
-2249.304398_498.3304889,-2249.304398_498.3304889,0,0,0.491330496,0,0.508669504,0
-2249.304398_598.3304889,-2249.304398_598.3304889,0,0.032568257,0,0,0.967431743,0
-2249.304398_698.3304889,-2249.304398_698.3304889,0,0,0,1,0,0
-2249.304398_798.3304889,-2249.304398_798.3304889,0,0,0,1,0,0
-2249.304398_898.3304889,-2249.304398_898.3304889,0,0,0,1,0,0
-2249.304398_98.3304889,-2249.304398_98.3304889,0,0,0.620407561,0,0.379592439,0
-2349.304398_-1.66951110000002,-2349.304398_-1.66951110000002,0,0.182435335,0,0,0.817564665,0
-2349.304398_-101.6695111,-2349.304398_-101.6695111,0,0,0.566660898,0,0.433339102,0
-2349.304398_-201.6695111,-2349.304398_-201.6695111,0,0,1,0,0,0
-2349.304398_-301.6695111,-2349.304398_-301.6695111,0,0,0,0,1,0
-2349.304398_-401.6695111,-2349.304398_-401.6695111,0,0,0,0,1,0
-2349.304398_-501.6695111,-2349.304398_-501.6695111,0,0,0,0,1,0
-2349.304398_-601.6695111,-2349.304398_-601.6695111,1,0,0,0,0,0
-2349.304398_198.3304889,-2349.304398_198.3304889,0,0,0.641463621,0,0.358536379,0
-2349.304398_298.3304889,-2349.304398_298.3304889,0,0,1,0,0,0
-2349.304398_398.3304889,-2349.304398_398.3304889,0,0,0,0,1,0
-2349.304398_498.3304889,-2349.304398_498.3304889,0,0,1,0,0,0
-2349.304398_598.3304889,-2349.304398_598.3304889,0,0,0,0.331238548,0.668761452,0
-2349.304398_698.3304889,-2349.304398_698.3304889,0,0,0,1,0,0
-2349.304398_798.3304889,-2349.304398_798.3304889,0,0,0,1,0,0
-2349.304398_898.3304889,-2349.304398_898.3304889,0,0,0,1,0,0
-2349.304398_98.3304889,-2349.304398_98.3304889,0,0.147612071,0,0,0.852387929,0
-2449.304398_-1.66951110000002,-2449.304398_-1.66951110000002,0,0,0,0.492112343,0,0.507887657
-2449.304398_-101.6695111,-2449.304398_-101.6695111,0,0,0.571850996,0,0.428149004,0
-2449.304398_-201.6695111,-2449.304398_-201.6695111,0,0,0,0,1,0
-2449.304398_-301.6695111,-2449.304398_-301.6695111,0,0,1,0,0,0
-2449.304398_-401.6695111,-2449.304398_-401.6695111,0,0,0,0,1,0
-2449.304398_-501.6695111,-2449.304398_-501.6695111,0,0,0.69464664,0,0.30535336,0
-2449.304398_-601.6695111,-2449.304398_-601.6695111,0,0,0,0,1,0
-2449.304398_198.3304889,-2449.304398_198.3304889,0,0.306358501,0,0,0.693641499,0
-2449.304398_298.3304889,-2449.304398_298.3304889,0,0,1,0,0,0
-2449.304398_398.3304889,-2449.304398_398.3304889,0,0.469065221,0,0,0.530934779,0
-2449.304398_498.3304889,-2449.304398_498.3304889,0,0.627405583,0,0,0.372594417,0
-2449.304398_598.3304889,-2449.304398_598.3304889,0.034148673,0,0,0,0.965851327,0
-2449.304398_698.3304889,-2449.304398_698.3304889,0,0,0,1,0,0
-2449.304398_798.3304889,-2449.304398_798.3304889,0,0,0,1,0,0
-2449.304398_898.3304889,-2449.304398_898.3304889,0,0,0,1,0,0
-2449.304398_98.3304889,-2449.304398_98.3304889,0,0,1,0,0,0
-2549.304398_-1.66951110000002,-2549.304398_-1.66951110000002,0,0.220144145,0.594768199,0,0.185087656,0
-2549.304398_-101.6695111,-2549.304398_-101.6695111,0,0,1,0,0,0
-2549.304398_-201.6695111,-2549.304398_-201.6695111,0,0,0.578004006,0,0.421995994,0
-2549.304398_-301.6695111,-2549.304398_-301.6695111,0,0,0.601964133,0,0.398035867,0
-2549.304398_-401.6695111,-2549.304398_-401.6695111,0,0,0.318865565,0.064432439,0.616701997,0
-2549.304398_-501.6695111,-2549.304398_-501.6695111,0,0,0,0,0,1
-2549.304398_-601.6695111,-2549.304398_-601.6695111,0,0,0,0,1,0
-2549.304398_198.3304889,-2549.304398_198.3304889,0,0,0,0,0,1
-2549.304398_298.3304889,-2549.304398_298.3304889,0,0,1,0,0,0
-2549.304398_398.3304889,-2549.304398_398.3304889,0,0,1,0,0,0
-2549.304398_498.3304889,-2549.304398_498.3304889,0,0.323219931,0,0,0.676780069,0
-2549.304398_598.3304889,-2549.304398_598.3304889,0,0.14902164,0,0,0.85097836,0
-2549.304398_698.3304889,-2549.304398_698.3304889,0,0,0,1,0,0
-2549.304398_798.3304889,-2549.304398_798.3304889,0,0,0,1,0,0
-2549.304398_898.3304889,-2549.304398_898.3304889,0,0,0,1,0,0
-2549.304398_98.3304889,-2549.304398_98.3304889,0,0,1,6.02E-18,0,0
-2649.304398_-1.66951110000002,-2649.304398_-1.66951110000002,0,0,1,4.11E-20,0,0
-2649.304398_-101.6695111,-2649.304398_-101.6695111,0,0,0.691495739,0,0.308504261,0
-2649.304398_-201.6695111,-2649.304398_-201.6695111,0,0,0,0.65622253,0.34377747,0
-2649.304398_-301.6695111,-2649.304398_-301.6695111,0,0,0,1,0,0
-2649.304398_-401.6695111,-2649.304398_-401.6695111,0,0,1,0,0,0
-2649.304398_-501.6695111,-2649.304398_-501.6695111,0,0.000122414,0.999877586,0,0,0
-2649.304398_-601.6695111,-2649.304398_-601.6695111,0,0,0,0,1,0
-2649.304398_198.3304889,-2649.304398_198.3304889,0,0,0,1,0,0
-2649.304398_298.3304889,-2649.304398_298.3304889,0,0.644387514,0,0,0.355612486,0
-2649.304398_398.3304889,-2649.304398_398.3304889,0,0,0,1,0,0
-2649.304398_498.3304889,-2649.304398_498.3304889,0,0,0,0,1,0
-2649.304398_598.3304889,-2649.304398_598.3304889,0,0,0,0,1,0
-2649.304398_698.3304889,-2649.304398_698.3304889,0,0,0,1,0,0
-2649.304398_798.3304889,-2649.304398_798.3304889,0,0,0,1,0,0
-2649.304398_898.3304889,-2649.304398_898.3304889,0,0,0,1,0,0
-2649.304398_98.3304889,-2649.304398_98.3304889,0,0,1,0,0,0
-2749.304398_-1.66951110000002,-2749.304398_-1.66951110000002,0,0,0.739997551,0,0.260002449,0
-2749.304398_-101.6695111,-2749.304398_-101.6695111,0,0,0,0,1,0
-2749.304398_-201.6695111,-2749.304398_-201.6695111,0.435156375,0,0,0,0.564843625,0
-2749.304398_-301.6695111,-2749.304398_-301.6695111,0,0,0,1,0,0
-2749.304398_-401.6695111,-2749.304398_-401.6695111,0,0,1,0,0,0
-2749.304398_-501.6695111,-2749.304398_-501.6695111,0,0,0,1,0,0
-2749.304398_-601.6695111,-2749.304398_-601.6695111,0,0,0,0.943287658,0.056712342,0
-2749.304398_198.3304889,-2749.304398_198.3304889,0,0,1,0,0,0
-2749.304398_298.3304889,-2749.304398_298.3304889,0,0,1,0,0,0
-2749.304398_398.3304889,-2749.304398_398.3304889,0,0.701795308,0,0,0.298204692,0
-2749.304398_498.3304889,-2749.304398_498.3304889,0,0,0.671508831,0,0.328491169,0
-2749.304398_598.3304889,-2749.304398_598.3304889,0,0,1,0,0,0
-2749.304398_698.3304889,-2749.304398_698.3304889,0,0,0,1,0,0
-2749.304398_798.3304889,-2749.304398_798.3304889,0,0,0,1,0,0
-2749.304398_898.3304889,-2749.304398_898.3304889,0,0,0,1,0,0
-2749.304398_98.3304889,-2749.304398_98.3304889,0,0,1,0,0,0
-2849.304398_-1.66951110000002,-2849.304398_-1.66951110000002,0,0,0,0,0,1
-2849.304398_-101.6695111,-2849.304398_-101.6695111,0,0.000177632,0.999822368,0,0,0
-2849.304398_-201.6695111,-2849.304398_-201.6695111,0,0,0,1,0,0
-2849.304398_-301.6695111,-2849.304398_-301.6695111,0,0,1,0,0,0
-2849.304398_-401.6695111,-2849.304398_-401.6695111,0,0,0,0,0,1
-2849.304398_-501.6695111,-2849.304398_-501.6695111,0,0,0,1,0,0
-2849.304398_-601.6695111,-2849.304398_-601.6695111,0,0,0,0,1,0
-2849.304398_198.3304889,-2849.304398_198.3304889,0,0,1,0,0,0
-2849.304398_298.3304889,-2849.304398_298.3304889,0,1,0,0,0,0
-2849.304398_398.3304889,-2849.304398_398.3304889,0.085890439,0,0,0,0.914109561,0
-2849.304398_498.3304889,-2849.304398_498.3304889,0,0,0.840554678,0,0.159445322,0
-2849.304398_598.3304889,-2849.304398_598.3304889,0,0,0.92138618,0,0.07861382,0
-2849.304398_698.3304889,-2849.304398_698.3304889,0,0,0,1,0,0
-2849.304398_798.3304889,-2849.304398_798.3304889,0,0,0,1,0,0
-2849.304398_898.3304889,-2849.304398_898.3304889,0,0,0,1,0,0
-2849.304398_98.3304889,-2849.304398_98.3304889,0,0,0,0,1,0
-2949.304398_-1.66951110000002,-2949.304398_-1.66951110000002,0,0,1,0,0,0
-2949.304398_-101.6695111,-2949.304398_-101.6695111,0,0,0.704886212,0.295113788,0,0
-2949.304398_-201.6695111,-2949.304398_-201.6695111,0,0,0,1,0,0
-2949.304398_-301.6695111,-2949.304398_-301.6695111,0,0,0,1,0,0
-2949.304398_-401.6695111,-2949.304398_-401.6695111,0,0,1,0,0,0
-2949.304398_-501.6695111,-2949.304398_-501.6695111,0,0,1,0,0,0
-2949.304398_-601.6695111,-2949.304398_-601.6695111,0,0,1,0,0,0
-2949.304398_198.3304889,-2949.304398_198.3304889,0,0,0,0.90063234,0,0.09936766
-2949.304398_298.3304889,-2949.304398_298.3304889,0,0,0,0,1,0
-2949.304398_398.3304889,-2949.304398_398.3304889,0,0,0,0.833548305,0.166451695,0
-2949.304398_498.3304889,-2949.304398_498.3304889,0,0,0,0.329499471,0.670500529,0
-2949.304398_598.3304889,-2949.304398_598.3304889,0,0.620415013,0,0,0.379584987,0
-2949.304398_698.3304889,-2949.304398_698.3304889,0,0,0,1,0,0
-2949.304398_798.3304889,-2949.304398_798.3304889,0,0,0,1,0,0
-2949.304398_898.3304889,-2949.304398_898.3304889,0,0,0,1,0,0
-2949.304398_98.3304889,-2949.304398_98.3304889,0,0,0,1,0,0
1104.977914_2708.802178,1104.977914_2708.802178,0,0,1,0,0,0
1104.977914_2808.802178,1104.977914_2808.802178,0,0,1,0,0,0
1104.977914_2908.802178,1104.977914_2908.802178,0,0,0.545098499,0.454901501,0,0
1104.977914_3008.802178,1104.977914_3008.802178,0,0,0,1,0,0
1104.977914_3108.802178,1104.977914_3108.802178,0,0,0,1,0,0
1104.977914_3208.802178,1104.977914_3208.802178,0,0,1,0,0,0
1104.977914_3308.802178,1104.977914_3308.802178,0,0,1,0,0,0
1104.977914_3408.802178,1104.977914_3408.802178,0,0.518357599,0,0,0.481642401,0
1104.977914_3508.802178,1104.977914_3508.802178,0,0.436867146,0,0,0.563132854,0
1104.977914_3608.802178,1104.977914_3608.802178,0,1,0,0,0,0
1104.977914_3708.802178,1104.977914_3708.802178,0.29938855,0,0,0,0.70061145,0
1104.977914_3808.802178,1104.977914_3808.802178,0,0,0,1,0,0
1104.977914_3908.802178,1104.977914_3908.802178,0,0,0,1,0,0
1104.977914_4008.802178,1104.977914_4008.802178,0,0,0,1,0,0
1104.977914_4108.802178,1104.977914_4108.802178,0,0,0.555120077,0.444879923,0,0
1104.977914_4208.802178,1104.977914_4208.802178,0,0,0.952655571,0,0.047344429,0
1204.977914_2708.802178,1204.977914_2708.802178,0,0,1,0,0,0
1204.977914_2808.802178,1204.977914_2808.802178,0,0,0,1,0,0
1204.977914_2908.802178,1204.977914_2908.802178,0,0,0,0.629094593,0,0.370905407
1204.977914_3008.802178,1204.977914_3008.802178,0,0,0,1,0,0
1204.977914_3108.802178,1204.977914_3108.802178,0,0,0.515832803,0.484167197,0,0
1204.977914_3208.802178,1204.977914_3208.802178,0,0,1,0,0,0
1204.977914_3308.802178,1204.977914_3308.802178,0,0,0,1,0,0
1204.977914_3408.802178,1204.977914_3408.802178,0,0.222456696,0,0,0.777543304,0
1204.977914_3508.802178,1204.977914_3508.802178,0,0,0.35196162,0.388180724,0.259857656,0
1204.977914_3608.802178,1204.977914_3608.802178,0,0.559213614,0,0,0.440786386,0
1204.977914_3708.802178,1204.977914_3708.802178,0,0.50806406,0,0,0.49193594,0
1204.977914_3808.802178,1204.977914_3808.802178,0,0,0,1,0,0
1204.977914_3908.802178,1204.977914_3908.802178,0,0,0,1,0,0
1204.977914_4008.802178,1204.977914_4008.802178,0,0,0,1,0,0
1204.977914_4108.802178,1204.977914_4108.802178,0,0,0,1,0,0
1204.977914_4208.802178,1204.977914_4208.802178,0,0,0.838718592,0,0.161281408,0
1304.977914_2708.802178,1304.977914_2708.802178,0,0,0,0.203665654,0,0.796334346
1304.977914_2808.802178,1304.977914_2808.802178,0,0,0,1,0,0
